"Species3" "Mass"
"690" "Eutoxeres_aquila" 10.6
"691" "Eutoxeres_condamini" 10.79
"692" "Florisuga_fusca" 8
"693" "Florisuga_mellivora" 7.4
"694" "Glaucis_aeneus" 4.8
"695" "Glaucis_dohrnii" 5.8
"696" "Glaucis_hirsutus" 6.76
"697" "Goethalsia_bella" 3.4
"698" "Goldmania_violiceps" 4.1
"699" "Haplophaedia_assimilis" 4.8
"700" "Haplophaedia_aureliae" 5.2
"701" "Haplophaedia_lugens" 6.9
"702" "Heliactin_bilophus" 4.4
"703" "Heliangelus_amethysticollis" 5.04
"704" "Heliangelus_exortis" 4.59
"705" "Heliangelus_mavors" 4.2
"706" "Heliangelus_micraster" 3.9
"707" "Heliangelus_regalis" 3.6
"708" "Heliangelus_strophianus" 5.5
"709" "Heliangelus_viola" 5.4
"710" "Heliodoxa_aurescens" 6.4
"711" "Heliodoxa_branickii" 5.2
"712" "Heliodoxa_gularis" 6.3
"713" "Heliodoxa_imperatrix" 8.8
"714" "Heliodoxa_jacula" 8.09
"715" "Heliodoxa_leadbeateri" 7.4
"716" "Heliodoxa_rubinoides" 7.79
"717" "Heliodoxa_schreibersii" 9.17
"718" "Heliodoxa_xanthogonys" 6.99
"719" "Heliomaster_constantii" 7.3
"720" "Heliomaster_furcifer" 5.4
"721" "Heliomaster_longirostris" 6.6
"722" "Heliomaster_squamosus" 5.9
"723" "Heliothryx_auritus" 5.4
"724" "Heliothryx_barroti" 5.5
"725" "Hylocharis_chrysura" 4.5
"726" "Hylocharis_cyanus" 3.3
"727" "Hylocharis_eliciae" 3.6
"728" "Hylocharis_grayi" 5.6
"729" "Hylocharis_humboldtii" 5.6
"730" "Hylocharis_leucotis" 3.39
"731" "Hylocharis_sapphirina" 4.4
"732" "Hylocharis_xantusii" 3.4
"733" "Hylonympha_macrocerca" 7.3
"734" "Klais_guimeti" 2.6
"735" "Lafresnaya_lafresnayi" 5.3
"736" "Lampornis_amethystinus" 5.2
"737" "Lampornis_calolaemus" 5.08
"738" "Lampornis_castaneoventris" 5.08
"739" "Lampornis_clemenciae" 7.55
"740" "Lampornis_hemileucus" 5.5
"741" "Lampornis_sybillae" 6.3
"742" "Lampornis_viridipallens" 5.33
"743" "Lamprolaima_rhami" 7.8
"744" "Lepidopyga_coeruleogularis" 4.2
"745" "Lepidopyga_goudoti" 4
"746" "Lepidopyga_lilliae" 4.3
"747" "Lesbia_nuna" 3.7
"748" "Lesbia_victoriae" 5
"749" "Leucippus_baeri" 4.5
"750" "Leucippus_chlorocercus" 4.6
"751" "Leucippus_fallax" 6
"752" "Leucippus_taczanowskii" 6.4
"753" "Leucochloris_albicollis" 6.3
"754" "Loddigesia_mirabilis" 3
"755" "Lophornis_adorabilis" 2.7
"756" "Lophornis_brachylophus" 2.7
"757" "Lophornis_chalybeus" 3
"758" "Lophornis_delattrei" 2.8
"759" "Lophornis_gouldii" 2.4
"760" "Lophornis_helenae" 2.6
"761" "Lophornis_magnificus" 2.7
"762" "Lophornis_ornatus" 2.3
"763" "Lophornis_pavoninus" 3
"764" "Lophornis_stictolophus" 2.7
"765" "Mellisuga_helenae" 2.2
"766" "Mellisuga_minima" 2.4
"767" "Metallura_aeneocauda" 5.2
"768" "Metallura_baroni" 4.3
"769" "Metallura_eupogon" 4.6
"770" "Metallura_iracunda" 3.9
"771" "Metallura_odomae" 5.1
"772" "Metallura_phoebe" 5.4
"773" "Metallura_theresiae" 4.9
"774" "Metallura_tyrianthina" 3.8
"775" "Metallura_williami" 4.5
"776" "Microchera_albocoronata" 2.7
"777" "Microstilbon_burmeisteri" 2.5
"778" "Myrmia_micrura" 2.3
"779" "Myrtis_fanny" 2.3
"780" "Ocreatus_underwoodii" 3
"781" "Opisthoprora_euryptera" 6.2
"782" "Oreonympha_nobilis" 7.7
"783" "Oreotrochilus_adela" 7.9
"784" "Oreotrochilus_chimborazo" 8.2
"785" "Oreotrochilus_estella" 8.1
"786" "Oreotrochilus_leucopleurus" 8.2
"787" "Oreotrochilus_melanogaster" 9.1
"788" "Orthorhyncus_cristatus" 3.02
"789" "Oxypogon_guerinii" 4.8
"790" "Panterpe_insignis" 5.7
"791" "Patagona_gigas" 20.2
"792" "Phaeochroa_cuvierii" 8.9
"793" "Phaethornis_anthophilus" 5.9
"794" "Phaethornis_atrimentalis" 2.6
"795" "Phaethornis_augusti" 6
"796" "Phaethornis_bourcieri" 4.3
"797" "Phaethornis_eurynome" 5.3
"798" "Phaethornis_griseogularis" 2.3
"799" "Phaethornis_guy" 6.3
"800" "Phaethornis_hispidus" 5
"801" "Phaethornis_idaliae" 2.6
"802" "Phaethornis_koepckeae" 5.03
"803" "Phaethornis_longirostris" 6
"804" "Phaethornis_longuemareus" 3
"805" "Phaethornis_malaris" 5.9
"806" "Phaethornis_nattereri" 3.1
"807" "Phaethornis_philippii" 5
"808" "Phaethornis_pretrei" 5.6
"809" "Phaethornis_ruber" 2.4
"810" "Phaethornis_rupurumii" 3.7
"811" "Phaethornis_squalidus" 3.4
"812" "Phaethornis_striigularis" 3
"813" "Phaethornis_stuarti" 2.9
"814" "Phaethornis_subochraceus" 3.8
"815" "Phaethornis_superciliosus" 6.3
"816" "Phaethornis_syrmatophorus" 5.8
"817" "Phaethornis_yaruqui" 5.4
"818" "Phlogophilus_harterti" 2.7
"819" "Phlogophilus_hemileucurus" 2.8
"820" "Polyonymus_caroli" 4.8
"821" "Polytmus_guainumbi" 5.2
"822" "Polytmus_milleri" 4.1
"823" "Polytmus_theresiae" 3.8
"824" "Pterophanes_cyanopterus" 9.25
"825" "Ramphodon_naevius" 7.9
"826" "Ramphomicron_dorsale" 3.5
"827" "Ramphomicron_microrhynchum" 3.6
"828" "Rhodopis_vesper" 3.8
"829" "Sappho_sparganura" 5.3
"830" "Schistes_geoffroyi" 3.6
"831" "Selasphorus_ardens" 3.08
"832" "Selasphorus_flammula" 2.69
"833" "Selasphorus_platycercus" 3.54
"834" "Selasphorus_rufus" 3.5
"835" "Selasphorus_sasin" 3.36
"836" "Selasphorus_scintilla" 2.2
"837" "Sephanoides_fernandensis" 8.73
"838" "Sephanoides_sephaniodes" 5.17
"839" "Stellula_calliope" 2.64
"840" "Stephanoxis_lalandi" 4
"841" "Sternoclyta_cyanopectus" 8
"842" "Taphrolesbia_griseiventris" 8.94
"843" "Taphrospilus_hypostictus" 7
"844" "Thalurania_colombica" 4.5
"845" "Thalurania_fannyi" 5
"846" "Thalurania_furcata" 4.19
"847" "Thalurania_glaucopis" 4.8
"848" "Thalurania_ridgwayi" 3.8
"849" "Thalurania_watertonii" 4.6
"850" "Thaumastura_cora" 1.9
"851" "Threnetes_leucurus" 5.6
"852" "Threnetes_niger" 5.6
"853" "Threnetes_ruckeri" 5.2
"854" "Tilmatura_dupontii" 2.2
"855" "Topaza_pella" 12.11
"856" "Topaza_pyra" 12.11
"857" "Trochilus_polytmus" 4.84
"858" "Trochilus_scitulus" 4
"859" "Urochroa_bougueri" 11.4
"860" "Urosticte_benjamini" 3.9
"861" "Urosticte_ruficrissa" 4.3
"862" "Apteryx_australis" 2320.51
"863" "Apteryx_haastii" 2022.68
"864" "Apteryx_mantelli" 2320.51
"865" "Apteryx_owenii" 1238.29
"866" "Aceros_cassidix" 2360
"867" "Aceros_comatus" 1470
"868" "Aceros_corrugatus" 1590
"869" "Aceros_everetti" 1090
"870" "Aceros_leucocephalus" 1086
"871" "Aceros_narcondami" 697.17
"872" "Aceros_nipalensis" 2385
"873" "Aceros_plicatus" 1703.76
"874" "Aceros_subruficollis" 2042
"875" "Aceros_undulatus" 2214.55
"876" "Aceros_waldeni" 1146
"877" "Anorrhinus_austeni" 933
"878" "Anorrhinus_galeritus" 1172
"879" "Anorrhinus_tickelli" 792.64
"880" "Anthracoceros_albirostris" 892.89
"881" "Anthracoceros_coronatus" 806.72
"882" "Anthracoceros_malayanus" 1050
"883" "Anthracoceros_marchei" 750
"884" "Anthracoceros_montani" 741
"885" "Buceros_bicornis" 2790.79
"886" "Buceros_hydrocorax" 1409.59
"887" "Buceros_rhinoceros" 2371.58
"888" "Bycanistes_albotibialis" 921
"889" "Bycanistes_brevis" 1232.84
"890" "Bycanistes_bucinator" 639.38
"891" "Bycanistes_cylindricus" 921
"892" "Bycanistes_fistulator" 508.09
"893" "Bycanistes_subcylindricus" 1195.4
"894" "Ceratogymna_atrata" 1194.79
"895" "Ceratogymna_elata" 1917.02
"896" "Ocyceros_birostris" 375
"897" "Ocyceros_gingalensis" 238
"898" "Ocyceros_griseus" 292
"899" "Penelopides_affinis" 485.12
"900" "Penelopides_exarhatus" 370
"901" "Penelopides_manillae" 460.86
"902" "Penelopides_mindorensis" 462
"903" "Penelopides_panini" 470.54
"904" "Penelopides_samarensis" 485.12
"905" "Rhinoplax_vigil" 2887.64
"906" "Tockus_alboterminatus" 223.65
"907" "Tockus_bradfieldi" 196.46
"908" "Tockus_camurus" 103.76
"909" "Tockus_deckeni" 167.72
"910" "Tockus_erythrorhynchus" 138.56
"911" "Tockus_fasciatus" 258.83
"912" "Tockus_flavirostris" 216.69
"913" "Tockus_hartlaubi" 98.49
"914" "Tockus_hemprichii" 297
"915" "Tockus_jacksoni" 167.72
"916" "Tockus_leucomelas" 188.27
"917" "Tockus_monteiri" 289.82
"918" "Tockus_nasutus" 179.56
"919" "Tockus_pallidirostris" 232.96
"920" "Tropicranus_albocristatus" 289.4
"921" "Bucorvus_abyssinicus" 4000
"922" "Bucorvus_cafer" 3743.62
"923" "Phoeniculus_bollei" 54.6
"924" "Phoeniculus_castaneiceps" 24.4
"925" "Phoeniculus_damarensis" 81.8
"926" "Phoeniculus_purpureus" 73.21
"927" "Phoeniculus_somaliensis" 26.5
"928" "Rhinopomastus_aterrimus" 27.11
"929" "Rhinopomastus_cyanomelas" 27.11
"930" "Rhinopomastus_minor" 21.7
"931" "Upupa_epops" 66.93
"932" "Caprimulgus_aegyptius" 77.3
"933" "Caprimulgus_affinis" 58.7
"934" "Caprimulgus_anthonyi" 35.89
"935" "Caprimulgus_asiaticus" 42
"936" "Caprimulgus_atripennis" 61
"937" "Caprimulgus_badius" 59.8
"938" "Caprimulgus_batesi" 100
"939" "Caprimulgus_binotatus" 63
"940" "Caprimulgus_carolinensis" 109
"941" "Caprimulgus_cayennensis" 35.5
"942" "Caprimulgus_celebensis" 57.51
"943" "Caprimulgus_centralasicus" 57.51
"944" "Caprimulgus_clarus" 42.5
"945" "Caprimulgus_climacurus" 45.8
"946" "Caprimulgus_concretus" 57.51
"947" "Caprimulgus_cubanensis" 63.5
"948" "Caprimulgus_donaldsoni" 29
"949" "Caprimulgus_ekmani" 64
"950" "Caprimulgus_enarratus" 52.8
"951" "Caprimulgus_europaeus" 67
"952" "Caprimulgus_eximius" 66.29
"953" "Caprimulgus_fossii" 58.29
"954" "Caprimulgus_fraenatus" 59.73
"955" "Caprimulgus_heterurus" 37
"956" "Caprimulgus_hirundinaceus" 32
"957" "Caprimulgus_indicus" 91.59
"958" "Caprimulgus_inornatus" 50.26
"959" "Caprimulgus_longirostris" 45.6
"960" "Caprimulgus_macrurus" 66.2
"961" "Caprimulgus_maculicaudus" 30.3
"962" "Caprimulgus_maculosus" 47
"963" "Caprimulgus_madagascariensis" 41.1
"964" "Caprimulgus_mahrattensis" 57
"965" "Caprimulgus_manillensis" 70.3
"966" "Caprimulgus_meesi" 66.2
"967" "Caprimulgus_natalensis" 77.7
"968" "Caprimulgus_nigrescens" 35.7
"969" "Caprimulgus_nigriscapularis" 49
"970" "Caprimulgus_noctitherus" 36.1
"971" "Caprimulgus_nubicus" 49.3
"972" "Caprimulgus_parvulus" 37
"973" "Caprimulgus_pectoralis" 51.43
"974" "Caprimulgus_poliocephalus" 41.8
"975" "Caprimulgus_prigoginei" 57.51
"976" "Caprimulgus_pulchellus" 57.51
"977" "Caprimulgus_ridgwayi" 48
"978" "Caprimulgus_ruficollis" 68.5
"979" "Caprimulgus_rufigena" 51.96
"980" "Caprimulgus_rufus" 94.2
"981" "Caprimulgus_ruwenzorii" 48.93
"982" "Caprimulgus_salvini" 56
"983" "Caprimulgus_saturatus" 52
"984" "Caprimulgus_sericocaudatus" 83
"985" "Caprimulgus_solala" 79
"986" "Caprimulgus_stellatus" 58.2
"987" "Caprimulgus_tristigma" 79
"988" "Caprimulgus_vociferus" 53.3
"989" "Caprimulgus_whitelyi" 47
"990" "Chordeiles_acutipennis" 48.42
"991" "Chordeiles_gundlachii" 50
"992" "Chordeiles_minor" 79.3
"993" "Chordeiles_pusillus" 30.6
"994" "Chordeiles_rupestris" 52.3
"995" "Eleothreptus_anomalus" 43.7
"996" "Eleothreptus_candicans" 49.3
"997" "Eurostopodus_archboldi" 77
"998" "Eurostopodus_argus" 93.39
"999" "Eurostopodus_diabolicus" 104.38
"1000" "Eurostopodus_macrotis" 140.64
"1001" "Eurostopodus_mystacalis" 134.52
"1002" "Eurostopodus_papuensis" 80.49
"1003" "Eurostopodus_temminckii" 95.89
"1004" "Hydropsalis_climacocerca" 46
"1005" "Hydropsalis_torquata" 58.5
"1006" "Lurocalis_rufiventris" 128.5
"1007" "Lurocalis_semitorquatus" 75.9
"1008" "Macrodipteryx_longipennis" 48
"1009" "Macrodipteryx_vexillarius" 72.24
"1010" "Macropsalis_forcipata" 139
"1011" "Nyctidromus_albicollis" 57.84
"1012" "Nyctiphrynus_mcleodii" 35
"1013" "Nyctiphrynus_ocellatus" 39.6
"1014" "Nyctiphrynus_rosenbergi" 52
"1015" "Nyctiphrynus_yucatanicus" 24.5
"1016" "Nyctiprogne_leucopyga" 27.3
"1017" "Nyctiprogne_vielliardi" 41
"1018" "Phalaenoptilus_nuttallii" 48.33
"1019" "Podager_nacunda" 159
"1020" "Siphonorhis_brewsteri" 37
"1021" "Uropsalis_lyra" 71.2
"1022" "Uropsalis_segmentata" 42.9
"1023" "Nyctibius_aethereus" 440.45
"1024" "Nyctibius_bracteatus" 51.65
"1025" "Nyctibius_grandis" 547
"1026" "Nyctibius_griseus" 172.04
"1027" "Nyctibius_jamaicensis" 266.04
"1028" "Nyctibius_leucopterus" 86.4
"1029" "Nyctibius_maculosus" 170.29
"1030" "Batrachostomus_affinis" 46.34
"1031" "Batrachostomus_auritus" 206
"1032" "Batrachostomus_cornutus" 46.3
"1033" "Batrachostomus_harterti" 206
"1034" "Batrachostomus_hodgsoni" 51
"1035" "Batrachostomus_javensis" 46.34
"1036" "Batrachostomus_mixtus" 46.3
"1037" "Batrachostomus_moniliger" 52.37
"1038" "Batrachostomus_poliolophus" 46.3
"1039" "Batrachostomus_septimus" 86.75
"1040" "Batrachostomus_stellatus" 51.34
"1041" "Podargus_ocellatus" 175.37
"1042" "Podargus_papuensis" 375.73
"1043" "Podargus_strigoides" 308.03
"1044" "Rigidipenna_inexpectata" 175.37
"1045" "Steatornis_caripensis" 408
"1046" "Cariama_cristata" 1400
"1047" "Chunga_burmeisteri" 1298
"1048" "Casuarius_bennetti" 34999.99
"1049" "Casuarius_casuarius" 44000
"1050" "Casuarius_unappendiculatus" 46073.85
"1051" "Dromaius_novaehollandiae" 34093.25
"1052" "Aethia_cristatella" 259.36
"1053" "Aethia_psittacula" 269.98
"1054" "Aethia_pusilla" 83.99
"1055" "Aethia_pygmaea" 112
"1056" "Alca_torda" 725.99
"1057" "Alle_alle" 180.73
"1058" "Brachyramphus_brevirostris" 234
"1059" "Brachyramphus_marmoratus" 220
"1060" "Brachyramphus_perdix" 220
"1061" "Cepphus_carbo" 490
"1062" "Cepphus_columba" 530
"1063" "Cepphus_grylle" 378
"1064" "Cerorhinca_monocerata" 482.24
"1065" "Fratercula_arctica" 593.01
"1066" "Fratercula_cirrhata" 774.37
"1067" "Fratercula_corniculata" 536.14
"1068" "Ptychoramphus_aleuticus" 184
"1069" "Synthliboramphus_antiquus" 217.72
"1070" "Synthliboramphus_craveri" 151
"1071" "Synthliboramphus_hypoleucus" 167
"1072" "Synthliboramphus_wumizusume" 198
"1073" "Uria_aalge" 991.93
"1074" "Uria_lomvia" 963.99
"1075" "Burhinus_bistriatus" 787
"1076" "Burhinus_capensis" 422.99
"1077" "Burhinus_grallarius" 648.07
"1078" "Burhinus_oedicnemus" 459
"1079" "Burhinus_senegalensis" 326
"1080" "Burhinus_superciliaris" 480
"1081" "Burhinus_vermiculatus" 320
"1082" "Esacus_giganteus" 1015.87
"1083" "Esacus_recurvirostris" 790
"1084" "Anarhynchus_frontalis" 57.64
"1085" "Charadrius_alexandrinus" 42.3
"1086" "Charadrius_alticola" 44.9
"1087" "Charadrius_asiaticus" 77.09
"1088" "Charadrius_australis" 83.5
"1089" "Charadrius_bicinctus" 59.4
"1090" "Charadrius_collaris" 28.3
"1091" "Charadrius_dubius" 38.7
"1092" "Charadrius_falklandicus" 65
"1093" "Charadrius_forbesi" 31.2
"1094" "Charadrius_hiaticula" 64.04
"1095" "Charadrius_javanicus" 42.3
"1096" "Charadrius_leschenaultii" 74.8
"1097" "Charadrius_marginatus" 48.3
"1098" "Charadrius_melodus" 54.39
"1099" "Charadrius_modestus" 78
"1100" "Charadrius_mongolus" 64
"1101" "Charadrius_montanus" 95.74
"1102" "Charadrius_obscurus" 146
"1103" "Charadrius_pallidus" 34.8
"1104" "Charadrius_pecuarius" 34
"1105" "Charadrius_peronii" 42
"1106" "Charadrius_placidus" 62.7
"1107" "Charadrius_ruficapillus" 37.4
"1108" "Charadrius_sanctaehelenae" 48.7
"1109" "Charadrius_semipalmatus" 46.74
"1110" "Charadrius_thoracicus" 11.5
"1111" "Charadrius_tricollaris" 31.2
"1112" "Charadrius_veredus" 95
"1113" "Charadrius_vociferus" 96.44
"1114" "Charadrius_wilsonia" 55.1
"1115" "Elseyornis_melanops" 33
"1116" "Erythrogonys_cinctus" 51.4
"1117" "Eudromias_morinellus" 108.16
"1118" "Oreopholus_ruficollis" 131
"1119" "Phegornis_mitchellii" 35.5
"1120" "Pluvialis_apricaria" 214
"1121" "Pluvialis_dominica" 151.47
"1122" "Pluvialis_fulva" 134.9
"1123" "Pluvialis_squatarola" 250
"1124" "Thinornis_novaeseelandiae" 61
"1125" "Thinornis_rubricollis" 100
"1126" "Vanellus_albiceps" 192
"1127" "Vanellus_armatus" 156
"1128" "Vanellus_cayanus" 75.76
"1129" "Vanellus_chilensis" 327
"1130" "Vanellus_cinereus" 270
"1131" "Vanellus_coronatus" 165
"1132" "Vanellus_crassirostris" 170
"1133" "Vanellus_duvaucelii" 143
"1134" "Vanellus_gregarius" 224.49
"1135" "Vanellus_indicus" 181
"1136" "Vanellus_leucurus" 132
"1137" "Vanellus_lugubris" 122
"1138" "Vanellus_malarbaricus" 140
"1139" "Vanellus_melanocephalus" 214
"1140" "Vanellus_melanopterus" 184.9
"1141" "Vanellus_miles" 387
"1142" "Vanellus_resplendens" 214
"1143" "Vanellus_senegallus" 248
"1144" "Vanellus_spinosus" 187.95
"1145" "Vanellus_superciliosus" 150
"1146" "Vanellus_tectus" 100
"1147" "Vanellus_tricolor" 184
"1148" "Vanellus_vanellus" 218.37
"1149" "Chionis_albus" 675.69
"1150" "Chionis_minor" 493.96
"1151" "Pluvianellus_socialis" 84.11
"1152" "Dromas_ardeola" 325
"1153" "Cursorius_coromandelicus" 138
"1154" "Cursorius_cursor" 138
"1155" "Cursorius_rufus" 74.99
"1156" "Cursorius_somalensis" 138
"1157" "Cursorius_temminckii" 69.2
"1158" "Glareola_cinerea" 37.4
"1159" "Glareola_lactea" 39.8
"1160" "Glareola_maldivarum" 75.2
"1161" "Glareola_nordmanni" 97.19
"1162" "Glareola_nuchalis" 62.7
"1163" "Glareola_ocularis" 91.9
"1164" "Glareola_pratincola" 84.9
"1165" "Pluvianus_aegyptius" 82
"1166" "Rhinoptilus_africanus" 87.5
"1167" "Rhinoptilus_bitorquatus" 150
"1168" "Rhinoptilus_chalcopterus" 150
"1169" "Rhinoptilus_cinctus" 105
"1170" "Stiltia_isabella" 65.5
"1171" "Haematopus_ater" 724
"1172" "Haematopus_bachmani" 555
"1173" "Haematopus_chathamensis" 598.66
"1174" "Haematopus_finschi" 526
"1175" "Haematopus_fuliginosus" 818.99
"1176" "Haematopus_leucopodus" 617.99
"1177" "Haematopus_longirostris" 613.88
"1178" "Haematopus_moquini" 692
"1179" "Haematopus_ostralegus" 526
"1180" "Haematopus_palliatus" 601.45
"1181" "Haematopus_unicolor" 671
"1182" "Ibidorhyncha_struthersii" 294
"1183" "Actophilornis_africanus" 189.09
"1184" "Actophilornis_albinucha" 239
"1185" "Hydrophasianus_chirurgus" 160.03
"1186" "Irediparra_gallinacea" 98.8
"1187" "Jacana_jacana" 106.24
"1188" "Jacana_spinosa" 94
"1189" "Metopidius_indicus" 155
"1190" "Microparra_capensis" 41.3
"1191" "Anous_minutus" 112.44
"1192" "Anous_stolidus" 177.77
"1193" "Anous_tenuirostris" 112
"1194" "Chlidonias_hybrida" 83.67
"1195" "Chlidonias_leucopterus" 54.2
"1196" "Chlidonias_niger" 65.3
"1197" "Creagrus_furcatus" 686.99
"1198" "Gygis_alba" 117
"1199" "Gygis_microrhyncha" 117
"1200" "Larosterna_inca" 219
"1201" "Larus_argentatus" 1090.99
"1202" "Larus_armenicus" 866.99
"1203" "Larus_atlanticus" 842.37
"1204" "Larus_atricilla" 307.41
"1205" "Larus_audouinii" 534.99
"1206" "Larus_belcheri" 638.61
"1207" "Larus_brunnicephalus" 569.29
"1208" "Larus_bulleri" 230.16
"1209" "Larus_cachinnans" 1111.89
"1210" "Larus_californicus" 683.39
"1211" "Larus_canus" 412.53
"1212" "Larus_cirrocephalus" 374.69
"1213" "Larus_crassirostris" 561
"1214" "Larus_delawarensis" 516.31
"1215" "Larus_dominicanus" 952.43
"1216" "Larus_fuliginosus" 380
"1217" "Larus_fuscus" 762.36
"1218" "Larus_genei" 281
"1219" "Larus_glaucescens" 1056.54
"1220" "Larus_glaucoides" 693.31
"1221" "Larus_hartlaubii" 292
"1222" "Larus_heermanni" 499.99
"1223" "Larus_hemprichii" 451.66
"1224" "Larus_hyperboreus" 1529.04
"1225" "Larus_ichthyaetus" 1378.84
"1226" "Larus_leucophthalmus" 328.89
"1227" "Larus_livens" 1322
"1228" "Larus_maculipennis" 339
"1229" "Larus_marinus" 1649.71
"1230" "Larus_melanocephalus" 256
"1231" "Larus_michahellis" 1111.89
"1232" "Larus_minutus" 118
"1233" "Larus_modestus" 344
"1234" "Larus_novaehollandiae" 268.99
"1235" "Larus_occidentalis" 922.78
"1236" "Larus_pacificus" 1292.03
"1237" "Larus_philadelphia" 210.71
"1238" "Larus_pipixcan" 280
"1239" "Larus_relictus" 490.2
"1240" "Larus_ridibundus" 284
"1241" "Larus_saundersi" 198
"1242" "Larus_schistisagus" 1323
"1243" "Larus_scopulinus" 258
"1244" "Larus_serranus" 478
"1245" "Larus_thayeri" 942.48
"1246" "Leucophaeus_scoresbii" 523.5
"1247" "Pagophila_eburnea" 549.99
"1248" "Phaetusa_simplex" 235
"1249" "Procelsterna_albivitta" 72.2
"1250" "Procelsterna_cerulea" 53
"1251" "Rhodostethia_rosea" 187
"1252" "Rissa_brevirostris" 377
"1253" "Rissa_tridactyla" 415.99
"1254" "Rynchops_albicollis" 164
"1255" "Rynchops_flavirostris" 164
"1256" "Rynchops_niger" 297.73
"1257" "Sterna_acuticauda" 153
"1258" "Sterna_albifrons" 57
"1259" "Sterna_albostriata" 94.69
"1260" "Sterna_aleutica" 120
"1261" "Sterna_anaethetus" 119.42
"1262" "Sterna_antillarum" 45.86
"1263" "Sterna_aurantia" 209
"1264" "Sterna_balaenarum" 60
"1265" "Sterna_bengalensis" 209
"1266" "Sterna_bergii" 328
"1267" "Sterna_bernsteini" 284
"1268" "Sterna_caspia" 655
"1269" "Sterna_dougallii" 112
"1270" "Sterna_elegans" 260
"1271" "Sterna_forsteri" 149
"1272" "Sterna_fuscata" 185.72
"1273" "Sterna_hirundinacea" 188
"1274" "Sterna_hirundo" 129.15
"1275" "Sterna_lorata" 53.8
"1276" "Sterna_lunata" 120
"1277" "Sterna_maxima" 415.31
"1278" "Sterna_nereis" 72.3
"1279" "Sterna_nilotica" 218.25
"1280" "Sterna_paradisaea" 110
"1281" "Sterna_repressa" 90
"1282" "Sterna_sandvicensis" 199.83
"1283" "Sterna_saundersi" 42.5
"1284" "Sterna_striata" 129
"1285" "Sterna_sumatrana" 106
"1286" "Sterna_superciliaris" 46.4
"1287" "Sterna_trudeaui" 153
"1288" "Sterna_virgata" 126
"1289" "Sterna_vittata" 139
"1290" "Xema_sabini" 198
"1291" "Pedionomus_torquatus" 62.52
"1292" "Cladorhynchus_leucocephalus" 216
"1293" "Himantopus_himantopus" 176.82
"1294" "Himantopus_leucocephalus" 176.82
"1295" "Himantopus_mexicanus" 176.82
"1296" "Himantopus_novaezelandiae" 195
"1297" "Recurvirostra_americana" 304.48
"1298" "Recurvirostra_andina" 361
"1299" "Recurvirostra_avosetta" 304
"1300" "Recurvirostra_novaehollandiae" 325
"1301" "Rostratula_australis" 121
"1302" "Rostratula_benghalensis" 121
"1303" "Rostratula_semicollaris" 76.6
"1304" "Actitis_hypoleucos" 48
"1305" "Actitis_macularius" 40.4
"1306" "Aphriza_virgata" 200.97
"1307" "Arenaria_interpres" 135.98
"1308" "Arenaria_melanocephala" 126.21
"1309" "Bartramia_longicauda" 158.92
"1310" "Calidris_acuminata" 66.08
"1311" "Calidris_alba" 51.71
"1312" "Calidris_alpina" 51.89
"1313" "Calidris_bairdii" 40.97
"1314" "Calidris_canutus" 141.87
"1315" "Calidris_ferruginea" 58.08
"1316" "Calidris_fuscicollis" 43.01
"1317" "Calidris_himantopus" 57.24
"1318" "Calidris_maritima" 65.1
"1319" "Calidris_mauri" 27.82
"1320" "Calidris_melanotos" 79.73
"1321" "Calidris_minuta" 21.1
"1322" "Calidris_minutilla" 22.88
"1323" "Calidris_ptilocnemis" 81.32
"1324" "Calidris_pusilla" 27.5
"1325" "Calidris_ruficollis" 26.79
"1326" "Calidris_subminuta" 30.2
"1327" "Calidris_temminckii" 23
"1328" "Calidris_tenuirostris" 192
"1329" "Catoptrophorus_semipalmatus" 245.7
"1330" "Coenocorypha_aucklandica" 108.24
"1331" "Coenocorypha_pusilla" 80.5
"1332" "Eurynorhynchus_pygmeus" 31.67
"1333" "Gallinago_andina" 109.44
"1334" "Gallinago_gallinago" 112.94
"1335" "Gallinago_hardwickii" 151.31
"1336" "Gallinago_imperialis" 252
"1337" "Gallinago_jamesoni" 166
"1338" "Gallinago_macrodactyla" 216
"1339" "Gallinago_media" 169.96
"1340" "Gallinago_megala" 121
"1341" "Gallinago_nemoricola" 167.67
"1342" "Gallinago_nigripennis" 112
"1343" "Gallinago_nobilis" 192.44
"1344" "Gallinago_paraguaiae" 109.44
"1345" "Gallinago_solitaria" 140.11
"1346" "Gallinago_stenura" 113
"1347" "Gallinago_stricklandii" 252
"1348" "Gallinago_undulata" 312.42
"1349" "Heteroscelus_brevipes" 127
"1350" "Heteroscelus_incanus" 108.24
"1351" "Limicola_falcinellus" 37.1
"1352" "Limnodromus_griseus" 110.53
