"Species3" "Mass"
"7559" "Paradoxornis_brunneus" 9.25
"7560" "Paradoxornis_conspicillatus" 8.5
"7561" "Paradoxornis_davidianus" 8.5
"7562" "Paradoxornis_flavirostris" 26
"7563" "Paradoxornis_fulvifrons" 6.4
"7564" "Paradoxornis_gularis" 29
"7565" "Paradoxornis_guttaticollis" 26
"7566" "Paradoxornis_heudei" 32
"7567" "Paradoxornis_margaritae" 29
"7568" "Paradoxornis_nipalensis" 5.47
"7569" "Paradoxornis_paradoxus" 35
"7570" "Paradoxornis_przewalskii" 8.5
"7571" "Paradoxornis_ruficeps" 32
"7572" "Paradoxornis_unicolor" 34
"7573" "Paradoxornis_verreauxi" 6
"7574" "Paradoxornis_webbianus" 10.9
"7575" "Paradoxornis_zappeyi" 9.5
"7576" "Parophasma_galinieri" 21.5
"7577" "Pellorneum_albiventre" 21.5
"7578" "Pellorneum_capistratum" 25.1
"7579" "Pellorneum_fuscocapillus" 30
"7580" "Pellorneum_palustre" 21.5
"7581" "Pellorneum_ruficeps" 26
"7582" "Phyllanthus_atripennis" 85.57
"7583" "Pnoepyga_albiventer" 20.9
"7584" "Pnoepyga_formosana" 20.9
"7585" "Pnoepyga_immaculata" 20.5
"7586" "Pnoepyga_pusilla" 12
"7587" "Pomatorhinus_erythrocnemis" 58.15
"7588" "Pomatorhinus_erythrogenys" 54.9
"7589" "Pomatorhinus_ferruginosus" 40
"7590" "Pomatorhinus_gravivox" 58.15
"7591" "Pomatorhinus_horsfieldii" 43
"7592" "Pomatorhinus_hypoleucos" 75.6
"7593" "Pomatorhinus_mcclellandi" 58.15
"7594" "Pomatorhinus_melanurus" 43
"7595" "Pomatorhinus_montanus" 28.63
"7596" "Pomatorhinus_musicus" 31.61
"7597" "Pomatorhinus_ochraceiceps" 34
"7598" "Pomatorhinus_ruficollis" 31.61
"7599" "Pomatorhinus_schisticeps" 43
"7600" "Pomatorhinus_swinhoei" 58.15
"7601" "Pseudoalcippe_abyssinica" 18.8
"7602" "Pteruthius_aenobarbus" 11.8
"7603" "Pteruthius_flaviscapis" 38.67
"7604" "Pteruthius_melanotis" 13.3
"7605" "Pteruthius_rufiventer" 43
"7606" "Pteruthius_xanthochlorus" 14.3
"7607" "Ptilocichla_falcata" 39.5
"7608" "Ptilocichla_leucogrammica" 39.5
"7609" "Ptilocichla_mindanensis" 29.2
"7610" "Ptyrticus_turdinus" 65.8
"7611" "Rhopocichla_atriceps" 16.3
"7612" "Rimator_albostriatus" 19.44
"7613" "Rimator_malacoptilus" 19.44
"7614" "Rimator_pasquieri" 19.44
"7615" "Robsonius_rabori" 61
"7616" "Robsonius_sorsogonensis" 61
"7617" "Spelaeornis_badeigularis" 6
"7618" "Spelaeornis_caudatus" 11
"7619" "Spelaeornis_chocolatinus" 11.83
"7620" "Spelaeornis_formosus" 5
"7621" "Spelaeornis_kinneari" 11.83
"7622" "Spelaeornis_longicaudatus" 12
"7623" "Spelaeornis_oatesi" 11.83
"7624" "Spelaeornis_reptatus" 11.83
"7625" "Spelaeornis_troglodytoides" 7
"7626" "Sphenocichla_humei" 34.1
"7627" "Sphenocichla_roberti" 34.1
"7628" "Stachyris_ambigua" 9.7
"7629" "Stachyris_capitalis" 14.9
"7630" "Stachyris_chrysaea" 9
"7631" "Stachyris_dennistouni" 15.7
"7632" "Stachyris_erythroptera" 12.6
"7633" "Stachyris_grammiceps" 13
"7634" "Stachyris_herberti" 29
"7635" "Stachyris_hypogrammica" 21.6
"7636" "Stachyris_latistriata" 29.5
"7637" "Stachyris_leucotis" 23.7
"7638" "Stachyris_maculata" 29.2
"7639" "Stachyris_melanothorax" 15.96
"7640" "Stachyris_nigriceps" 15.8
"7641" "Stachyris_nigricollis" 26.2
"7642" "Stachyris_nigrocapitata" 14.1
"7643" "Stachyris_nigrorum" 21.6
"7644" "Stachyris_nonggangensis" 29
"7645" "Stachyris_oglei" 33
"7646" "Stachyris_plateni" 8.7
"7647" "Stachyris_poliocephala" 23.32
"7648" "Stachyris_pygmaea" 8.7
"7649" "Stachyris_pyrrhops" 9.59
"7650" "Stachyris_ruficeps" 10.3
"7651" "Stachyris_rufifrons" 10.6
"7652" "Stachyris_striata" 13.9
"7653" "Stachyris_striolata" 28
"7654" "Stachyris_thoracica" 12
"7655" "Stachyris_whiteheadi" 21.88
"7656" "Strophocincla_cachinnans" 40.3
"7657" "Strophocincla_fairbanki" 45.5
"7658" "Timalia_pileata" 16
"7659" "Trichastoma_bicolor" 27.2
"7660" "Trichastoma_buettikoferi" 17.1
"7661" "Trichastoma_celebense" 23.6
"7662" "Trichastoma_pyrrogenys" 23.16
"7663" "Trichastoma_rostratum" 21
"7664" "Trichastoma_tickelli" 17.1
"7665" "Turdinus_atrigularis" 66.3
"7666" "Turdinus_macrodactylus" 48.7
"7667" "Turdinus_marmorata" 41
"7668" "Turdinus_rufipectus" 37
"7669" "Turdoides_affinis" 63.3
"7670" "Turdoides_altirostris" 33
"7671" "Turdoides_aylmeri" 35.3
"7672" "Turdoides_bicolor" 78.3
"7673" "Turdoides_caudata" 39.15
"7674" "Turdoides_earlei" 47
"7675" "Turdoides_fulva" 61.39
"7676" "Turdoides_gularis" 45.5
"7677" "Turdoides_gymnogenys" 77
"7678" "Turdoides_hartlaubii" 86.2
"7679" "Turdoides_hindei" 67.6
"7680" "Turdoides_hypoleuca" 74
"7681" "Turdoides_jardineii" 78.2
"7682" "Turdoides_leucocephala" 63.28
"7683" "Turdoides_leucopygia" 82.4
"7684" "Turdoides_longirostris" 35
"7685" "Turdoides_malcolmi" 75.7
"7686" "Turdoides_melanops" 77
"7687" "Turdoides_nipalensis" 61
"7688" "Turdoides_plebejus" 62.5
"7689" "Turdoides_reinwardii" 78.8
"7690" "Turdoides_rubiginosa" 40.6
"7691" "Turdoides_rufescens" 64.5
"7692" "Turdoides_sharpei" 79.3
"7693" "Turdoides_squamiceps" 72.88
"7694" "Turdoides_squamulata" 69.37
"7695" "Turdoides_striata" 65.99
"7696" "Turdoides_subrufa" 66.67
"7697" "Turdoides_tenebrosa" 76
"7698" "Xiphirhynchus_superciliaris" 28
"7699" "Yuhina_bakeri" 17.14
"7700" "Yuhina_brunneiceps" 12.49
"7701" "Yuhina_castaniceps" 11.8
"7702" "Yuhina_diademata" 22
"7703" "Yuhina_everetti" 12.1
"7704" "Yuhina_flavicollis" 16.91
"7705" "Yuhina_gularis" 20.78
"7706" "Yuhina_humilis" 14.04
"7707" "Yuhina_nigrimenta" 9.5
"7708" "Yuhina_occipitalis" 13
"7709" "Yuhina_torqueola" 11.8
"7710" "Campylorhynchus_albobrunneus" 32.9
"7711" "Campylorhynchus_brunneicapillus" 38.9
"7712" "Campylorhynchus_chiapensis" 50.9
"7713" "Campylorhynchus_fasciatus" 30
"7714" "Campylorhynchus_griseus" 42.4
"7715" "Campylorhynchus_gularis" 30.1
"7716" "Campylorhynchus_jocosus" 27.6
"7717" "Campylorhynchus_megalopterus" 33.1
"7718" "Campylorhynchus_nuchalis" 23.2
"7719" "Campylorhynchus_rufinucha" 31
"7720" "Campylorhynchus_turdinus" 32.6
"7721" "Campylorhynchus_yucatanicus" 35.5
"7722" "Campylorhynchus_zonatus" 34.6
"7723" "Catherpes_mexicanus" 11.97
"7724" "Cinnycerthia_fulva" 16.5
"7725" "Cinnycerthia_olivascens" 24.4
"7726" "Cinnycerthia_peruana" 19.46
"7727" "Cinnycerthia_unirufa" 29.4
"7728" "Cistothorus_apolinari" 17.7
"7729" "Cistothorus_meridae" 9.72
"7730" "Cistothorus_palustris" 10.8
"7731" "Cistothorus_platensis" 9.04
"7732" "Cyphorhinus_arada" 20.9
"7733" "Cyphorhinus_phaeocephalus" 24.6
"7734" "Cyphorhinus_thoracicus" 31.28
"7735" "Ferminia_cerverai" 26
"7736" "Henicorhina_leucophrys" 16.19
"7737" "Henicorhina_leucoptera" 13.62
"7738" "Henicorhina_leucosticta" 14.18
"7739" "Henicorhina_negreti" 15.9
"7740" "Hylorchilus_navai" 29.3
"7741" "Hylorchilus_sumichrasti" 28.4
"7742" "Microcerculus_bambla" 19.1
"7743" "Microcerculus_marginatus" 18.22
"7744" "Microcerculus_philomela" 17.78
"7745" "Microcerculus_ustulatus" 21
"7746" "Odontorchilus_branickii" 9.6
"7747" "Odontorchilus_cinereus" 11
"7748" "Salpinctes_obsoletus" 16.37
"7749" "Thryomanes_bewickii" 9.9
"7750" "Thryorchilus_browni" 14
"7751" "Thryothorus_atrogularis" 24.18
"7752" "Thryothorus_coraya" 17.2
"7753" "Thryothorus_eisenmanni" 23.1
"7754" "Thryothorus_euophrys" 30.26
"7755" "Thryothorus_fasciatoventris" 24
"7756" "Thryothorus_felix" 12.75
"7757" "Thryothorus_genibarbis" 19.2
"7758" "Thryothorus_griseus" 19.11
"7759" "Thryothorus_guarayanus" 13.5
"7760" "Thryothorus_leucopogon" 19.11
"7761" "Thryothorus_leucotis" 19.44
"7762" "Thryothorus_longirostris" 21.3
"7763" "Thryothorus_ludovicianus" 18.96
"7764" "Thryothorus_maculipectus" 15
"7765" "Thryothorus_modestus" 17.57
"7766" "Thryothorus_mystacalis" 29
"7767" "Thryothorus_nicefori" 27.2
"7768" "Thryothorus_nigricapillus" 23.9
"7769" "Thryothorus_pleurostictus" 17.7
"7770" "Thryothorus_rufalbus" 24.87
"7771" "Thryothorus_rutilus" 16.5
"7772" "Thryothorus_sclateri" 20
"7773" "Thryothorus_semibadius" 17
"7774" "Thryothorus_sinaloa" 15.1
"7775" "Thryothorus_spadix" 19.11
"7776" "Thryothorus_superciliaris" 22.8
"7777" "Thryothorus_thoracicus" 17.6
"7778" "Troglodytes_aedon" 10.85
"7779" "Troglodytes_cobbi" 19.1
"7780" "Troglodytes_monticola" 9
"7781" "Troglodytes_ochraceus" 9.4
"7782" "Troglodytes_rufociliatus" 10
"7783" "Troglodytes_rufulus" 16.08
"7784" "Troglodytes_sissonii" 7.8
"7785" "Troglodytes_solstitialis" 11.4
"7786" "Troglodytes_tanneri" 12
"7787" "Troglodytes_troglodytes" 9.74
"7788" "Uropsila_leucogastra" 9.03
"7789" "Alethe_choloensis" 41.3
"7790" "Alethe_diademata" 31.54
"7791" "Alethe_fuelleborni" 52
"7792" "Alethe_poliocephala" 32.37
"7793" "Alethe_poliophrys" 35.2
"7794" "Brachypteryx_hyperythra" 15.8
"7795" "Brachypteryx_leucophrys" 15.8
"7796" "Brachypteryx_montana" 17.68
"7797" "Brachypteryx_stellata" 23
"7798" "Cataponera_turdoides" 89.65
"7799" "Catharus_aurantiirostris" 29.8
"7800" "Catharus_bicknelli" 27.79
"7801" "Catharus_dryas" 37.7
"7802" "Catharus_frantzii" 28.9
"7803" "Catharus_fuscater" 33.7
"7804" "Catharus_fuscescens" 31.9
"7805" "Catharus_gracilirostris" 21
"7806" "Catharus_guttatus" 30.1
"7807" "Catharus_mexicanus" 33
"7808" "Catharus_minimus" 31.58
"7809" "Catharus_occidentalis" 26.2
"7810" "Catharus_ustulatus" 30.3
"7811" "Chaetops_aurantius" 54.1
"7812" "Chaetops_frenatus" 54.99
"7813" "Chlamydochaera_jefferyi" 65.1
"7814" "Cichlopsis_leucogenys" 53.77
"7815" "Cochoa_azurea" 111.5
"7816" "Cochoa_beccarii" 111.5
"7817" "Cochoa_purpurea" 103
"7818" "Cochoa_viridis" 120
"7819" "Entomodestes_coracinus" 56
"7820" "Entomodestes_leucotis" 61.7
"7821" "Geomalia_heinrichi" 73.21
"7822" "Heinrichia_calligyna" 26.8
"7823" "Hylocichla_mustelina" 50.09
"7824" "Myadestes_coloratus" 28.85
"7825" "Myadestes_elisabeth" 30
"7826" "Myadestes_genibarbis" 29.2
"7827" "Myadestes_lanaiensis" 50
"7828" "Myadestes_melanops" 32.1
"7829" "Myadestes_obscurus" 50.44
"7830" "Myadestes_occidentalis" 36.4
"7831" "Myadestes_palmeri" 39.6
"7832" "Myadestes_ralloides" 29.1
"7833" "Myadestes_townsendi" 33.2
"7834" "Myadestes_unicolor" 37.9
"7835" "Myophonus_blighi" 66.6
"7836" "Myophonus_borneensis" 89.65
"7837" "Myophonus_caeruleus" 157.98
"7838" "Myophonus_castaneus" 89.65
"7839" "Myophonus_glaucinus" 89.65
"7840" "Myophonus_horsfieldii" 117
"7841" "Myophonus_insularis" 117
"7842" "Myophonus_melanurus" 66.56
"7843" "Myophonus_robinsoni" 99.2
"7844" "Neocossyphus_poensis" 51.78
"7845" "Neocossyphus_rufus" 65.9
"7846" "Nesocichla_eremita" 90.99
"7847" "Psophocichla_litsitsirupa" 74
"7848" "Sialia_currucoides" 29.6
"7849" "Sialia_mexicana" 26.44
"7850" "Sialia_sialis" 27.5
"7851" "Stizorhina_finschi" 36.99
"7852" "Stizorhina_fraseri" 35.7
"7853" "Turdus_albicollis" 54
"7854" "Turdus_albocinctus" 99.4
"7855" "Turdus_amaurochalinus" 57.9
"7856" "Turdus_assimilis" 70.2
"7857" "Turdus_aurantius" 81.9
"7858" "Turdus_bewsheri" 63.3
"7859" "Turdus_boulboul" 97.1
"7860" "Turdus_cardis" 58.9
"7861" "Turdus_celaenops" 84.5
"7862" "Turdus_chiguanco" 93.29
"7863" "Turdus_chrysolaus" 65.4
"7864" "Turdus_daguae" 54
"7865" "Turdus_dissimilis" 74.99
"7866" "Turdus_falcklandii" 93.89
"7867" "Turdus_feae" 71
"7868" "Turdus_flavipes" 65.14
"7869" "Turdus_fulviventris" 70
"7870" "Turdus_fumigatus" 75.7
"7871" "Turdus_fuscater" 143
"7872" "Turdus_grayi" 79.5
"7873" "Turdus_haplochrous" 83.99
"7874" "Turdus_hauxwelli" 69
"7875" "Turdus_helleri" 68.68
"7876" "Turdus_hortulorum" 66.7
"7877" "Turdus_ignobilis" 63.78
"7878" "Turdus_iliacus" 61.2
"7879" "Turdus_infuscatus" 72.4
"7880" "Turdus_jamaicensis" 59.1
"7881" "Turdus_kessleri" 76.26
"7882" "Turdus_lawrencii" 72.59
"7883" "Turdus_leucomelas" 69.1
"7884" "Turdus_leucops" 62.4
"7885" "Turdus_lherminieri" 105
"7886" "Turdus_libonyanus" 60.6
"7887" "Turdus_ludoviciae" 62
"7888" "Turdus_maculirostris" 69.6
"7889" "Turdus_maranonicus" 70
"7890" "Turdus_menachensis" 75.41
"7891" "Turdus_merula" 102.73
"7892" "Turdus_migratorius" 78.5
"7893" "Turdus_mupinensis" 62.54
"7894" "Turdus_naumanni" 73.18
"7895" "Turdus_nigrescens" 96
"7896" "Turdus_nigriceps" 52.7
"7897" "Turdus_nudigenis" 63.89
"7898" "Turdus_obscurus" 62.6
"7899" "Turdus_obsoletus" 74.8
"7900" "Turdus_olivaceofuscus" 86.99
"7901" "Turdus_olivaceus" 67.29
"7902" "Turdus_olivater" 86.63
"7903" "Turdus_pallidus" 72.1
"7904" "Turdus_pelios" 65.4
"7905" "Turdus_philomelos" 67.74
"7906" "Turdus_pilaris" 106
"7907" "Turdus_plebejus" 86.33
"7908" "Turdus_plumbeus" 75.3
"7909" "Turdus_poliocephalus" 61.61
"7910" "Turdus_reevei" 61
"7911" "Turdus_rubrocanus" 92.2
"7912" "Turdus_ruficollis" 80.55
"7913" "Turdus_rufitorques" 72
"7914" "Turdus_rufiventris" 69.44
"7915" "Turdus_rufopalliatus" 75.02
"7916" "Turdus_serranus" 84.9
"7917" "Turdus_subalaris" 49.5
"7918" "Turdus_swalesi" 74.99
"7919" "Turdus_tephronotus" 49.4
"7920" "Turdus_torquatus" 109
"7921" "Turdus_unicolor" 64.19
"7922" "Turdus_viscivorus" 117.37
"7923" "Zoothera_andromedae" 90.5
"7924" "Zoothera_camaronensis" 44
"7925" "Zoothera_cinerea" 63
"7926" "Zoothera_citrina" 53.3
"7927" "Zoothera_crossleyi" 72
"7928" "Zoothera_dauma" 134.13
"7929" "Zoothera_dixoni" 90
"7930" "Zoothera_dohertyi" 56.3
"7931" "Zoothera_dumasi" 49.49
"7932" "Zoothera_erythronota" 56.32
"7933" "Zoothera_everetti" 81.91
"7934" "Zoothera_gurneyi" 57.85
"7935" "Zoothera_guttata" 57.5
"7936" "Zoothera_heinei" 82.8
"7937" "Zoothera_imbricata" 134.13
"7938" "Zoothera_interpres" 47.3
"7939" "Zoothera_joiceyi" 49.49
"7940" "Zoothera_leucolaema" 49.5
"7941" "Zoothera_lunulata" 130
"7942" "Zoothera_machiki" 81.91
"7943" "Zoothera_major" 172
"7944" "Zoothera_margaretae" 65.26
"7945" "Zoothera_marginata" 81
"7946" "Zoothera_mendeni" 56.32
"7947" "Zoothera_mollissima" 98.19
"7948" "Zoothera_monticola" 126
"7949" "Zoothera_naevia" 77.5
"7950" "Zoothera_oberlaenderi" 43.4
"7951" "Zoothera_peronii" 39.9
"7952" "Zoothera_piaggiae" 51.1
"7953" "Zoothera_pinicola" 88
"7954" "Zoothera_princei" 65.4
"7955" "Zoothera_schistacea" 49.5
"7956" "Zoothera_sibirica" 75.5
"7957" "Zoothera_spiloptera" 70
"7958" "Zoothera_talaseae" 81.9
"7959" "Zoothera_tanganjicae" 51.1
"7960" "Zoothera_turipavae" 65.26
"7961" "Zoothera_wardii" 58.6
"7962" "Agriornis_albicauda" 53
"7963" "Agriornis_lividus" 99.1
"7964" "Agriornis_micropterus" 67.79
"7965" "Agriornis_montanus" 63.3
"7966" "Agriornis_murinus" 29.9
"7967" "Alectrurus_risora" 21
"7968" "Alectrurus_tricolor" 16
"7969" "Anairetes_agilis" 10.1
"7970" "Anairetes_agraphia" 9.9
"7971" "Anairetes_alpinus" 9
"7972" "Anairetes_fernandezianus" 6.85
"7973" "Anairetes_flavirostris" 6
"7974" "Anairetes_nigrocristatus" 9.2
"7975" "Anairetes_parulus" 6.2
"7976" "Anairetes_reguloides" 5.9
"7977" "Aphanotriccus_audax" 11.22
"7978" "Aphanotriccus_capitalis" 11.8
"7979" "Arundinicola_leucocephala" 13.8
"7980" "Atalotriccus_pilaris" 6.8
"7981" "Attila_bolivianus" 39.5
"7982" "Attila_cinnamomeus" 38.8
"7983" "Attila_citriniventris" 33.7
"7984" "Attila_phoenicurus" 32.3
"7985" "Attila_rufus" 42.6
"7986" "Attila_spadiceus" 39.1
"7987" "Attila_torridus" 46
"7988" "Camptostoma_imberbe" 7.4
"7989" "Camptostoma_obsoletum" 8.1
"7990" "Capsiempis_flaveola" 7.7
"7991" "Casiornis_fuscus" 19.5
"7992" "Casiornis_rufus" 24.8
"7993" "Cnemarchus_erythropygius" 41
"7994" "Cnemotriccus_fuscatus" 13.6
"7995" "Cnipodectes_subbrunneus" 23.2
"7996" "Cnipodectes_superrufus" 32.3
"7997" "Colonia_colonus" 18.3
"7998" "Colorhamphus_parvirostris" 10.6
"7999" "Conopias_albovittatus" 24.4
"8000" "Conopias_cinchoneti" 25
"8001" "Conopias_parvus" 21
"8002" "Conopias_trivirgatus" 21
"8003" "Contopus_albogularis" 9.6
"8004" "Contopus_caribaeus" 10.5
"8005" "Contopus_cinereus" 11.6
"8006" "Contopus_cooperi" 32.1
"8007" "Contopus_fumigatus" 19.9
"8008" "Contopus_hispaniolensis" 11.7
"8009" "Contopus_latirostris" 11.2
"8010" "Contopus_lugubris" 21.5
"8011" "Contopus_nigrescens" 9.5
"8012" "Contopus_ochraceus" 23
"8013" "Contopus_pallidus" 9.3
"8014" "Contopus_pertinax" 27.2
"8015" "Contopus_punensis" 12.3
"8016" "Contopus_sordidulus" 13.1
"8017" "Contopus_virens" 13.9
"8018" "Corythopis_delalandi" 15
"8019" "Corythopis_torquatus" 14.3
"8020" "Culicivora_caudacuta" 6.1
"8021" "Deltarhynchus_flammulatus" 17.2
"8022" "Elaenia_albiceps" 15.5
"8023" "Elaenia_chiriquensis" 15.4
"8024" "Elaenia_cristata" 18.2
"8025" "Elaenia_dayi" 34.5
"8026" "Elaenia_fallax" 14.4
"8027" "Elaenia_flavogaster" 24.8
"8028" "Elaenia_frantzii" 19.6
"8029" "Elaenia_gigas" 31
"8030" "Elaenia_martinica" 20.79
"8031" "Elaenia_mesoleuca" 17.6
"8032" "Elaenia_obscura" 23.9
"8033" "Elaenia_pallatangae" 17.8
"8034" "Elaenia_parvirostris" 13.8
"8035" "Elaenia_pelzelni" 27.3
"8036" "Elaenia_ridleyana" 33
"8037" "Elaenia_ruficeps" 18.74
"8038" "Elaenia_spectabilis" 27.3
"8039" "Elaenia_strepera" 19.3
"8040" "Empidonax_affinis" 11.3
"8041" "Empidonax_albigularis" 9.58
"8042" "Empidonax_alnorum" 12.7
"8043" "Empidonax_atriceps" 9
"8044" "Empidonax_difficilis" 10.7
"8045" "Empidonax_flavescens" 12.5
"8046" "Empidonax_flaviventris" 11.8
"8047" "Empidonax_fulvifrons" 7.9
"8048" "Empidonax_hammondii" 10.44
"8049" "Empidonax_minimus" 10
"8050" "Empidonax_oberholseri" 10.4
"8051" "Empidonax_occidentalis" 11.6
"8052" "Empidonax_traillii" 13.39
"8053" "Empidonax_virescens" 12.6
"8054" "Empidonax_wrightii" 12.3
"8055" "Empidonomus_aurantioatrocristatus" 33
"8056" "Empidonomus_varius" 27.1
"8057" "Euscarthmus_meloryphus" 6.8
"8058" "Euscarthmus_rufomarginatus" 6
"8059" "Fluvicola_albiventer" 11.6
"8060" "Fluvicola_nengeta" 21
"8061" "Fluvicola_pica" 12.3
"8062" "Gubernetes_yetapa" 68.4
"8063" "Hemitriccus_cinnamomeipectus" 7.5
"8064" "Hemitriccus_diops" 10
"8065" "Hemitriccus_flammulatus" 10
"8066" "Hemitriccus_furcatus" 9.4
"8067" "Hemitriccus_granadensis" 7.9
"8068" "Hemitriccus_griseipectus" 9
"8069" "Hemitriccus_inornatus" 8.32
"8070" "Hemitriccus_iohannis" 10
"8071" "Hemitriccus_josephinae" 10.8
"8072" "Hemitriccus_kaempferi" 8.5
"8073" "Hemitriccus_margaritaceiventer" 8.4
"8074" "Hemitriccus_minimus" 7
"8075" "Hemitriccus_minor" 7.4
"8076" "Hemitriccus_mirandae" 10
"8077" "Hemitriccus_nidipendulus" 7.5
"8078" "Hemitriccus_obsoletus" 11.6
"8079" "Hemitriccus_orbitatus" 9.7
"8080" "Hemitriccus_rufigularis" 9.4
"8081" "Hemitriccus_spodiops" 7.19
"8082" "Hemitriccus_striaticollis" 8.6
"8083" "Hemitriccus_zosterops" 8.72
"8084" "Hirundinea_ferruginea" 30.6
"8085" "Hymenops_perspicillatus" 22.9
"8086" "Inezia_caudata" 7.5
"8087" "Inezia_inornata" 12
"8088" "Inezia_subflava" 8.4
"8089" "Inezia_tenuirostris" 5
"8090" "Knipolegus_aterrimus" 20.2
"8091" "Knipolegus_cyanirostris" 15.4
"8092" "Knipolegus_franciscanus" 20.5
"8093" "Knipolegus_hudsoni" 13.8
"8094" "Knipolegus_lophotes" 31.8
"8095" "Knipolegus_nigerrimus" 20.3
"8096" "Knipolegus_orenocensis" 19
"8097" "Knipolegus_poecilocercus" 14.3
"8098" "Knipolegus_poecilurus" 14.6
"8099" "Knipolegus_signatus" 17.8
"8100" "Knipolegus_striaticeps" 11
"8101" "Lathrotriccus_euleri" 11.33
"8102" "Lathrotriccus_griseipectus" 11
"8103" "Legatus_leucophaius" 22.2
"8104" "Leptopogon_amaurocephalus" 11.7
"8105" "Leptopogon_rufipectus" 13.4
"8106" "Leptopogon_superciliaris" 11.7
"8107" "Leptopogon_taczanowskii" 11.5
"8108" "Lessonia_oreas" 13.8
"8109" "Lessonia_rufa" 13.4
"8110" "Lophotriccus_eulophotes" 6
"8111" "Lophotriccus_galeatus" 6.6
"8112" "Lophotriccus_pileatus" 7.47
"8113" "Lophotriccus_vitiosus" 6.7
"8114" "Machetornis_rixosa" 29.6
"8115" "Mecocerculus_calopterus" 7
"8116" "Mecocerculus_hellmayri" 8
"8117" "Mecocerculus_leucophrys" 10.98
"8118" "Mecocerculus_minor" 11
"8119" "Mecocerculus_poecilocercus" 7.7
"8120" "Mecocerculus_stictopterus" 9.4
"8121" "Megarynchus_pitangua" 69.91
"8122" "Mionectes_macconnelli" 13.5
"8123" "Mionectes_oleagineus" 11.17
"8124" "Mionectes_olivaceus" 15.31
"8125" "Mionectes_rufiventris" 13.3
"8126" "Mionectes_striaticollis" 15
"8127" "Mitrephanes_olivaceus" 10
"8128" "Mitrephanes_phaeocercus" 8.59
"8129" "Muscigralla_brevicauda" 12.6
"8130" "Muscipipra_vetula" 27
"8131" "Muscisaxicola_albifrons" 34
"8132" "Muscisaxicola_albilora" 22.6
"8133" "Muscisaxicola_alpinus" 26.1
"8134" "Muscisaxicola_capistratus" 26.6
"8135" "Muscisaxicola_cinereus" 18.59
"8136" "Muscisaxicola_flavinucha" 36.23
"8137" "Muscisaxicola_fluviatilis" 14.7
"8138" "Muscisaxicola_frontalis" 28.87
"8139" "Muscisaxicola_griseus" 20.16
"8140" "Muscisaxicola_juninensis" 22.2
"8141" "Muscisaxicola_maclovianus" 23.79
"8142" "Muscisaxicola_maculirostris" 14.2
"8143" "Muscisaxicola_rufivertex" 20
"8144" "Myiarchus_antillarum" 23.4
"8145" "Myiarchus_apicalis" 29.2
"8146" "Myiarchus_barbirostris" 13.4
"8147" "Myiarchus_cephalotes" 26.25
"8148" "Myiarchus_cinerascens" 28.2
"8149" "Myiarchus_crinitus" 32.1
"8150" "Myiarchus_ferox" 27.5
"8151" "Myiarchus_magnirostris" 14.7
"8152" "Myiarchus_nugator" 37
"8153" "Myiarchus_nuttingi" 23
"8154" "Myiarchus_oberi" 34.71
"8155" "Myiarchus_panamensis" 31.7
"8156" "Myiarchus_phaeocephalus" 26.3
"8157" "Myiarchus_sagrae" 19.28
"8158" "Myiarchus_semirufus" 22.5
"8159" "Myiarchus_stolidus" 20.8
"8160" "Myiarchus_swainsoni" 25.1
"8161" "Myiarchus_tuberculifer" 17.7
"8162" "Myiarchus_tyrannulus" 35.45
"8163" "Myiarchus_validus" 40.6
"8164" "Myiarchus_venezuelensis" 29.8
"8165" "Myiarchus_yucatanensis" 19.6
"8166" "Myiobius_atricaudus" 10
"8167" "Myiobius_barbatus" 11
"8168" "Myiobius_sulphureipygius" 11.64
"8169" "Myiobius_villosus" 14.1
"8170" "Myiodynastes_bairdii" 45
"8171" "Myiodynastes_chrysocephalus" 38.3
"8172" "Myiodynastes_hemichrysus" 43.4
"8173" "Myiodynastes_luteiventris" 46.9
"8174" "Myiodynastes_maculatus" 43.2
"8175" "Myiopagis_caniceps" 10.5
"8176" "Myiopagis_cotta" 11.6
"8177" "Myiopagis_flavivertex" 11.84
"8178" "Myiopagis_gaimardii" 12.02
"8179" "Myiopagis_olallai" 12.1
"8180" "Myiopagis_subplacens" 15.86
"8181" "Myiopagis_viridicata" 11.51
"8182" "Myiophobus_cryptoxanthus" 9.8
"8183" "Myiophobus_fasciatus" 9.9
"8184" "Myiophobus_flavicans" 12.7
"8185" "Myiophobus_inornatus" 11.2
"8186" "Myiophobus_lintoni" 9.8
"8187" "Myiophobus_ochraceiventris" 10.47
"8188" "Myiophobus_phoenicomitra" 11
"8189" "Myiophobus_pulcher" 9.5
"8190" "Myiophobus_roraimae" 13.62
"8191" "Myiornis_albiventris" 5.47
"8192" "Myiornis_atricapillus" 5.7
"8193" "Myiornis_auricularis" 5.3
"8194" "Myiornis_ecaudatus" 5.25
"8195" "Myiotheretes_fumigatus" 33.4
"8196" "Myiotheretes_fuscorufus" 31.7
"8197" "Myiotheretes_pernix" 33
"8198" "Myiotheretes_striaticollis" 61.2
"8199" "Myiotriccus_ornatus" 9.9
"8200" "Myiozetetes_cayanensis" 25.9
"8201" "Myiozetetes_granadensis" 29.3
"8202" "Myiozetetes_luteiventris" 19
"8203" "Myiozetetes_similis" 28
"8204" "Neopipo_cinnamomea" 7.7
"8205" "Neoxolmis_rufiventris" 77
