"Species" "Mass"
"3260" "Peromyscus_nasutus" "28"
"3261" "Peromyscus_furvus" "32.99"
"3262" "Peromyscus_ochraventer" "36.495"
"3263" "Peromyscus_gratus" "27.35"
"3264" "Peromyscus_truei" "33"
"3265" "Peromyscus_stephani" "23.9"
"3266" "Peromyscus_simulus" "26.3"
"3267" "Peromyscus_boylii" "23.9"
"3268" "Peromyscus_madrensis" "23.9"
"3269" "Peromyscus_beatae" "23.9"
"3270" "Peromyscus_schmidlyi" "21.4"
"3271" "Peromyscus_levipes" "23.9"
"3272" "Peromyscus_spicilegus" "28.7"
"3273" "Peromyscus_hylocetes" "26.3"
"3274" "Peromyscus_aztecus" "26.3"
"3275" "Peromyscus_winkelmanni" "28.7"
"3276" "Peromyscus_crinitus" "16.33"
"3277" "Scotinomys_xerampelinus" "15.07"
"3278" "Scotinomys_teguina" "12"
"3279" "Baiomys_taylori" "7.43"
"3280" "Baiomys_musculus" "8.99"
"3281" "Ochrotomys_nuttalli" "22"
"3282" "Sigmodon_peruanus" "172.3"
"3283" "Sigmodon_alstoni" "55.7"
"3284" "Sigmodon_toltecus" "159.6"
"3285" "Sigmodon_hispidus" "159.6"
"3286" "Sigmodon_mascotensis" "156"
"3287" "Sigmodon_arizonae" "172.3"
"3288" "Sigmodon_hirsutus" "159.6"
"3289" "Sigmodon_alleni" "159.6"
"3290" "Sigmodon_ochrognathus" "145.85"
"3291" "Sigmodon_leucotis" "131.78"
"3292" "Sigmodon_fulviventer" "195.94"
"3293" "Neusticomys_monticolus" "39.5"
"3294" "Rheomys_thomasi" "40"
"3295" "Rheomys_raptor" "38"
"3296" "Rhipidomys_wetzeli" "57.5"
"3297" "Rhipidomys_macconnelli" "41.59"
"3298" "Rhipidomys_ipukensis" "89.495"
"3299" "Rhipidomys_nitela" "89.495"
"3300" "Rhipidomys_emiliae" "87.5"
"3301" "Rhipidomys_mastacalis" "87.5"
"3302" "Rhipidomys_leucodactylus" "80"
"3303" "Rhipidomys_gardneri" "71.1"
"3306" "Rhipidomys_latimanus" "57.5"
"3307" "Rhipidomys_macrurus" "87.5"
"3308" "Rhipidomys_cariri" "92.6"
"3309" "Rhagomys_longilingua" "30"
"3311" "Thomasomys_notatus" "77"
"3312" "Thomasomys_gracilis" "77"
"3313" "Thomasomys_oreas" "77"
"3314" "Thomasomys_caudivarius" "61.365"
"3315" "Thomasomys_cinnameus" "77"
"3316" "Thomasomys_daphne" "77"
"3317" "Thomasomys_erro" "77"
"3318" "Thomasomys_ischyrus" "77"
"3319" "Thomasomys_baeops" "77"
"3320" "Thomasomys_ladewi" "77"
"3321" "Thomasomys_aureus" "87.99"
"3322" "Aepeomys_lugens" "37"
"3323" "Chilomys_instans" "19"
"3324" "Brucepattersonius_igniventris" "32"
"3325" "Brucepattersonius_soricinus" "28.7"
"3326" "Brucepattersonius_iheringi" "43"
"3327" "Blarinomys_breviceps" "36.79"
"3328" "Lenoxus_apicalis" "53.6"
"3329" "Scapteromys_aquaticus" "146"
"3330" "Scapteromys_tumidus" "146"
"3331" "Kunsia_tomentosus" "115.6"
"3332" "Bibimys_labiosus" "29"
"3333" "Bibimys_chacoensis" "28"
"3334" "Oxymycterus_quaestor" "82.01"
"3335" "Oxymycterus_rufus" "83.755"
"3336" "Oxymycterus_josei" "83.755"
"3337" "Oxymycterus_paramensis" "54.99"
"3338" "Oxymycterus_hiska" "67.99"
"3340" "Oxymycterus_delator" "81.49"
"3341" "Oxymycterus_amazonicus" "25.2"
"3342" "Oxymycterus_dasytrichus" "83.755"
"3343" "Oxymycterus_nasutus" "82.01"
"3344" "Juscelinomys_huanchacae" "98.95"
"3345" "Akodon_siberiae" "34.6"
"3346" "Akodon_budini" "26.9"
"3347" "Akodon_torques" "34.69"
"3348" "Akodon_orophilus" "34.69"
"3349" "Akodon_mollis" "30.39"
"3350" "Akodon_affinis" "24.89"
"3351" "Akodon_aerosus" "54.995"
"3352" "Akodon_varius" "38.65"
"3353" "Akodon_simulator" "40"
"3354" "Akodon_albiventer" "28.475"
"3355" "Akodon_lutescens" "20.69"
"3356" "Akodon_subfuscus" "27.5"
"3357" "Akodon_sylvanus" "38.99"
"3358" "Akodon_spegazzinii" "33.075"
"3359" "Akodon_boliviensis" "26.725"
"3360" "Akodon_polopi" "33.075"
"3361" "Akodon_azarae" "24"
"3362" "Akodon_juninensis" "38.99"
"3363" "Akodon_kofordi" "29.49"
"3364" "Akodon_fumeus" "26.54"
"3365" "Akodon_montensis" "39.7"
"3366" "Akodon_paranaensis" "28.3"
"3367" "Akodon_mystax" "28.3"
"3368" "Akodon_reigi" "28.3"
"3369" "Akodon_cursor" "39.77"
"3370" "Akodon_philipmyersi" "23"
"3371" "Akodon_lindberghi" "26.4"
"3372" "Akodon_iniscatus" "28.7"
"3373" "Akodon_toba" "40"
"3374" "Akodon_molinae" "35.15"
"3375" "Akodon_dolores" "42.5"
"3376" "Akodon_dayi" "37.3"
"3377" "Akodon_mimus" "23.99"
"3378" "Akodon_serrensis" "28.3"
"3379" "Deltamys_kempi" "26.4"
"3380" "Thaptomys_nigrita" "19.9"
"3381" "Thalpomys_lasiotis" "23.99"
"3382" "Thalpomys_cerradensis" "23.99"
"3383" "Podoxymys_roraimae" "33.79"
"3384" "Necromys_amoenus" "27.09"
"3385" "Necromys_urichi" "47.42"
"3386" "Necromys_lactens" "32.9"
"3387" "Necromys_obscurus" "40.69"
"3388" "Necromys_temchuki" "47.2"
"3389" "Necromys_lenguarum" "39.93"
"3390" "Necromys_lasiurus" "39.93"
"3391" "Punomys_kofordi" "82"
"3392" "Andinomys_edax" "69.75"
"3393" "Neotomys_ebriosus" "64.5"
"3394" "Euneomys_mordax" "81.99"
"3395" "Euneomys_chinchilloides" "70.485"
"3396" "Irenomys_tarsalis" "43.15"
"3397" "Rhagomys_rufescens" "21.2"
"3398" "Juliomys_rimofrons" "19.8"
"3399" "Juliomys_pictipes" "22.9"
"3400" "Delomys_dorsalis" "67.5"
"3401" "Delomys_collinus" "67.5"
"3402" "Delomys_sublineatus" "89.99"
"3403" "Calomys_tener" "14"
"3404" "Calomys_expulsus" "48"
"3405" "Calomys_fecundus" "41"
"3406" "Calomys_venustus" "49.2"
"3407" "Calomys_tocantinsi" "25.3"
"3408" "Calomys_callosus" "48.6"
"3409" "Calomys_sorellus" "20.295"
"3410" "Calomys_musculinus" "17.6"
"3411" "Calomys_lepidus" "20.59"
"3412" "Calomys_laucha" "24"
"3413" "Calomys_hummelincki" "27"
"3414" "Graomys_griseoflavus" "68.32"
"3415" "Graomys_domorum" "68.86"
"3416" "Eligmodontia_typus" "17.5"
"3417" "Eligmodontia_morgani" "16.5"
"3418" "Eligmodontia_puerulus" "19.45"
"3419" "Eligmodontia_moreni" "18"
"3420" "Galenomys_garleppi" "59.3"
"3421" "Auliscomys_sublimis" "38"
"3422" "Auliscomys_pictus" "48.97"
"3423" "Auliscomys_boliviensis" "73.855"
"3424" "Loxodontomys_micropus" "70.76"
"3425" "Phyllotis_magister" "50.825"
"3426" "Phyllotis_darwini" "49.91"
"3427" "Phyllotis_xanthopygus" "50.825"
"3428" "Phyllotis_limatus" "50.825"
"3429" "Phyllotis_caprinus" "50.8"
"3430" "Phyllotis_bonariensis" "49"
"3431" "Phyllotis_osilae" "43.64"
"3432" "Phyllotis_anitae" "37.5"
"3434" "Phyllotis_andium" "53"
"3435" "Phyllotis_amicus" "20.19"
"3436" "Tapecomys_primus" "62.33"
"3437" "Phyllotis_wolffsohni" "49"
"3438" "Salinomys_delicatus" "11.75"
"3439" "Andalgalomys_pearsoni" "25.4"
"3440" "Andalgalomys_olrogi" "32.9"
"3441" "Wiedomys_pyrrhorhinos" "46.85"
"3442" "Wiedomys_cerradensis" "51.9"
"3443" "Notiomys_edwardsii" "21.3"
"3444" "Chelemys_megalonyx" "50.8"
"3445" "Geoxus_valdivianus" "30.8"
"3446" "Chelemys_macronyx" "60.895"
"3447" "Abrothrix_olivaceus" "27"
"3448" "Abrothrix_andinus" "34.65"
"3449" "Abrothrix_jelskii" "34.5"
"3450" "Abrothrix_sanborni" "24.7"
"3451" "Abrothrix_lanosus" "25.915"
"3452" "Abrothrix_longipilis" "185"
"3453" "Zygodontomys_brevicauda" "55.11"
"3454" "Oecomys_rutilus" "73.4"
"3455" "Oecomys_cleberi" "73.4"
"3456" "Oecomys_superans" "73.4"
"3457" "Oecomys_bicolor" "40.74"
"3458" "Oecomys_trinitatis" "73.4"
"3459" "Oecomys_mamorae" "62.5"
"3460" "Oecomys_roberti" "73.4"
"3461" "Oecomys_rex" "73.4"
"3462" "Oecomys_paricola" "73.4"
"3463" "Oecomys_auyantepui" "73.4"
"3464" "Oecomys_concolor" "53.5"
"3465" "Oecomys_catherinae" "73.4"
"3466" "Transandinomys_talamancae" "54.99"
"3467" "Transandinomys_bolivaris" "57.745"
"3468" "Euryoryzomys_macconnelli" "66.49"
"3469" "Euryoryzomys_emmonsae" "22.65"
"3470" "Euryoryzomys_russatus" "60.5"
"3471" "Euryoryzomys_lamia" "60.5"
"3472" "Euryoryzomys_nitidus" "51.63"
"3473" "Hylaeamys_yunganus" "60.5"
"3474" "Hylaeamys_acritus" "57"
"3475" "Hylaeamys_perenensis" "50.825"
"3476" "Hylaeamys_laticeps" "50.825"
"3477" "Hylaeamys_megacephalus" "50.825"
"3478" "Nephelomys_levipes" "60.5"
"3479" "Nephelomys_albigularis" "60.5"
"3480" "Mindomys_hammondi" "60.5"
"3481" "Nephelomys_keaysi" "59.395"
"3482" "Handleyomys_intectus" "60.5"
"3483" "Handleyomys_alfaroi" "41.645"
"3484" "Handleyomys_chapmani" "49.99"
"3485" "Handleyomys_saturatior" "41.645"
"3486" "Handleyomys_rostratus" "49.99"
"3487" "Handleyomys_melanotis" "49.99"
"3488" "Neacomys_minutus" "10.4"
"3489" "Microryzomys_minutus" "13.49"
"3490" "Oreoryzomys_balneator" "60.5"
"3491" "Neacomys_paracou" "14.5"
"3492" "Neacomys_dubosti" "14.7"
"3493" "Neacomys_musseri" "12.1"
"3494" "Neacomys_guianae" "15.87"
"3495" "Neacomys_spinosus" "19"
"3496" "Microakodontomys_transitorius" "11.2"
"3497" "Oligoryzomys_microtis" "26.65"
"3498" "Oligoryzomys_rupestris" "13.8"
"3499" "Oligoryzomys_eliurus" "34.58"
"3500" "Oligoryzomys_delticola" "29.39"
"3501" "Oligoryzomys_chacoensis" "23"
"3502" "Oligoryzomys_vegetus" "25"
"3503" "Oligoryzomys_fulvescens" "25"
"3504" "Oligoryzomys_moojeni" "16.9"
"3505" "Oligoryzomys_destructor" "27.645"
"3507" "Oligoryzomys_flavescens" "21.15"
"3508" "Oligoryzomys_stramineus" "25"
"3509" "Oligoryzomys_nigripes" "21.49"
"3510" "Oligoryzomys_magellanicus" "27.645"
"3511" "Oligoryzomys_longicaudatus" "27.75"
"3512" "Oligoryzomys_fornesi" "26.65"
"3513" "Oligoryzomys_andinus" "25.2"
"3514" "Sooretamys_angouya" "120.17"
"3515" "Cerradomys_maracajuensis" "49.91"
"3516" "Cerradomys_marinhus" "49.91"
"3517" "Cerradomys_subflavus" "49.91"
"3518" "Cerradomys_scotti" "49.91"
"3519" "Pseudoryzomys_simplex" "45.2"
"3520" "Holochilus_sciureus" "120.42"
"3521" "Holochilus_chacarius" "155"
"3522" "Holochilus_brasiliensis" "155"
"3523" "Nectomys_squamipes" "237.49"
"3524" "Nectomys_apicalis" "237.49"
"3525" "Amphinectomys_savamis" "214"
"3526" "Oryzomys_palustris" "50.465"
"3527" "Oryzomys_couesi" "53.26"
"3528" "Nesoryzomys_narboroughi" "88"
"3529" "Nesoryzomys_fernandinae" "32.3"
"3530" "Nesoryzomys_swarthi" "105"
"3531" "Aegialomys_galapagoensis" "63.51"
"3532" "Aegialomys_xanthaeolus" "79.79"
"3533" "Melanomys_caliginosus" "41"
"3534" "Lundomys_molitor" "238.49"
"3535" "Sigmodontomys_alfari" "50"
"3536" "Eremoryzomys_polius" "60.5"
"3538" "Scolomys_ucayalensis" "26.5"
"3539" "Scolomys_melanops" "26.5"
"3540" "Nesomys_audeberti" "189"
"3541" "Nesomys_rufus" "163.96"
"3542" "Brachyuromys_ramirohitra" "92.31"
"3543" "Brachyuromys_betsileoensis" "93.58"
"3544" "Hypogeomys_antimena" "1250"
"3545" "Macrotarsomys_bastardi" "28.45"
"3546" "Macrotarsomys_ingens" "54.99"
"3547" "Monticolomys_koopmani" "25"
"3548" "Gymnuromys_roberti" "97.5"
"3549" "Eliurus_tanala" "89.99"
"3550" "Eliurus_ellermani" "100"
"3551" "Eliurus_majori" "100"
"3552" "Eliurus_antsingy" "92.8"
"3554" "Eliurus_webbi" "61.13"
"3555" "Eliurus_minor" "57.53"
"3556" "Eliurus_myoxinus" "69.76"
"3557" "Voalavo_gymnocaudus" "21.25"
"3558" "Eliurus_grandidieri" "51"
"3559" "Brachytarsomys_albicauda" "200"
"3560" "Dendromus_insignis" "10.6"
"3561" "Dendromus_mesomelas" "10.6"
"3562" "Dendromus_kivu" "11"
"3563" "Dendromus_mystacalis" "7.685"
"3564" "Dendromus_melanotis" "7.4"
"3565" "Dendromus_nyikae" "15"
"3566" "Malacothrix_typica" "17.02"
"3567" "Steatomys_krebsii" "22.335"
"3568" "Steatomys_parvus" "4.99"
"3569" "Saccostomus_campestris" "55.815"
"3570" "Cricetomys_emini" "1400"
"3571" "Cricetomys_gambianus" "1510.7"
"3572" "Beamys_hindei" "88.735"
"3573" "Mystromys_albicaudatus" "93.8"
"3574" "Petromyscus_monticularis" "20.72"
"3575" "Petromyscus_collinus" "20.405"
"3576" "Delanymys_brooksi" "4.99"
"3577" "Calomyscus_hotsoni" "20.4"
"3578" "Calomyscus_bailwardi" "20.4"
"3579" "Calomyscus_baluchi" "20.4"
"3580" "Idiurus_macrotis" "27.23"
"3581" "Anomalurus_beecrofti" "434.035"
"3582" "Pedetes_capensis" "2774.625"
"3583" "Pedetes_surdaster" "2774.625"
"3584" "Rhyncholestes_raphanurus" "21.22"
"3585" "Lestoros_inca" "25.8"
"3587" "Caenolestes_caniventer" "40"
"3588" "Caenolestes_fuliginosus" "31.32"
"3589" "Caenolestes_convelatus" "35.78"
"3590" "Glironia_venusta" "140"
"3591" "Hyladelphys_kalinowskii" "15.5"
"3592" "Monodelphis_glirina" "94.5"
"3593" "Monodelphis_domestica" "100"
"3594" "Monodelphis_palliolata" "69.626"
"3595" "Monodelphis_brevicaudata" "90"
"3596" "Monodelphis_iheringi" "112"
"3597" "Monodelphis_americana" "38"
"3598" "Monodelphis_dimidiata" "46.28"
"3599" "Monodelphis_scalops" "73.5"
"3600" "Monodelphis_kunsi" "11.8"
"3601" "Monodelphis_reigi" "19"
"3602" "Monodelphis_osgoodi" "63"
"3603" "Monodelphis_handleyi" "55.2"
"3604" "Monodelphis_adusta" "35"
"3605" "Monodelphis_peruviana" "27"
"3606" "Monodelphis_emiliae" "52.33"
"3607" "Tlacuatzin_canescens" "47.73"
"3608" "Marmosa_rubra" "62.99"
"3609" "Marmosa_mexicana" "60"
"3610" "Marmosa_robinsoni" "98.5"
"3611" "Marmosa_xerophila" "30"
"3612" "Marmosa_lepida" "16"
"3613" "Marmosa_andersoni" "33"
"3614" "Marmosa_tyleriana" "30"
"3615" "Marmosa_murina" "518"
"3616" "Marmosa_regina" "68"
"3617" "Marmosa_constantiae" "73"
"3618" "Marmosa_demerarae" "96"
"3619" "Marmosa_alstoni" "250"
"3620" "Marmosops_parvidens" "18"
"3621" "Marmosops_pinheiroi" "24.5"
"3622" "Marmosops_pakaraimae" "29"
"3623" "Marmosops_paulensis" "49.385"
"3624" "Marmosops_incanus" "59.88"
"3625" "Marmosops_invictus" "29.19"
"3626" "Marmosops_noctivagus" "39.625"
"3627" "Marmosops_impavidus" "21"
"3628" "Lestodelphys_halli" "78.27"
"3629" "Thylamys_pusillus" "28.21"
"3630" "Thylamys_pulchellus" "24.6"
"3631" "Thylamys_citellus" "60.5"
"3632" "Thylamys_tatei" "30"
"3633" "Thylamys_pallidior" "15.34"
"3634" "Thylamys_elegans" "30"
"3635" "Thylamys_macrurus" "37.415"
"3636" "Thylamys_venustus" "31"
"3637" "Thylamys_cinderella" "31"
"3638" "Thylamys_velutinus" "22.345"
"3639" "Thylamys_karimii" "24.88"
"3640" "Gracilinanus_emiliae" "10"
"3641" "Gracilinanus_aceramarcae" "21.75"
"3642" "Gracilinanus_microtarsus" "24.5"
"3643" "Gracilinanus_agilis" "21.5"
"3644" "Cryptonanus_guahybae" "22.8"
"3645" "Cryptonanus_chacoensis" "15.5"
"3646" "Cryptonanus_agricolai" "10"
"3647" "Cryptonanus_unduaviensis" "24.6"
"3648" "Metachirus_nudicaudatus" "440"
"3649" "Lutreolina_massoia" "284"
"3650" "Lutreolina_crassicaudata" "450"
"3651" "Philander_frenatus" "510"
"3652" "Philander_opossum" "510"
"3653" "Philander_mcilhennyi" "365.5"
"3654" "Philander_andersoni" "329.995"
"3655" "Didelphis_virginiana" "1414.5"
"3656" "Didelphis_marsupialis" "1149.875"
"3657" "Didelphis_aurita" "1149.875"
"3658" "Didelphis_imperfecta" "1030.47"
"3659" "Didelphis_albiventris" "1030.47"
"3660" "Didelphis_pernigra" "1030.47"
"3661" "Chironectes_minimus" "856"
"3662" "Caluromysiops_irrupta" "257.48"
"3663" "Caluromys_derbianus" "330"
"3664" "Caluromys_philander" "298.235"
"3665" "Caluromys_lanatus" "410"
"3666" "Dromiciops_gliroides" "27.5"
"3667" "Notoryctes_typhlops" "55"
"3668" "Notoryctes_caurinus" "34"
"3669" "Macrotis_lagotis" "1269.75"
"3670" "Isoodon_auratus" "467.5"
"3671" "Isoodon_obesulus" "717"
"3672" "Isoodon_macrourus" "1551"
"3673" "Perameles_bougainville" "226"
"3674" "Perameles_nasuta" "720.26"
"3675" "Perameles_gunnii" "801.5"
"3676" "Peroryctes_raffrayana" "790.315"
"3677" "Peroryctes_broadbenti" "4800"
"3678" "Microperoryctes_papuensis" "158"
"3679" "Microperoryctes_longicauda" "542.07"
"3680" "Echymipera_rufescens" "1150.74"
"3681" "Echymipera_kalubu" "737.58"
"3682" "Echymipera_clara" "1204.61"
"3683" "Myrmecobius_fasciatus" "471.5"
"3684" "Pseudantechinus_ningbing" "20.74"
"3685" "Myoictis_wallacei" "221.77"
"3686" "Myoictis_wavicus" "122"
"3687" "Myoictis_melas" "221.77"
"3688" "Myoictis_leucura" "220"
"3689" "Phascolosorex_dorsalis" "123.03"
"3690" "Neophascogale_lorentzii" "212"
"3691" "Dasyurus_hallucatus" "564.5"
"3692" "Sarcophilus_harrisii" "6500"
"3693" "Dasyurus_maculatus" "1782"
"3694" "Dasyurus_viverrinus" "982"
"3695" "Dasyurus_spartacus" "885.67"
"3696" "Dasyurus_geoffroii" "1300"
"3697" "Dasyurus_albopunctatus" "603.48"
"3698" "Dasykaluta_rosamondae" "32.17"
"3699" "Dasycercus_cristicauda" "90"
"3700" "Parantechinus_apicalis" "70.655"
"3701" "Dasyuroides_byrnei" "105"
"3702" "Pseudantechinus_woolleyae" "40.615"
"3703" "Pseudantechinus_roryi" "23.5"
"3704" "Pseudantechinus_mimulus" "39.99"
"3705" "Pseudantechinus_macdonnellensis" "39.99"
"3706" "Pseudantechinus_bilarni" "23.05"
"3707" "Phascogale_tapoatafa" "157"
"3708" "Phascogale_calura" "43.015"
"3709" "Murexia_habbema" "40.94"
"3710" "Murexia_rothschildi" "53.77"
"3711" "Murexia_melanurus" "38.02"
"3712" "Murexia_naso" "52.62"
"3713" "Murexia_longicaudata" "126.79"
"3714" "Antechinus_stuartii" "27.85"
"3715" "Antechinus_swainsonii" "58.69"
"3716" "Antechinus_minimus" "52.56"
"3717" "Antechinus_bellus" "36.365"
"3718" "Antechinus_leo" "70.09"
"3719" "Antechinus_flavipes" "44.665"
"3720" "Antechinus_agilis" "26.25"
"3721" "Antechinus_godmani" "75.74"
"3722" "Planigale_ingrami" "6.035"
"3723" "Planigale_maculata" "11.3"
"3724" "Planigale_gilesi" "9.1"
"3725" "Planigale_tenuirostris" "6.85"
"3726" "Ningaui_timealeyi" "7.885"
"3727" "Ningaui_yvonneae" "11.55"
"3728" "Ningaui_ridei" "9.21"
"3729" "Sminthopsis_butleri" "25"
"3730" "Sminthopsis_bindi" "17.5"
"3731" "Sminthopsis_murina" "16.35"
"3732" "Sminthopsis_gilberti" "19.5"
"3733" "Sminthopsis_dolichura" "14.39"
"3734" "Sminthopsis_leucopus" "23.36"
"3735" "Sminthopsis_archeri" "16"
"3736" "Sminthopsis_psammophila" "33.5"
"3737" "Sminthopsis_youngsoni" "10"
"3738" "Sminthopsis_ooldea" "11.595"
"3739" "Chaeropus_ecaudatus" "209.755"
"3740" "Sminthopsis_granulipes" "25"
"3741" "Sminthopsis_hirtipes" "15"
"3742" "Sminthopsis_griseoventer" "17.5"
"3743" "Antechinomys_laniger" "25.8"
"3744" "Sminthopsis_douglasi" "55"
"3745" "Sminthopsis_virginiae" "34"
"3746" "Sminthopsis_macroura" "21.3"
"3747" "Sminthopsis_crassicaudata" "15.98"
"3748" "Sminthopsis_longicaudata" "18"
"3749" "Phascolarctos_cinereus" "5646.87"
"3750" "Vombatus_ursinus" "25750"
"3751" "Lasiorhinus_latifrons" "26163.8"
"3752" "Lasiorhinus_krefftii" "28632.6"
"3753" "Cercartetus_concinnus" "40"
"3754" "Cercartetus_nanus" "60"
"3755" "Cercartetus_lepidus" "10.015"
"3756" "Cercartetus_caudatus" "23.05"
"3757" "Burramys_parvus" "44.3"
"3758" "Wyulda_squamicaudata" "1799.21"
"3759" "Trichosurus_vulpecula" "2001.167"
"3760" "Trichosurus_caninus" "3115.06"
"3761" "Spilocuscus_rufoniger" "6000"
"3762" "Spilocuscus_maculatus" "4155.23"
"3763" "Strigocuscus_pelengensis" "1000"
"3764" "Phalanger_lullulae" "1918.75"
"3765" "Phalanger_gymnotis" "2400"
"3766" "Phalanger_vestitus" "1850"
"3767" "Phalanger_sericeus" "2003"
"3768" "Phalanger_orientalis" "2293.75"
"3769" "Phalanger_carmelitae" "1835.44"
"3770" "Strigocuscus_celebensis" "1000"
"3771" "Ailurops_ursinus" "7000"
"3772" "Hypsiprymnodon_moschatus" "534.25"
"3773" "Lagostrophus_fasciatus" "1933.48"
"3774" "Onychogalea_fraenata" "5226.025"
"3775" "Dendrolagus_inustus" "8293.4"
"3776" "Onychogalea_unguifera" "5800"
"3777" "Setonix_brachyurus" "2821.15"
"3778" "Lagorchestes_hirsutus" "1358.57"
"3779" "Lagorchestes_conspicillatus" "2740.505"
"3780" "Macropus_giganteus" "41454.945"
"3781" "Macropus_fuliginosus" "26907.35"
"3782" "Macropus_rufus" "35729.195"
"3783" "Macropus_robustus" "29647.9"
"3784" "Macropus_antilopinus" "29647.9"
"3785" "Wallabia_bicolor" "14812.475"
"3786" "Macropus_irma" "8000"
"3787" "Macropus_parryi" "12629.83"
"3788" "Macropus_parma" "4203.31"
"3789" "Macropus_rufogriseus" "16525"
"3790" "Macropus_eugenii" "5037.24"
"3791" "Macropus_agilis" "13907.875"
"3792" "Macropus_dorsalis" "11249.96"
"3793" "Dorcopsulus_vanheurni" "1890.36"
"3794" "Dorcopsis_muelleri" "5000"
"3795" "Dorcopsis_hageni" "5499.99"
"3796" "Thylogale_thetis" "4599.975"
"3797" "Thylogale_stigmatica" "4305.735"
"3798" "Thylogale_brunii" "4796"
"3799" "Thylogale_lanatus" "3620"
"3800" "Thylogale_browni" "5478"
"3801" "Thylogale_calabyi" "4326.13"
"3802" "Thylogale_billardierii" "5432.93"
"3803" "Petrogale_burbidgei" "1258"
"3804" "Petrogale_concinna" "1324.1"
"3805" "Petrogale_brachyotis" "4000"
"3806" "Petrogale_lateralis" "5283.94"
"3807" "Petrogale_purpureicollis" "5283.94"
"3808" "Petrogale_penicillata" "6465.8"
"3809" "Petrogale_herberti" "6465.8"
"3810" "Petrogale_inornata" "4555.52"
"3811" "Petrogale_mareeba" "4150"
"3812" "Petrogale_assimilis" "4618.88"
"3813" "Petrogale_rothschildi" "4546.31"
"3814" "Petrogale_xanthopus" "7249.995"
"3815" "Petrogale_persephone" "5585.63"
"3816" "Dendrolagus_spadix" "7400"
"3817" "Dendrolagus_matschiei" "7080"
"3818" "Dendrolagus_goodfellowi" "7400"
"3819" "Dendrolagus_dorianus" "9581"
"3820" "Dendrolagus_lumholtzi" "6649.97"
"3821" "Dendrolagus_bennettianus" "9581"
"3822" "Potorous_longipes" "1742.53"
"3823" "Potorous_tridactylus" "1054.67"
"3824" "Potorous_gilbertii" "1087.335"
"3825" "Potorous_platyops" "499.99"
"3826" "Bettongia_lesueur" "1447.27"
"3827" "Bettongia_tropica" "1184.35"
"3828" "Bettongia_penicillata" "1101.175"
"3829" "Bettongia_gaimardi" "1385"
"3830" "Aepyprymnus_rufescens" "2820"
"3831" "Tarsipes_rostratus" "10"
"3832" "Pseudochirops_archeri" "1118.96"
"3833" "Petropseudes_dahli" "1877.03"
"3834" "Pseudochirops_corinnae" "1123"
"3835" "Pseudochirops_cupreus" "1764.08"
"3836" "Pseudochirops_albertisii" "784.85"
"3837" "Pseudochirulus_herbertensis" "1098.34"
"3838" "Pseudochirulus_forbesi" "639.16"
"3839" "Pseudochirulus_canescens" "700"
"3840" "Pseudochirulus_caroli" "456.02"
"3841" "Pseudochirulus_mayeri" "153.125"
"3842" "Pseudocheirus_peregrinus" "859.3"
"3843" "Petauroides_volans" "1141"
"3844" "Hemibelideus_lemuroides" "1040"
"3845" "Petaurus_norfolcensis" "272.5"
"3846" "Petaurus_gracilis" "310"
"3847" "Petaurus_breviceps" "127.55"
"3848" "Petaurus_abidi" "278"
"3849" "Gymnobelideus_leadbeateri" "133.66"
"3850" "Dactylopsila_trivirgata" "406.705"
"3851" "Dactylonax_palpator" "369.87"
"3852" "Distoechurus_pennatus" "52.12"
"3853" "Acrobates_pygmaeus" "13"
