"Species" "Body_size_mm"
"4449" "Ambystoma_barbouri" "168"
"4450" "Ambystoma_bishopi" "88"
"4451" "Ambystoma_bombypellum" "142"
"4452" "Ambystoma_californiense" "184"
"4453" "Ambystoma_cingulatum" "129"
"4454" "Ambystoma_dumerilii" "282"
"4455" "Ambystoma_flavipiperatum" "188"
"4456" "Ambystoma_gracile" "219"
"4457" "Ambystoma_jeffersonianum" "210"
"4458" "Ambystoma_laterale" "129"
"4459" "Ambystoma_lermaense" "114"
"4460" "Ambystoma_mabeei" "170"
"4461" "Ambystoma_macrodactylum" "248"
"4462" "Ambystoma_maculatum" "248"
"4463" "Ambystoma_mexicanum" "300"
"4464" "Ambystoma_opacum" "127"
"4465" "Ambystoma_ordinarium" "191"
"4466" "Ambystoma_rosaceum" "165"
"4467" "Ambystoma_talpoideum" "122"
"4468" "Ambystoma_taylori" "178"
"4469" "Ambystoma_texanum" "178"
"4470" "Ambystoma_tigrinum" "330"
"4471" "Dicamptodon_aterrimus" "250"
"4472" "Dicamptodon_copei" "191"
"4473" "Dicamptodon_ensatus" "300"
"4474" "Dicamptodon_tenebrosus" "340"
"4475" "Amphiuma_means" "1162"
"4476" "Amphiuma_pholeter" "330"
"4477" "Amphiuma_tridactylum" "1060"
"4478" "Andrias_davidianus" "900"
"4479" "Andrias_japonicus" "1360"
"4480" "Cryptobranchus_alleganiensis" "736.6"
"4481" "Batrachuperus_karlschmidti" "200"
"4482" "Batrachuperus_londongensis" "265"
"4483" "Batrachuperus_pinchonii" "153"
"4484" "Batrachuperus_tibetanus" "177"
"4485" "Batrachuperus_yenyuanensis" "210"
"4486" "Hynobius_abei" "122"
"4487" "Hynobius_amjiensis" "166"
"4488" "Hynobius_arisanensis" "124.3"
"4489" "Hynobius_boulengeri" "201"
"4490" "Hynobius_chinensis" "180.8"
"4491" "Hynobius_dunni" "160"
"4492" "Hynobius_formosanus" "107.8"
"4493" "Hynobius_fuca" "88.8"
"4494" "Hynobius_glacialis" "123.9"
"4495" "Hynobius_hidamontanus" "105"
"4496" "Hynobius_katoi" "66.1"
"4497" "Hynobius_kimurae" "184"
"4498" "Hynobius_leechii" "83"
"4499" "Hynobius_lichenatus" "140"
"4500" "Hynobius_maoershanensis" "160.2"
"4501" "Hynobius_naevius" "155"
"4502" "Hynobius_nebulosus" "135"
"4503" "Hynobius_nigrescens" "190"
"4504" "Hynobius_okiensis" "133"
"4505" "Hynobius_quelpaertensis" "66.6"
"4506" "Hynobius_retardatus" "200"
"4507" "Hynobius_sonani" "124.1"
"4508" "Hynobius_stejnegeri" "155"
"4509" "Hynobius_takedai" "124"
"4510" "Hynobius_tokyoensis" "130"
"4511" "Hynobius_tsuensis" "142"
"4512" "Hynobius_yangi" "62.6"
"4513" "Hynobius_yatsui" "100"
"4514" "Liua_shihi" "200"
"4515" "Liua_tsinpaensis" "136.1"
"4516" "Onychodactylus_fischeri" "163"
"4517" "Onychodactylus_japonicus" "190"
"4518" "Pachyhynobius_shangchengensis" "184"
"4519" "Paradactylodon_mustersi" "126"
"4520" "Pseudohynobius_flavomaculatus" "189"
"4521" "Pseudohynobius_guizhouensis" "203.4"
"4522" "Pseudohynobius_jinfo" "198.7"
"4523" "Pseudohynobius_shuichengensis" "213.2"
"4524" "Ranodon_sibiricus" "265"
"4525" "Salamandrella_keyserlingii" "145"
"4526" "Salamandrella_tridactyla" "160"
"4527" "Batrachoseps_attenuatus" "140"
"4528" "Batrachoseps_campi" "120"
"4529" "Batrachoseps_diabolicus" "110"
"4530" "Batrachoseps_gabrieli" "110"
"4531" "Batrachoseps_gavilanensis" "50.6"
"4532" "Batrachoseps_gregarius" "82.6"
"4533" "Batrachoseps_incognitus" "48"
"4534" "Batrachoseps_luciae" "44.8"
"4535" "Batrachoseps_major" "108"
"4536" "Batrachoseps_minor" "32.8"
"4537" "Batrachoseps_nigriventris" "140"
"4538" "Batrachoseps_pacificus" "135"
"4539" "Batrachoseps_simatus" "125"
"4540" "Batrachoseps_stebbinsi" "122"
"4541" "Batrachoseps_wrighti" "108"
"4542" "Bolitoglossa_adspersa" "66"
"4543" "Bolitoglossa_altamazonica" "49.2"
"4544" "Bolitoglossa_alvaradoi" "155"
"4545" "Bolitoglossa_anthracina" "71"
"4546" "Bolitoglossa_bramei" "41"
"4547" "Bolitoglossa_carri" "101"
"4548" "Bolitoglossa_celaque" "116"
"4549" "Bolitoglossa_centenorum" "91.8"
"4550" "Bolitoglossa_cerroensis" "156"
"4551" "Bolitoglossa_colonnea" "113"
"4552" "Bolitoglossa_compacta" "145"
"4553" "Bolitoglossa_conanti" "116"
"4554" "Bolitoglossa_copia" "158"
"4555" "Bolitoglossa_cuna" "107.9"
"4556" "Bolitoglossa_daryorum" "79"
"4557" "Bolitoglossa_decora" "110"
"4558" "Bolitoglossa_diaphora" "83"
"4559" "Bolitoglossa_diminuta" "66"
"4560" "Bolitoglossa_dofleini" "232"
"4561" "Bolitoglossa_dunni" "138"
"4562" "Bolitoglossa_epimela" "97"
"4563" "Bolitoglossa_equatoriana" "52"
"4564" "Bolitoglossa_eremia" "82"
"4565" "Bolitoglossa_flavimembris" "83.4"
"4566" "Bolitoglossa_franklini" "90"
"4567" "Bolitoglossa_gomezi" "54.5"
"4568" "Bolitoglossa_gracilis" "91"
"4569" "Bolitoglossa_heiroreias" "83.2"
"4570" "Bolitoglossa_hermosa" "48.5"
"4571" "Bolitoglossa_hiemalis" "48.9"
"4572" "Bolitoglossa_huehuetenanguensis" "86.11"
"4573" "Bolitoglossa_indio" "46.8"
"4574" "Bolitoglossa_insularis" "64.7"
"4575" "Bolitoglossa_kaqchikelorum" "79.38"
"4576" "Bolitoglossa_la" "78.02"
"4577" "Bolitoglossa_lignicolor" "160"
"4578" "Bolitoglossa_longissima" "120"
"4579" "Bolitoglossa_macrinii" "74"
"4580" "Bolitoglossa_magnifica" "100"
"4581" "Bolitoglossa_meliana" "88"
"4582" "Bolitoglossa_mexicana" "190"
"4583" "Bolitoglossa_minutula" "76"
"4584" "Bolitoglossa_mombachoensis" "66"
"4585" "Bolitoglossa_morio" "86.7"
"4586" "Bolitoglossa_mulleri" "184"
"4587" "Bolitoglossa_nicefori" "169"
"4588" "Bolitoglossa_nigrescens" "169"
"4589" "Bolitoglossa_ninadormida" "86.97"
"4590" "Bolitoglossa_nussbaumi" "91.95"
"4591" "Bolitoglossa_nympha" "70.28"
"4592" "Bolitoglossa_obscura" "87.7"
"4593" "Bolitoglossa_occidentalis" "115"
"4594" "Bolitoglossa_odonnelli" "80"
"4595" "Bolitoglossa_omniumsanctorum" "96.65"
"4596" "Bolitoglossa_oresbia" "50.8"
"4597" "Bolitoglossa_orestes" "46.9"
"4598" "Bolitoglossa_pacaya" "65.42"
"4599" "Bolitoglossa_palmata" "53.3"
"4600" "Bolitoglossa_peruviana" "43"
"4601" "Bolitoglossa_pesrubra" "131"
"4602" "Bolitoglossa_platydactyla" "145"
"4603" "Bolitoglossa_porrasorum" "116"
"4604" "Bolitoglossa_psephena" "123.8"
"4605" "Bolitoglossa_pygmaea" "66.8"
"4606" "Bolitoglossa_riletti" "54.9"
"4607" "Bolitoglossa_robinsoni" "74"
"4608" "Bolitoglossa_robusta" "260"
"4609" "Bolitoglossa_rostrata" "74"
"4610" "Bolitoglossa_rufescens" "83"
"4611" "Bolitoglossa_salvinii" "167"
"4612" "Bolitoglossa_schizodactyla" "147"
"4613" "Bolitoglossa_sombra" "100"
"4614" "Bolitoglossa_sooyorum" "142"
"4615" "Bolitoglossa_striatula" "137"
"4616" "Bolitoglossa_subpalmata" "131"
"4617" "Bolitoglossa_suchitanensis" "90.2"
"4618" "Bolitoglossa_synoria" "102.8"
"4619" "Bolitoglossa_tatamae" "73.9"
"4620" "Bolitoglossa_taylori" "81.4"
"4621" "Bolitoglossa_tica" "101.9"
"4622" "Bolitoglossa_tzultacaj" "60.6"
"4623" "Bolitoglossa_xibalba" "73.43"
"4624" "Bolitoglossa_yucatana" "106"
"4625" "Bradytriton_silus" "128.1"
"4626" "Chiropterotriton_arboreus" "75"
"4627" "Chiropterotriton_chiropterus" "90"
"4628" "Chiropterotriton_cracens" "73.5"
"4629" "Chiropterotriton_dimidiatus" "52.2"
"4630" "Chiropterotriton_lavae" "111.5"
"4631" "Chiropterotriton_magnipes" "134.4"
"4632" "Chiropterotriton_mosaueri" "102.5"
"4633" "Chiropterotriton_multidentatus" "102.6"
"4634" "Chiropterotriton_orculus" "81.2"
"4635" "Chiropterotriton_priscus" "104.5"
"4636" "Chiropterotriton_terrestris" "76.6"
"4637" "Cryptotriton_monzoni" "45.4"
"4638" "Cryptotriton_nasalis" "80"
"4639" "Cryptotriton_sierraminensis" "63"
"4640" "Dendrotriton_kekchiorum" "70.13"
"4641" "Dendrotriton_sanctibarbarus" "84"
"4642" "Nototriton_abscondens" "70"
"4643" "Nototriton_barbouri" "85"
"4644" "Nototriton_gamezi" "54"
"4645" "Nototriton_guanacaste" "73"
"4646" "Nototriton_lignicola" "70"
"4647" "Nototriton_limnospectator" "88"
"4648" "Nototriton_major" "93"
"4649" "Nototriton_picadoi" "66"
"4650" "Nototriton_richardi" "50"
"4651" "Nototriton_tapanti" "51"
"4652" "Oedipina_alfaroi" "155"
"4653" "Oedipina_alleni" "151"
"4654" "Oedipina_altura" "131"
"4655" "Oedipina_carablanca" "128"
"4656" "Oedipina_collaris" "255"
"4657" "Oedipina_cyclocauda" "167"
"4658" "Oedipina_elongata" "150"
"4659" "Oedipina_gephyra" "188"
"4660" "Oedipina_gracilis" "150"
"4661" "Oedipina_grandis" "211"
"4662" "Oedipina_ignea" "246"
"4663" "Oedipina_kasios" "164.7"
"4664" "Oedipina_leptopoda" "62.8"
"4665" "Oedipina_pacificensis" "175"
"4666" "Oedipina_paucidentata" "139"
"4667" "Oedipina_poelzi" "181"
"4668" "Oedipina_pseudouniformis" "165"
"4669" "Oedipina_quadra" "148.5"
"4670" "Oedipina_savagei" "98"
"4671" "Oedipina_stuarti" "201"
"4672" "Oedipina_taylori" "229"
"4673" "Oedipina_tomasi" "62.9"
"4674" "Oedipina_uniformis" "215"
"4675" "Pseudoeurycea_ahuitzotl" "129"
"4676" "Pseudoeurycea_altamontana" "95.6"
"4677" "Pseudoeurycea_brunnata" "60"
"4678" "Pseudoeurycea_cafetalera" "105.4"
"4679" "Pseudoeurycea_cephalica" "100.4"
"4680" "Pseudoeurycea_galeanae" "96.5"
"4681" "Pseudoeurycea_gigantea" "140"
"4682" "Pseudoeurycea_goebeli" "142"
"4683" "Pseudoeurycea_leprosa" "88.9"
"4684" "Pseudoeurycea_lineola" "86"
"4685" "Pseudoeurycea_melanomolga" "142"
"4686" "Pseudoeurycea_mixcoatl" "116.7"
"4687" "Pseudoeurycea_naucampatepetl" "142"
"4688" "Pseudoeurycea_nigromaculata" "121.5"
"4689" "Pseudoeurycea_praecellens" "65"
"4690" "Pseudoeurycea_quetzalanensis" "72.1"
"4691" "Pseudoeurycea_robertsi" "97.3"
"4692" "Pseudoeurycea_ruficauda" "90"
"4693" "Pseudoeurycea_smithi" "141.5"
"4694" "Pseudoeurycea_teotepec" "110.9"
"4695" "Pseudoeurycea_tlahcuiloh" "126.2"
"4696" "Thorius_arboreus" "39.3"
"4697" "Thorius_aureus" "67.1"
"4698" "Thorius_boreas" "63.4"
"4699" "Thorius_dubitus" "48.5"
"4700" "Thorius_insperatus" "40.7"
"4701" "Thorius_lunaris" "67.9"
"4702" "Thorius_macdougalli" "40.1"
"4703" "Thorius_magnipes" "56.1"
"4704" "Thorius_minydemus" "34.7"
"4705" "Thorius_munificus" "59.4"
"4706" "Thorius_narismagnus" "37.4"
"4707" "Thorius_narisovalis" "20"
"4708" "Thorius_pennatulus" "42.8"
"4709" "Thorius_schmidti" "51.4"
"4710" "Thorius_smithi" "40.6"
"4711" "Thorius_spilogaster" "51.6"
"4712" "Thorius_troglodytes" "49.8"
"4713" "Hemidactylium_scutatum" "120"
"4714" "Aneides_aeneus" "140"
"4715" "Aneides_ferreus" "133"
"4716" "Aneides_flavipunctatus" "167"
"4717" "Aneides_hardii" "114"
"4718" "Aneides_lugubris" "184"
"4719" "Aneides_vagrans" "130"
"4720" "Desmognathus_aeneus" "57"
"4721" "Desmognathus_apalachicolae" "91.5"
"4722" "Desmognathus_auriculatus" "163"
"4723" "Desmognathus_brimleyorum" "128"
"4724" "Desmognathus_carolinensis" "90.5"
"4725" "Desmognathus_folkertsi" "117.5"
"4726" "Desmognathus_fuscus" "100.5"
"4727" "Desmognathus_imitator" "87"
"4728" "Desmognathus_marmoratus" "114.5"
"4729" "Desmognathus_monticola" "112.5"
"4730" "Desmognathus_ochrophaeus" "90.5"
"4731" "Desmognathus_ocoee" "110"
"4732" "Desmognathus_orestes" "110"
"4733" "Desmognathus_quadramaculatus" "210"
"4734" "Desmognathus_santeetlah" "79.5"
"4735" "Desmognathus_welteri" "122.5"
"4736" "Desmognathus_wrighti" "44.5"
"4737" "Ensatina_eschscholtzii" "149"
"4738" "Hydromantes_brunus" "111"
"4739" "Hydromantes_platycephalus" "114"
"4740" "Hydromantes_shastae" "108"
"4741" "Phaeognathus_hubrichti" "178"
"4742" "Plethodon_albagula" "163.5"
"4743" "Plethodon_angusticlavius" "79"
"4744" "Plethodon_aureolus" "151"
"4745" "Plethodon_caddoensis" "111"
"4746" "Plethodon_chattahoochee" "149"
"4747" "Plethodon_chlorobryonis" "161"
"4748" "Plethodon_cinereus" "412"
"4749" "Plethodon_cylindraceus" "198"
"4750" "Plethodon_dorsalis" "111"
"4751" "Plethodon_dunni" "150"
"4752" "Plethodon_elongatus" "152"
"4753" "Plethodon_glutinosus" "206"
"4754" "Plethodon_grobmani" "163.5"
"4755" "Plethodon_hoffmani" "137"
"4756" "Plethodon_hubrichti" "131"
"4757" "Plethodon_idahoensis" "130"
"4758" "Plethodon_jordani" "184"
"4759" "Plethodon_kentucki" "168"
"4760" "Plethodon_kisatchie" "143"
"4761" "Plethodon_larselli" "103"
"4762" "Plethodon_metcalfi" "137"
"4763" "Plethodon_mississippi" "163.5"
"4764" "Plethodon_neomexicanus" "143"
"4765" "Plethodon_nettingi" "111"
"4766" "Plethodon_ocmulgee" "160"
"4767" "Plethodon_ouachitae" "159"
"4768" "Plethodon_petraeus" "183"
"4769" "Plethodon_punctatus" "171"
"4770" "Plethodon_richmondi" "143"
"4771" "Plethodon_savannah" "129"
"4772" "Plethodon_sequoyah" "148"
"4773" "Plethodon_serratus" "105"
"4774" "Plethodon_shenandoah" "110"
"4775" "Plethodon_stormi" "140"
"4776" "Plethodon_teyahalee" "180"
"4777" "Plethodon_vandykei" "123"
"4778" "Plethodon_variolatus" "142"
"4779" "Plethodon_vehiculum" "115"
"4780" "Plethodon_websteri" "82"
"4781" "Plethodon_wehrlei" "168"
"4782" "Plethodon_welleri" "79"
"4783" "Plethodon_yonahlossee" "221"
"4784" "Eurycea_bislineata" "123"
"4785" "Eurycea_chamberlaini" "81"
"4786" "Eurycea_guttolineata" "140"
"4787" "Eurycea_junaluska" "100"
"4788" "Eurycea_longicauda" "200"
"4789" "Eurycea_lucifuga" "181"
"4790" "Eurycea_multiplicata" "160"
"4791" "Eurycea_nana" "51"
"4792" "Eurycea_neotenes" "105"
"4793" "Eurycea_quadridigitata" "90"
"4794" "Eurycea_rathbuni" "135"
"4795" "Eurycea_robusta" "101"
"4796" "Eurycea_sosorum" "75"
"4797" "Eurycea_spelaea" "135"
"4798" "Eurycea_tonkawae" "54"
"4799" "Eurycea_tridentifera" "85"
"4800" "Eurycea_troglodytes" "75"
"4801" "Eurycea_tynerensis" "80"
"4802" "Eurycea_waterlooensis" "79"
"4803" "Eurycea_wilderae" "96"
"4804" "Gyrinophilus_palleucus" "184"
"4805" "Gyrinophilus_porphyriticus" "232"
"4806" "Gyrinophilus_subterraneus" "177"
"4807" "Pseudotriton_montanus" "207"
"4808" "Pseudotriton_ruber" "181"
"4809" "Stereochilus_marginatus" "114"
"4810" "Urspelerpes_brucei" "50.9"
"4811" "Necturus_alabamensis" "216"
"4812" "Necturus_beyeri" "222"
"4813" "Necturus_lewisi" "276"
"4814" "Necturus_maculosus" "486"
"4815" "Necturus_punctatus" "189"
"4816" "Proteus_anguinus" "250"
"4817" "Rhyacotriton_cascadae" "110"
"4818" "Rhyacotriton_kezeri" "115"
"4819" "Rhyacotriton_olympicus" "117"
"4820" "Rhyacotriton_variegatus" "115"
"4821" "Calotriton_arnoldi" "102"
"4822" "Calotriton_asper" "160"
"4823" "Cynops_ensicauda" "179"
"4824" "Cynops_pyrrhogaster" "140"
"4825" "Echinotriton_andersoni" "205"
"4826" "Echinotriton_chinhaiensis" "140"
"4827" "Euproctus_montanus" "130"
"4828" "Euproctus_platycephalus" "150"
"4829" "Ichthyosaura_alpestris" "87.5"
"4830" "Laotriton_laoensis" "246"
"4831" "Lissotriton_boscai" "100"
"4832" "Lissotriton_helveticus" "95"
"4833" "Lissotriton_italicus" "80"
"4834" "Lissotriton_montandoni" "100"
"4835" "Lissotriton_vulgaris" "110"
"4836" "Neurergus_crocatus" "76"
"4837" "Neurergus_kaiseri" "158"
"4838" "Notophthalmus_meridionalis" "110"
"4839" "Notophthalmus_perstriatus" "105"
"4840" "Notophthalmus_viridescens" "140"
"4841" "Ommatotriton_vittatus" "60"
"4842" "Pachytriton_archospotus" "211"
"4843" "Pachytriton_brevipes" "193"
"4844" "Paramesotriton_caudopunctatus" "154"
"4845" "Paramesotriton_chinensis" "151"
"4846" "Paramesotriton_fuzhongensis" "210"
"4847" "Paramesotriton_guanxiensis" "139"
"4848" "Paramesotriton_hongkongensis" "143"
"4849" "Paramesotriton_longliensis" "165.3"
"4850" "Paramesotriton_yunwuensis" "186"
"4851" "Paramesotriton_zhijinensis" "127"
"4852" "Pleurodeles_nebulosus" "181"
"4853" "Pleurodeles_poireti" "185"
"4854" "Pleurodeles_waltl" "300"
"4855" "Taricha_granulosa" "216"
"4856" "Taricha_rivularis" "194"
"4857" "Taricha_torosa" "197"
"4858" "Triturus_carnifex" "150"
"4859" "Triturus_cristatus" "150"
"4860" "Triturus_dobrogicus" "160"
"4861" "Triturus_karelinii" "160"
"4862" "Triturus_marmoratus" "160"
"4863" "Triturus_pygmaeus" "120"
"4864" "Tylototriton_asperrimus" "141"
"4865" "Tylototriton_hainanensis" "148"
"4866" "Tylototriton_kweichowensis" "210"
"4867" "Tylototriton_notialis" "141.8"
"4868" "Tylototriton_taliangensis" "178"
"4869" "Tylototriton_verrucosus" "165"
"4870" "Tylototriton_vietnamensis" "122"
"4871" "Tylototriton_wenxianensis" "140"
"4872" "Chioglossa_lusitanica" "160"
"4873" "Lyciasalamandra_antalyana" "140"
"4874" "Lyciasalamandra_atifi" "164"
"4875" "Lyciasalamandra_billae" "139"
"4876" "Lyciasalamandra_fazilae" "137"
"4877" "Lyciasalamandra_flavimembris" "150"
"4878" "Lyciasalamandra_helverseni" "140"
"4879" "Lyciasalamandra_luschani" "181"
"4880" "Mertensiella_caucasica" "76.6"
"4881" "Salamandra_algira" "226"
"4882" "Salamandra_atra" "150"
"4883" "Salamandra_corsica" "300"
"4884" "Salamandra_infraimmaculata" "324"
"4885" "Salamandra_lanzai" "170"
"4886" "Salamandra_salamandra" "280"
"4887" "Salamandrina_perspicillata" "85"
"4888" "Salamandrina_terdigitata" "115"
"4889" "Pseudobranchus_axanthus" "250"
"4890" "Pseudobranchus_striatus" "251"
"4891" "Siren_intermedia" "686"
"4892" "Siren_lacertina" "978"
"4893" "Boulengerula_boulengeri" "308"
"4894" "Boulengerula_changamwensis" "230"
"4895" "Boulengerula_denhardti" "213"
"4896" "Boulengerula_fischeri" "397"
"4897" "Boulengerula_niedeni" "290"
"4898" "Boulengerula_taitana" "420"
"4899" "Boulengerula_uluguruensis" "330"
"4900" "Brasilotyphlus_braziliensis" "260"
"4901" "Brasilotyphlus_guarantanus" "305"
"4902" "Caecilia_abitaguae" "1303"
"4903" "Caecilia_antioquiaensis" "1200"
"4904" "Caecilia_armata" "390"
"4905" "Caecilia_attenuata" "910"
"4906" "Caecilia_bokermanni" "527"
"4907" "Caecilia_caribea" "614"
"4908" "Caecilia_corpulenta" "523"
"4909" "Caecilia_crassisquama" "728"
"4910" "Caecilia_degenerata" "555"
"4911" "Caecilia_disossea" "1170"
"4912" "Caecilia_dunni" "464"
"4913" "Caecilia_flavopunctata" "590"
"4914" "Caecilia_gracilis" "735"
"4915" "Caecilia_guntheri" "620"
"4916" "Caecilia_inca" "1069"
"4917" "Caecilia_isthmica" "578"
"4918" "Caecilia_leucocephala" "455"
"4919" "Caecilia_marcusi" "510"
"4920" "Caecilia_mertensi" "495"
"4921" "Caecilia_nigricans" "1030"
"4922" "Caecilia_occidentalis" "1035"
"4923" "Caecilia_orientalis" "625"
"4924" "Caecilia_pachynema" "900"
"4925" "Caecilia_perdita" "505"
"4926" "Caecilia_pressula" "437"
"4927" "Caecilia_subdermalis" "790"
"4928" "Caecilia_subnigricans" "375"
"4929" "Caecilia_subterminalis" "436"
"4930" "Caecilia_tentaculata" "987"
"4931" "Caecilia_tenuissima" "390"
"4932" "Caecilia_thompsoni" "1520"
"4933" "Caecilia_volcani" "357"
"4934" "Caecilita_iwokramae" "112"
"4935" "Dermophis_costaricense" "387"
"4936" "Dermophis_glandulosus" "405"
"4937" "Dermophis_gracilior" "387"
"4938" "Dermophis_mexicanus" "600"
"4939" "Dermophis_oaxacae" "454"
"4940" "Dermophis_occidentalis" "235"
"4941" "Dermophis_parviceps" "217"
"4942" "Gegeneophis_carnosus" "280"
"4943" "Gegeneophis_krishni" "195"
"4944" "Gegeneophis_ramaswamii" "340"
"4945" "Geotrypetes_angeli" "234"
"4946" "Geotrypetes_pseudoangeli" "234"
"4947" "Geotrypetes_seraphini" "400"
"4948" "Grandisonia_alternans" "318"
"4949" "Grandisonia_brevis" "112"
"4950" "Grandisonia_larvata" "202"
"4951" "Grandisonia_sechellensis" "190"
"4952" "Gymnopis_multiplicata" "480"
"4953" "Gymnopis_syntrema" "307"
"4954" "Herpele_squalostoma" "565"
"4955" "Hypogeophis_rostratus" "326"
"4956" "Idiocranium_russeli" "113"
"4957" "Indotyphlus_battersbyi" "240"
"4958" "Indotyphlus_maharashtraensis" "205"
"4959" "Luetkenotyphlus_brasiliensis" "502"
"4960" "Microcaecilia_albiceps" "240"
"4961" "Microcaecilia_grandis" "324"
"4962" "Microcaecilia_iyob" "190"
"4963" "Microcaecilia_rabei" "187"
"4964" "Microcaecilia_supernumeraria" "258"
"4965" "Microcaecilia_taylori" "225"
"4966" "Microcaecilia_unicolor" "240"
"4967" "Mimosiphonops_reinhardti" "413"
"4968" "Mimosiphonops_vermiculatus" "187"
"4969" "Oscaecilia_bassleri" "975"
"4970" "Oscaecilia_elongata" "620"
"4971" "Oscaecilia_equatorialis" "432"
"4972" "Oscaecilia_hypereumeces" "640"
"4973" "Oscaecilia_ochrocephala" "617"
"4974" "Oscaecilia_osae" "382"
"4975" "Oscaecilia_polyzona" "685"
"4976" "Oscaecilia_zweifeli" "334"
"4977" "Parvicaecilia_nicefori" "263"
"4978" "Parvicaecilia_pricei" "191"
"4979" "Praslinia_cooperi" "230"
"4980" "Schistometopum_gregorii" "363"
"4981" "Schistometopum_thomense" "350"
"4982" "Siphonops_annulatus" "454"
"4983" "Siphonops_hardyi" "178"
"4984" "Siphonops_insulanus" "200"
"4985" "Siphonops_leucoderus" "265"
"4986" "Siphonops_paulensis" "470"
"4987" "Sylvacaecilia_grandisonae" "259"
"4988" "Crotaphatrema_bornmuelleri" "277"
"4989" "Crotaphatrema_lamottei" "318"
"4990" "Crotaphatrema_tchabalmbaboensis" "338"
"4991" "Scolecomorphus_kirkii" "463"
"4992" "Scolecomorphus_uluguruensis" "380"
"4993" "Scolecomorphus_vittatus" "450"
"4994" "Atretochoana_eiselti" "738"
"4995" "Chthonerpeton_arii" "457"
"4996" "Chthonerpeton_braestrupi" "358"
"4997" "Chthonerpeton_indistinctum" "435"
"4998" "Chthonerpeton_onorei" "519"
"4999" "Chthonerpeton_viviparum" "558"
"5000" "Nectocaecilia_petersii" "615"
"5001" "Potamotyphlus_kaupii" "695"
"5002" "Typhlonectes_compressicauda" "800"
"5003" "Typhlonectes_natans" "615"
"5004" "Caudacaecilia_asplenia" "236"
"5005" "Caudacaecilia_larutensis" "301"
"5006" "Caudacaecilia_nigroflava" "425"
"5007" "Caudacaecilia_paucidentula" "294"
"5008" "Caudacaecilia_weberi" "258"
"5009" "Ichthyophis_acuminatus" "295"
"5010" "Ichthyophis_atricollaris" "285"
"5011" "Ichthyophis_bannanicus" "378.5"
"5012" "Ichthyophis_beddomei" "275"
"5013" "Ichthyophis_biangularis" "258"
"5014" "Ichthyophis_billitonensis" "135"
"5015" "Ichthyophis_bombayensis" "591"
"5016" "Ichthyophis_dulitensis" "235"
"5017" "Ichthyophis_elongatus" "300"
"5018" "Ichthyophis_garoensis" "310"
"5019" "Ichthyophis_glandulosus" "250"
"5020" "Ichthyophis_glutinosus" "450"
"5021" "Ichthyophis_humphreyi" "205"
"5022" "Ichthyophis_husaini" "285"
"5023" "Ichthyophis_hypocyaneus" "260"
"5024" "Ichthyophis_javanicus" "210"
"5025" "Ichthyophis_kohtaoensis" "471"
"5026" "Ichthyophis_longicephalus" "300"
"5027" "Ichthyophis_mindanaoensis" "323"
"5028" "Ichthyophis_monochrous" "350"
"5029" "Ichthyophis_orthoplicatus" "222"
"5030" "Ichthyophis_paucisulcus" "263"
"5031" "Ichthyophis_pseudangularis" "225"
"5032" "Ichthyophis_sikkimensis" "320"
"5033" "Ichthyophis_singaporensis" "227"
"5034" "Ichthyophis_sumatranus" "285"
"5035" "Ichthyophis_supachaii" "330"
"5036" "Ichthyophis_tricolor" "330"
"5037" "Ichthyophis_youngorum" "240"
"5038" "Uraeotyphlus_gansi" "283"
"5039" "Uraeotyphlus_interruptus" "185"
"5040" "Uraeotyphlus_malabaricus" "240"
"5041" "Uraeotyphlus_menoni" "248"
"5042" "Uraeotyphlus_narayani" "245"
"5043" "Uraeotyphlus_oxyurus" "300"
"5044" "Epicrionops_bicolor" "270"
"5045" "Epicrionops_columbianus" "161"
