"Species" "Body_size_mm"
"3818" "Hylarana_garritor" "76"
"3819" "Hylarana_glandulosa" "90"
"3820" "Hylarana_gracilis" "63.5"
"3821" "Hylarana_grandocula" "67"
"3822" "Hylarana_grisea" "91.5"
"3823" "Hylarana_guentheri" "76"
"3824" "Hylarana_kreffti" "70"
"3825" "Hylarana_labialis" "50"
"3826" "Hylarana_latouchii" "47"
"3827" "Hylarana_lemairei" "76"
"3828" "Hylarana_leptoglossa" "56.06"
"3829" "Hylarana_lepus" "92.5"
"3830" "Hylarana_longipes" "60.5"
"3831" "Hylarana_luctuosa" "68"
"3832" "Hylarana_macrodactyla" "39.8"
"3833" "Hylarana_malabarica" "75"
"3834" "Hylarana_mangyanum" "46.4"
"3835" "Hylarana_maosonensis" "61"
"3836" "Hylarana_megalonesa" "65.6"
"3837" "Hylarana_milleti" "49.4"
"3838" "Hylarana_milneana" "86.5"
"3839" "Hylarana_moellendorffi" "45"
"3840" "Hylarana_mortenseni" "73.4"
"3841" "Hylarana_nicobariensis" "50"
"3842" "Hylarana_nigrovittata" "70"
"3843" "Hylarana_novaeguineae" "20"
"3844" "Hylarana_occidentalis" "95.2"
"3845" "Hylarana_papua" "69.2"
"3846" "Hylarana_parkeriana" "82"
"3847" "Hylarana_picturata" "70"
"3848" "Hylarana_raniceps" "70.8"
"3849" "Hylarana_siberu" "39.5"
"3850" "Hylarana_signata" "57.18"
"3851" "Hylarana_similis" "43.3"
"3852" "Hylarana_supragrisea" "109.6"
"3853" "Hylarana_taipehensis" "40"
"3854" "Hylarana_temporalis" "79.4"
"3855" "Hylarana_tytleri" "31.6"
"3856" "Hylarana_volkerjane" "104.5"
"3857" "Hylarana_waliesa" "80.6"
"3858" "Rana_berlandieri" "120"
"3859" "Rana_blairi" "111"
"3860" "Rana_capito" "113"
"3861" "Rana_chiricahuensis" "135"
"3862" "Rana_clamitans" "87"
"3863" "Rana_forreri" "114"
"3864" "Rana_grylio" "162"
"3865" "Rana_heckscheri" "155"
"3866" "Rana_juliani" "102"
"3867" "Rana_okaloosae" "49.8"
"3868" "Rana_onca" "87"
"3869" "Rana_palmipes" "126"
"3870" "Rana_palustris" "87"
"3871" "Rana_pipiens" "165"
"3872" "Rana_septentrionalis" "76"
"3873" "Rana_tarahumarae" "113"
"3874" "Rana_taylori" "88"
"3875" "Rana_vaillanti" "125"
"3876" "Rana_virgatipes" "67"
"3877" "Rana_warszewitschii" "80"
"3878" "Rana_yavapaiensis" "135"
"3879" "Meristogenys_amoropalamus" "67.4"
"3880" "Meristogenys_jerboa" "88.7"
"3881" "Meristogenys_kinabaluensis" "92.8"
"3882" "Meristogenys_macrophthalmus" "37.8"
"3883" "Meristogenys_maryatiae" "65.5"
"3884" "Meristogenys_orphnocnemis" "70"
"3885" "Meristogenys_phaeomerus" "70"
"3886" "Meristogenys_stenocephalus" "86.6"
"3887" "Meristogenys_stigmachilus" "79.6"
"3888" "Meristogenys_whiteheadi" "79.7"
"3889" "Odorrana_absita" "40.6"
"3890" "Odorrana_andersonii" "77.3"
"3891" "Odorrana_aureola" "96.5"
"3892" "Odorrana_bacboensis" "105.1"
"3893" "Odorrana_banaorum" "108.7"
"3894" "Odorrana_chapaensis" "101"
"3895" "Odorrana_chloronota" "101.7"
"3896" "Odorrana_geminata" "100"
"3897" "Odorrana_gigatympana" "35.68"
"3898" "Odorrana_grahami" "107"
"3899" "Odorrana_graminea" "100"
"3900" "Odorrana_hainanensis" "103"
"3901" "Odorrana_hejiangensis" "87"
"3902" "Odorrana_hosii" "100"
"3903" "Odorrana_jingdongensis" "108"
"3904" "Odorrana_junlianensis" "102"
"3905" "Odorrana_khalam" "63.3"
"3906" "Odorrana_kuangwuensis" "69"
"3907" "Odorrana_leporipes" "102"
"3908" "Odorrana_livida" "100.4"
"3909" "Odorrana_margaretae" "113"
"3910" "Odorrana_mawphlangensis" "106"
"3911" "Odorrana_monjerai" "75"
"3912" "Odorrana_morafkai" "99.6"
"3913" "Odorrana_nanjiangensis" "84.2"
"3914" "Odorrana_narina" "74"
"3915" "Odorrana_schmackeri" "80"
"3916" "Odorrana_sinica" "66.6"
"3917" "Odorrana_supranarina" "103"
"3918" "Odorrana_swinhoana" "84.6"
"3919" "Odorrana_tiannanensis" "108"
"3920" "Odorrana_tormota" "60"
"3921" "Odorrana_trankieni" "77"
"3922" "Odorrana_versabilis" "62.3"
"3923" "Odorrana_yentuensis" "63.1"
"3924" "Pelophylax_bedriagae" "95.2"
"3925" "Pelophylax_bergeri" "80"
"3926" "Pelophylax_caralitanus" "126.24"
"3927" "Pelophylax_cerigensis" "70"
"3928" "Pelophylax_chosenicus" "57"
"3929" "Pelophylax_cretensis" "80"
"3930" "Pelophylax_epeiroticus" "85"
"3931" "Pelophylax_fukienensis" "65.4"
"3932" "Pelophylax_hubeiensis" "50"
"3933" "Pelophylax_kurtmuelleri" "100"
"3934" "Pelophylax_lessonae" "120"
"3935" "Pelophylax_nigromaculatus" "90.8"
"3936" "Pelophylax_perezi" "86"
"3937" "Pelophylax_plancyi" "56.4"
"3938" "Pelophylax_ridibundus" "105.6"
"3939" "Pelophylax_saharicus" "104.5"
"3940" "Pelophylax_shqipericus" "75"
"3941" "Pterorana_khare" "59"
"3942" "Rana_amurensis" "70"
"3943" "Rana_asiatica" "53.8"
"3944" "Rana_aurora" "131"
"3945" "Rana_boylii" "73"
"3946" "Rana_cascadae" "75"
"3947" "Rana_chaochiaoensis" "53.6"
"3948" "Rana_chensinensis" "63.2"
"3949" "Rana_chevronta" "56"
"3950" "Rana_culaiensis" "64"
"3951" "Rana_dalmatina" "95"
"3952" "Rana_draytonii" "90"
"3953" "Rana_graeca" "80"
"3954" "Rana_huanrensis" "45.3"
"3955" "Rana_iberica" "70"
"3956" "Rana_italica" "60"
"3957" "Rana_japonica" "65"
"3958" "Rana_johnsi" "46.5"
"3959" "Rana_kukunoris" "61.9"
"3960" "Rana_kunyuensis" "44.8"
"3961" "Rana_latastei" "75"
"3962" "Rana_longicrus" "47.9"
"3963" "Rana_luteiventris" "90"
"3964" "Rana_macrocnemis" "79"
"3965" "Rana_maoershanensis" "55"
"3966" "Rana_muscosa" "87"
"3967" "Rana_omeimontis" "69.7"
"3968" "Rana_ornativentris" "78"
"3969" "Rana_pirica" "72"
"3970" "Rana_pretiosa" "100"
"3971" "Rana_pyrenaica" "50"
"3972" "Rana_sakuraii" "58.3"
"3973" "Rana_sauteri" "50.6"
"3974" "Rana_shuchinae" "44.5"
"3975" "Rana_sierrae" "85"
"3976" "Rana_tagoi" "58.1"
"3977" "Rana_temporaria" "110"
"3978" "Rana_tsushimensis" "49.8"
"3979" "Rana_zhenhaiensis" "48.1"
"3980" "Sanguirana_sanguinea" "60.1"
"3981" "Staurois_guttatus" "55"
"3982" "Staurois_latopalmatus" "70"
"3983" "Staurois_natator" "51.3"
"3984" "Staurois_parvus" "31"
"3985" "Staurois_tuberilinguis" "36.7"
"3986" "Indirana_beddomii" "60.1"
"3987" "Indirana_brachytarsus" "58"
"3988" "Indirana_diplosticta" "25.2"
"3989" "Indirana_gundia" "33"
"3990" "Indirana_leithii" "38"
"3991" "Indirana_leptodactyla" "45"
"3992" "Indirana_longicrus" "20"
"3993" "Indirana_phrynoderma" "35"
"3994" "Indirana_semipalmata" "35.5"
"3995" "Indirana_tenuilingua" "23"
"3996" "Buergeria_buergeri" "76"
"3997" "Buergeria_japonica" "37"
"3998" "Buergeria_oxycephala" "64.5"
"3999" "Buergeria_robusta" "67.1"
"4000" "Chiromantis_doriae" "27.4"
"4001" "Chiromantis_dudhwaensis" "40"
"4002" "Chiromantis_hansenae" "25"
"4003" "Chiromantis_kelleri" "79.5"
"4004" "Chiromantis_nongkhorensis" "34"
"4005" "Chiromantis_petersii" "53"
"4006" "Chiromantis_punctatus" "28.4"
"4007" "Chiromantis_rufescens" "65"
"4008" "Chiromantis_samkosensis" "23.6"
"4009" "Chiromantis_simus" "22"
"4010" "Chiromantis_vittatus" "25.7"
"4011" "Chiromantis_xerampelina" "90"
"4012" "Ghatixalus_variabilis" "50.4"
"4013" "Gracixalus_gracilipes" "29.5"
"4014" "Kurixalus_baliogaster" "41.5"
"4015" "Kurixalus_banaensis" "37"
"4016" "Kurixalus_bisacculus" "33.7"
"4017" "Kurixalus_eiffingeri" "44"
"4018" "Kurixalus_odontotarsus" "43"
"4019" "Kurixalus_verrucosus" "45"
"4020" "Nyctixalus_margaritifer" "35"
"4021" "Nyctixalus_pictus" "35"
"4022" "Philautus_abditus" "28.7"
"4023" "Philautus_acutus" "26"
"4024" "Philautus_amoenus" "35"
"4025" "Philautus_aurantium" "30"
"4026" "Philautus_aurifasciatus" "33"
"4027" "Philautus_bunitus" "46.3"
"4028" "Philautus_cardamonus" "19.3"
"4029" "Philautus_davidlabangi" "20"
"4030" "Philautus_disgregus" "23"
"4031" "Philautus_erythrophthalmus" "26.2"
"4032" "Philautus_garo" "23"
"4033" "Philautus_hosii" "63"
"4034" "Philautus_ingeri" "50"
"4035" "Philautus_jacobsoni" "30"
"4036" "Philautus_juliandringi" "20"
"4037" "Philautus_kerangae" "43"
"4038" "Philautus_longicrus" "20.1"
"4039" "Philautus_maosonensis" "32"
"4040" "Philautus_mjobergi" "32"
"4041" "Philautus_pallidipes" "30"
"4042" "Philautus_petersi" "37"
"4043" "Philautus_petilus" "33.8"
"4044" "Philautus_refugii" "21"
"4045" "Philautus_schmackeri" "30.3"
"4046" "Philautus_surdus" "38.4"
"4047" "Philautus_surrufus" "35.4"
"4048" "Philautus_tectus" "27"
"4049" "Philautus_umbra" "35"
"4050" "Philautus_vermiculatus" "32"
"4051" "Philautus_vittiger" "30"
"4052" "Philautus_worcesteri" "44"
"4053" "Polypedates_chlorophthalmus" "62"
"4054" "Polypedates_colletti" "80"
"4055" "Polypedates_leucomystax" "80"
"4056" "Polypedates_macrotis" "85"
"4057" "Polypedates_maculatus" "83"
"4058" "Polypedates_megacephalus" "70"
"4059" "Polypedates_mutus" "66.7"
"4060" "Polypedates_otilophus" "100"
"4061" "Polypedates_teraiensis" "84"
"4062" "Pseudophilautus_adspersus" "34"
"4063" "Pseudophilautus_amboli" "60"
"4064" "Pseudophilautus_cavirostris" "45"
"4065" "Pseudophilautus_femoralis" "24.1"
"4066" "Pseudophilautus_macropus" "37"
"4067" "Pseudophilautus_microtympanum" "51.1"
"4068" "Pseudophilautus_nanus" "35"
"4069" "Pseudophilautus_nasutus" "60"
"4070" "Pseudophilautus_variabilis" "35.8"
"4071" "Pseudophilautus_wynaadensis" "28.3"
"4072" "Raorchestes_bombayensis" "23.3"
"4073" "Raorchestes_charius" "30.9"
"4074" "Raorchestes_glandulosus" "22.3"
"4075" "Raorchestes_griet" "22.1"
"4076" "Raorchestes_parvulus" "23.6"
"4077" "Raorchestes_ponmudi" "38.9"
"4078" "Raorchestes_signatus" "31.1"
"4079" "Raorchestes_tinniens" "33.1"
"4080" "Rhacophorus_angulirostris" "50"
"4081" "Rhacophorus_annamensis" "73.2"
"4082" "Rhacophorus_arboreus" "81.4"
"4083" "Rhacophorus_baluensis" "65"
"4084" "Rhacophorus_belalongensis" "38"
"4085" "Rhacophorus_bipunctatus" "44.8"
"4086" "Rhacophorus_burmanus" "78.7"
"4087" "Rhacophorus_chuyangsinensis" "44.15"
"4088" "Rhacophorus_cyanopunctatus" "40"
"4089" "Rhacophorus_dennysi" "128.2"
"4090" "Rhacophorus_duboisi" "65.7"
"4091" "Rhacophorus_dugritei" "56.7"
"4092" "Rhacophorus_dulitensis" "50"
"4093" "Rhacophorus_exechopygus" "59"
"4094" "Rhacophorus_fasciatus" "55"
"4095" "Rhacophorus_feae" "111"
"4096" "Rhacophorus_gadingensis" "30"
"4097" "Rhacophorus_gauni" "38"
"4098" "Rhacophorus_harrissoni" "70"
"4099" "Rhacophorus_jarujini" "46.1"
"4100" "Rhacophorus_kio" "81.6"
"4101" "Rhacophorus_malabaricus" "78"
"4102" "Rhacophorus_margaritifer" "60"
"4103" "Rhacophorus_maximus" "77.7"
"4104" "Rhacophorus_moltrechti" "49.8"
"4105" "Rhacophorus_nigropalmatus" "97.7"
"4106" "Rhacophorus_nigropunctatus" "44.5"
"4107" "Rhacophorus_omeimontis" "80"
"4108" "Rhacophorus_pardalis" "70"
"4109" "Rhacophorus_penanorum" "34"
"4110" "Rhacophorus_reinwardtii" "82.7"
"4111" "Rhacophorus_rhodopus" "48.7"
"4112" "Rhacophorus_robinsonii" "92"
"4113" "Rhacophorus_rufipes" "50"
"4114" "Rhacophorus_schlegelii" "57"
"4115" "Rhacophorus_viridis" "22"
"4116" "Theloderma_asperum" "34.5"
"4117" "Theloderma_horridum" "50"
"4118" "Rhinophrynus_dorsalis" "89"
"4119" "Scaphiopus_couchii" "80"
"4120" "Scaphiopus_holbrookii" "71"
"4121" "Scaphiopus_hurterii" "83"
"4122" "Spea_bombifrons" "64"
"4123" "Spea_hammondii" "61"
"4124" "Spea_intermontana" "64"
"4125" "Spea_multiplicata" "64"
"4126" "Sechellophryne_gardineri" "11.5"
"4127" "Sechellophryne_pipilodryas" "14.7"
"4128" "Sooglossus_sechellensis" "17"
"4129" "Sooglossus_thomasseti" "45"
"4130" "Barycholos_pulcher" "31"
"4131" "Bryophryne_abramalagae" "17.8"
"4132" "Bryophryne_bustamantei" "23.4"
"4133" "Bryophryne_cophites" "29.3"
"4134" "Bryophryne_flammiventris" "24.1"
"4135" "Bryophryne_gymnotis" "22.2"
"4136" "Bryophryne_hanssaueri" "24.6"
"4137" "Bryophryne_nubilosus" "21.9"
"4138" "Bryophryne_zonalis" "24.4"
"4139" "Euparkerella_brasiliensis" "20"
"4140" "Euparkerella_cochranae" "20"
"4141" "Euparkerella_robusta" "20"
"4142" "Euparkerella_tridactyla" "20"
"4143" "Holoaden_bradei" "48"
"4144" "Holoaden_luederwaldti" "48"
"4145" "Holoaden_pholeter" "48"
"4146" "Noblella_myrmecoides" "14"
"4147" "Psychrophrynella_adenopleura" "21.7"
"4148" "Psychrophrynella_ankohuma" "28"
"4149" "Psychrophrynella_boettgeri" "14"
"4150" "Psychrophrynella_chacaltaya" "20.4"
"4151" "Psychrophrynella_condoriri" "28.1"
"4152" "Psychrophrynella_guillei" "19.7"
"4153" "Psychrophrynella_harveyi" "22.5"
"4154" "Psychrophrynella_iani" "19.9"
"4155" "Psychrophrynella_iatamasi" "23.8"
"4156" "Psychrophrynella_illampu" "23.9"
"4157" "Psychrophrynella_illimani" "22.3"
"4158" "Psychrophrynella_kallawaya" "30.9"
"4159" "Psychrophrynella_katantika" "27.7"
"4160" "Psychrophrynella_kempffi" "20.3"
"4161" "Psychrophrynella_pinguis" "20.1"
"4162" "Psychrophrynella_quimsacruzis" "27.6"
"4163" "Psychrophrynella_saltator" "19"
"4164" "Psychrophrynella_usurpator" "24.1"
"4165" "Psychrophrynella_wettsteini" "33.4"
"4166" "Atopophrynus_syntomopus" "20"
"4167" "Dischidodactylus_colonnelloi" "43"
"4168" "Dischidodactylus_duidensis" "43"
"4169" "Geobatrachus_walkeri" "24"
"4170" "Hypodactylus_adercus" "18.8"
"4171" "Hypodactylus_araiodactylus" "24.5"
"4172" "Hypodactylus_babax" "48.7"
"4173" "Hypodactylus_dolops" "57.6"
"4174" "Hypodactylus_elassodiscus" "36.9"
"4175" "Hypodactylus_lucida" "38.2"
"4176" "Hypodactylus_nigrovittatus" "30.5"
"4177" "Lynchius_flavomaculatus" "43"
"4178" "Lynchius_nebulanastes" "41.2"
"4179" "Niceforonia_nana" "20.9"
"4180" "Oreobates_barituensis" "29.9"
"4181" "Oreobates_choristolemma" "46.4"
"4182" "Oreobates_cruralis" "33.6"
"4183" "Oreobates_discoidalis" "39.7"
"4184" "Oreobates_granulosus" "39.5"
"4185" "Oreobates_heterodactylus" "30.8"
"4186" "Oreobates_ibischi" "38.7"
"4187" "Oreobates_lehri" "39.9"
"4188" "Oreobates_madidi" "33"
"4189" "Oreobates_quixensis" "63"
"4190" "Oreobates_sanctaecrucis" "48.1"
"4191" "Oreobates_sanderi" "38"
"4192" "Oreobates_saxatilis" "50"
"4193" "Oreobates_zongoensis" "30.6"
"4194" "Phrynopus_auriculatus" "14.5"
"4195" "Phrynopus_bracki" "19.8"
"4196" "Phrynopus_bufoides" "41.3"
"4197" "Phrynopus_dagmarae" "27.3"
"4198" "Phrynopus_kauneorum" "54"
"4199" "Phrynopus_miroslawae" "29"
"4200" "Phrynopus_nicoleae" "21"
"4201" "Phrynopus_paucari" "23.8"
"4202" "Phrynopus_pesantesi" "32.7"
"4203" "Phrynopus_tribulosus" "14.6"
"4204" "Pristimantis_aaptus" "35"
"4205" "Pristimantis_acerus" "45.1"
"4206" "Pristimantis_achatinus" "46.1"
"4207" "Pristimantis_actites" "64.2"
"4208" "Pristimantis_acuminatus" "34"
"4209" "Pristimantis_adnus" "20"
"4210" "Pristimantis_altae" "27"
"4211" "Pristimantis_altamazonicus" "34"
"4212" "Pristimantis_amydrotus" "26"
"4213" "Pristimantis_andinognomus" "17.9"
"4214" "Pristimantis_anemerus" "20.4"
"4215" "Pristimantis_aniptopalmatus" "22"
"4216" "Pristimantis_anotis" "41"
"4217" "Pristimantis_apiculatus" "26.3"
"4218" "Pristimantis_appendiculatus" "35"
"4219" "Pristimantis_aquilonaris" "23"
"4220" "Pristimantis_ardalonychus" "27.4"
"4221" "Pristimantis_atrabracus" "22.7"
"4222" "Pristimantis_atratus" "29.2"
"4223" "Pristimantis_aureolineatus" "30"
"4224" "Pristimantis_auricarens" "23.6"
"4225" "Pristimantis_avicuporum" "34.3"
"4226" "Pristimantis_avius" "33.1"
"4227" "Pristimantis_baryecuus" "43.5"
"4228" "Pristimantis_bearsei" "38.8"
"4229" "Pristimantis_bellator" "24.3"
"4230" "Pristimantis_bellona" "46"
"4231" "Pristimantis_bicumulus" "36"
"4232" "Pristimantis_boulengeri" "33.8"
"4233" "Pristimantis_brevifrons" "25"
"4234" "Pristimantis_bromeliaceus" "28.5"
"4235" "Pristimantis_buckleyi" "50"
"4236" "Pristimantis_caeruleonotus" "22.6"
"4237" "Pristimantis_cajamarcensis" "33.8"
"4238" "Pristimantis_calcarulatus" "28.9"
"4239" "Pristimantis_cantitans" "45.2"
"4240" "Pristimantis_caprifer" "43.8"
"4241" "Pristimantis_carvalhoi" "24"
"4242" "Pristimantis_caryophyllaceus" "26.2"
"4243" "Pristimantis_celator" "24.5"
"4244" "Pristimantis_cerasinus" "35"
"4245" "Pristimantis_ceuthospilus" "26.7"
"4246" "Pristimantis_chalceus" "31.2"
"4247" "Pristimantis_chiastonotus" "39.2"
"4248" "Pristimantis_chloronotus" "38.9"
"4249" "Pristimantis_citriogaster" "51"
"4250" "Pristimantis_colodactylus" "25.8"
"4251" "Pristimantis_colomai" "17.8"
"4252" "Pristimantis_condor" "63.2"
"4253" "Pristimantis_conspicillatus" "49"
"4254" "Pristimantis_coronatus" "15.3"
"4255" "Pristimantis_cremnobates" "51.7"
"4256" "Pristimantis_crenunguis" "64.5"
"4257" "Pristimantis_croceoinguinis" "23"
"4258" "Pristimantis_crucifer" "34.5"
"4259" "Pristimantis_cruciocularis" "21.8"
"4260" "Pristimantis_cruentus" "42"
"4261" "Pristimantis_cryophilius" "50"
"4262" "Pristimantis_cryptomelas" "38.6"
"4263" "Pristimantis_cuneirostris" "29.1"
"4264" "Pristimantis_curtipes" "50"
"4265" "Pristimantis_danae" "45.8"
"4266" "Pristimantis_degener" "31.9"
"4267" "Pristimantis_dendrobatoides" "31"
"4268" "Pristimantis_devillei" "44.7"
"4269" "Pristimantis_diadematus" "108"
"4270" "Pristimantis_dissimulatus" "32.7"
"4271" "Pristimantis_dorsopictus" "31.6"
"4272" "Pristimantis_duende" "29.7"
"4273" "Pristimantis_educatoris" "37.7"
"4274" "Pristimantis_eremitus" "27.6"
"4275" "Pristimantis_eriphus" "29"
"4276" "Pristimantis_eugeniae" "37.6"
"4277" "Pristimantis_exoristus" "23.5"
"4278" "Pristimantis_fenestratus" "55"
"4279" "Pristimantis_festae" "25.5"
"4280" "Pristimantis_flavobracatus" "23.4"
"4281" "Pristimantis_floridus" "26.7"
"4282" "Pristimantis_frater" "32.5"
"4283" "Pristimantis_gaigei" "44"
"4284" "Pristimantis_galdi" "34"
"4285" "Pristimantis_gentryi" "50"
"4286" "Pristimantis_gladiator" "34"
"4287" "Pristimantis_glandulosus" "41.3"
"4288" "Pristimantis_guaiquinimensis" "33.4"
"4289" "Pristimantis_gutturalis" "16.8"
"4290" "Pristimantis_hamiotae" "36.2"
"4291" "Pristimantis_hectus" "22.5"
"4292" "Pristimantis_ignicolor" "26.4"
"4293" "Pristimantis_illotus" "44.6"
"4294" "Pristimantis_imitatrix" "13"
"4295" "Pristimantis_incanus" "30.6"
"4296" "Pristimantis_incomptus" "25.9"
"4297" "Pristimantis_infraguttatus" "24.3"
"4298" "Pristimantis_inusitatus" "24.4"
"4299" "Pristimantis_jester" "22.8"
"4300" "Pristimantis_jorgevelosai" "45.2"
"4301" "Pristimantis_labiosus" "52.3"
"4302" "Pristimantis_lacrimosus" "34"
"4303" "Pristimantis_lanthanites" "46"
"4304" "Pristimantis_lasalleorum" "30"
"4305" "Pristimantis_laticlavius" "42.9"
"4306" "Pristimantis_latidiscus" "53.4"
"4307" "Pristimantis_leoni" "25"
"4308" "Pristimantis_leptolophus" "30"
"4309" "Pristimantis_leucopus" "44"
"4310" "Pristimantis_leucorrhinus" "21"
"4311" "Pristimantis_lirellus" "24"
"4312" "Pristimantis_lividus" "35"
"4313" "Pristimantis_loustes" "46.7"
"4314" "Pristimantis_lucasi" "23.3"
"4315" "Pristimantis_luteolateralis" "29.5"
"4316" "Pristimantis_lymani" "73"
"4317" "Pristimantis_lythrodes" "26"
"4318" "Pristimantis_maculosus" "30"
"4319" "Pristimantis_malkini" "49"
"4320" "Pristimantis_marmoratus" "22"
"4321" "Pristimantis_martiae" "25"
"4322" "Pristimantis_melanogaster" "24.7"
"4323" "Pristimantis_memorans" "32"
"4324" "Pristimantis_mendax" "28"
"4325" "Pristimantis_metabates" "32.2"
"4326" "Pristimantis_moro" "25"
"4327" "Pristimantis_muricatus" "40.7"
"4328" "Pristimantis_muscosus" "46.1"
"4329" "Pristimantis_museosus" "40"
"4330" "Pristimantis_myersi" "25"
"4331" "Pristimantis_nephophilus" "34"
"4332" "Pristimantis_nigrogriseus" "30.2"
"4333" "Pristimantis_nyctophylax" "37.8"
"4334" "Pristimantis_ocellatus" "45.7"
"4335" "Pristimantis_ockendeni" "29.5"
"4336" "Pristimantis_olivaceus" "20.7"
"4337" "Pristimantis_orcesi" "36"
"4338" "Pristimantis_orestes" "38.1"
"4339" "Pristimantis_ornatissimus" "38.1"
"4340" "Pristimantis_ornatus" "27.3"
"4341" "Pristimantis_orphnolaimus" "34"
"4342" "Pristimantis_pardalis" "34.1"
"4343" "Pristimantis_parectatus" "30"
"4344" "Pristimantis_parvillus" "25.9"
"4345" "Pristimantis_pastazensis" "31.7"
"4346" "Pristimantis_pataikos" "21.6"
"4347" "Pristimantis_paululus" "21"
"4348" "Pristimantis_pecki" "25.2"
"4349" "Pristimantis_peraticus" "30"
"4350" "Pristimantis_percnopterus" "25.9"
"4351" "Pristimantis_peruvianus" "46"
"4352" "Pristimantis_petersi" "23.1"
"4353" "Pristimantis_petrobardus" "35.3"
"4354" "Pristimantis_phalaroinguinis" "37.7"
"4355" "Pristimantis_phoxocephalus" "38.4"
"4356" "Pristimantis_pinguis" "29.8"
"4357" "Pristimantis_platydactylus" "33.3"
"4358" "Pristimantis_prolatus" "24"
"4359" "Pristimantis_prolixodiscus" "26.7"
"4360" "Pristimantis_proserpens" "23.5"
"4361" "Pristimantis_pseudoacuminatus" "23"
"4362" "Pristimantis_pteridophilus" "33.9"
"4363" "Pristimantis_pugnax" "33.2"
"4364" "Pristimantis_pulvinatus" "23"
"4365" "Pristimantis_pycnodermis" "44.4"
"4366" "Pristimantis_pyrrhomerus" "24"
"4367" "Pristimantis_quaquaversus" "31.2"
"4368" "Pristimantis_quinquagesimus" "40.1"
"4369" "Pristimantis_reticulatus" "35"
"4370" "Pristimantis_rhabdocnemus" "29.5"
"4371" "Pristimantis_rhodoplichus" "34.2"
"4372" "Pristimantis_rhodostichus" "19.3"
"4373" "Pristimantis_ridens" "26.4"
"4374" "Pristimantis_rosadoi" "25.7"
"4375" "Pristimantis_rozei" "20"
"4376" "Pristimantis_rubicundus" "51.2"
"4377" "Pristimantis_rufioculis" "20.6"
"4378" "Pristimantis_ruidus" "39.8"
"4379" "Pristimantis_sagittulus" "29.9"
"4380" "Pristimantis_saltissimus" "27.1"
"4381" "Pristimantis_sarisarinama" "25.8"
"4382" "Pristimantis_satagius" "50"
"4383" "Pristimantis_schultei" "34"
"4384" "Pristimantis_scoloblepharus" "30"
"4385" "Pristimantis_scolodiscus" "22.3"
"4386" "Pristimantis_serendipitus" "21.2"
"4387" "Pristimantis_simonbolivari" "22"
"4388" "Pristimantis_siopelus" "40"
"4389" "Pristimantis_skydmainos" "30.4"
"4390" "Pristimantis_sobetes" "41.3"
"4391" "Pristimantis_spectabilis" "22.7"
"4392" "Pristimantis_spinosus" "34.5"
"4393" "Pristimantis_stenodiscus" "18.5"
"4394" "Pristimantis_sternothylax" "36.7"
"4395" "Pristimantis_stictogaster" "23.9"
"4396" "Pristimantis_subsigillatus" "33.4"
"4397" "Pristimantis_sulculus" "54"
"4398" "Pristimantis_surdus" "54.6"
"4399" "Pristimantis_tantanti" "21.9"
"4400" "Pristimantis_tayrona" "30.2"
"4401" "Pristimantis_tenebrionis" "36.9"
"4402" "Pristimantis_terraebolivaris" "31"
"4403" "Pristimantis_thymalopsoides" "55.4"
"4404" "Pristimantis_toftae" "27.3"
"4405" "Pristimantis_trachyblepharis" "19.2"
"4406" "Pristimantis_turumiquirensis" "40"
"4407" "Pristimantis_unistrigatus" "45"
"4408" "Pristimantis_uranobates" "30"
"4409" "Pristimantis_urichi" "39"
"4410" "Pristimantis_variabilis" "27"
"4411" "Pristimantis_ventrimarmoratus" "44"
"4412" "Pristimantis_verecundus" "22.5"
"4413" "Pristimantis_versicolor" "29.8"
"4414" "Pristimantis_vertebralis" "43.9"
"4415" "Pristimantis_vilarsi" "49"
"4416" "Pristimantis_w-nigrum" "72"
"4417" "Pristimantis_wagteri" "44"
"4418" "Pristimantis_walkeri" "25.3"
"4419" "Pristimantis_waoranii" "30"
"4420" "Pristimantis_wiensi" "37"
"4421" "Pristimantis_xeniolum" "17.6"
"4422" "Pristimantis_xestus" "50"
"4423" "Pristimantis_yaviensis" "27.8"
"4424" "Pristimantis_zeuctotylus" "43.3"
"4425" "Pristimantis_zimmermanae" "25.8"
"4426" "Strabomantis_anatipes" "98.6"
"4427" "Strabomantis_anomalus" "92.4"
"4428" "Strabomantis_biporcatus" "100"
"4429" "Strabomantis_bufoniformis" "94"
"4430" "Strabomantis_cerastes" "55.8"
"4431" "Strabomantis_cheiroplethus" "106"
"4432" "Strabomantis_cornutus" "59.5"
"4433" "Strabomantis_helonotus" "70"
"4434" "Strabomantis_necerus" "93.3"
"4435" "Strabomantis_sulcatus" "59.7"
"4436" "Strabomantis_zygodactylus" "83"
"4437" "Allophryne_resplendens" "28.4"
"4438" "Anomaloglossus_leopardus" "18"
"4439" "Aromobates_cannatellai" "22.6"
"4440" "Aromobates_ericksonae" "21.7"
"4441" "Aromobates_zippeli" "22"
"4442" "Aromobates_walterarpi" "26.2"
"4443" "Aromobates_ornatissimus" "25.5"
"4444" "Aromobates_tokuko" "29.2"
"4445" "Ambystoma_altamirani" "115"
"4446" "Ambystoma_amblycephalum" "161"
"4447" "Ambystoma_andersoni" "214"
"4448" "Ambystoma_annulatum" "238"
