Comb_sciname,Year,Family,Npapers,MainBiogRealm,ThreatStatus,BodyMass,Habit,polykm2,elev.avg,humd.avg,bint_counts,range.rarity,W_avgPPP
Adolfus alleni,1914,Lacertidae,3,Afrotropic,NT,8,Ter,18280.3234842137,2159.08227539063,156.551162719727,1,0.0456522583947638,27320.1765
Adolfus jacksoni,1899,Lacertidae,5,Afrotropic,LC,16.7,Ter&Arb,383065.047219108,1273.22534179688,219.679275512695,17,0.266744631943994,5847.73328571429
Adolfus kibonotensis,1907,Lacertidae,1,,,,,,,,,,
Adolfus masavaensis,2014,Lacertidae,0,Afrotropic,NT,4,Ter,1062.62316798193,3089.95825195313,67.9447174072266,0,0.0446827484229506,18028.2305
Aeluroglena cucullata,1898,Colubridae,1,Afrotropic,DD,9.7,Ter,36012.4111858489,1058.60021972656,44.773136138916,0,0.135419876740253,636.3
Aeluroscalabotes felinus,1864,Eublepharidae,5,IndoMalay,LC,39,Arb,304429.292261806,477.921752929688,20.0498466491699,13,2.74280090857346,143576.0535
Afroedura africana,1888,Gekkonidae,0,Afrotropic,LC,5.6,Ter,51503.1524822389,933.310363769531,2.05452299118042,0,0.00432742465693766,37460.739
Afroedura amatolica,1925,Gekkonidae,0,Afrotropic,LC,4.7,Ter,16739.788806864,1018.24536132813,48.9964942932129,1,0.000695686340203873,344029.846
Afroedura bogerti,1944,Gekkonidae,2,Afrotropic,LC,2.8,Ter,65894.0599152566,769.144348144531,6.95499801635742,0,0.00189040157726243,36798.5495
Afroedura broadleyi,2014,Gekkonidae,1,Afrotropic,LC,3.8,Ter,1918.88155336184,1067.79382324219,86.5380477905273,0,0.0020840885130889,344029.846
Afroedura granitica,2014,Gekkonidae,1,Afrotropic,DD,4.2,Ter,16.2381879813632,547.124755859375,1.83586430549622,0,0.0623405060979994,344029.846
Afroedura haackei,1984,Gekkonidae,0,Afrotropic,LC,3.1,Ter,4786.18114621728,801.581359863281,119.20890045166,4,0.000811030074266412,170832.438
Afroedura halli,1935,Gekkonidae,0,Afrotropic,LC,5.6,Ter,31224.9375087751,1616.71960449219,46.7320899963379,0,0.000549440296614738,141721.033
Afroedura hawequensis,1985,Gekkonidae,1,Afrotropic,LC,11.4,Ter,12444.4723741042,581.490844726563,47.2791633605957,4,0.00135488010917731,344029.846
Afroedura karroica,1925,Gekkonidae,1,Afrotropic,LC,5.6,Ter,33696.6462848693,1259.46936035156,5.19559001922607,0,0.000735807507637732,344029.846
Afroedura langi,1930,Gekkonidae,0,Afrotropic,LC,2.2,Ter,8380.80023564348,513.743041992188,46.5659713745117,0,0.164192226142165,161429.8145
Afroedura leoloensis,2014,Gekkonidae,1,Afrotropic,LC,1.6,Ter,9.99628067274603,943.492980957031,86.9151763916016,0,0.100270958056721,344029.846
Afroedura loveridgei,1963,Gekkonidae,1,Afrotropic,LC,4.4,Ter,34747.7724944019,500.705230712891,49.0322647094727,0,0.00039659115881881,4602.81166666667
Afroedura major,1984,Gekkonidae,0,Afrotropic,LC,8.9,Ter,5164.66371330189,875.320739746094,110.281135559082,0,0.000732384329567976,3578.381
Afroedura maripi,2014,Gekkonidae,1,Afrotropic,LC,5.3,Ter,2781.71072251989,562.350830078125,27.4092788696289,0,0.164024414914474,344029.846
Afroedura marleyi,1930,Gekkonidae,0,Afrotropic,LC,1.1,Ter&Arb,26504.2523404903,209.413009643555,53.1135787963867,0,0.00158924739150679,63381.924
Afroedura multiporis,1925,Gekkonidae,0,Afrotropic,NT,6.3,Ter,11039.9524448011,1073.62341308594,88.6885147094727,6,0.00255309641887015,170207.4105
Afroedura namaquensis,1938,Gekkonidae,0,Afrotropic,LC,3.8,Ter,9021.28247346008,352.658050537109,2.86507606506348,0,0.00196886694728241,344029.846
Afroedura nivaria,1894,Gekkonidae,2,Afrotropic,LC,6.1,Ter,542627.118096381,1184.63940429688,80.6389846801758,140,0.216902428700138,162394.5665
Afroedura pienaari,2014,Gekkonidae,1,Afrotropic,LC,3.3,Ter,2452.58990245805,842.728820800781,37.9301490783691,0,0.00189802373251143,344029.846
Afroedura pondolia,1925,Gekkonidae,1,Afrotropic,LC,4.2,Ter&Arb,40324.0790278511,394.752014160156,197.890777587891,18,0.00327799856979185,344029.846
Afroedura pongola,2014,Gekkonidae,1,Afrotropic,DD,1.5,Ter,9.99628067277184,631.676025390625,41.8769874572754,0,0.100314849110454,344029.846
Afroedura rondavelica,2014,Gekkonidae,1,Afrotropic,DD,3.7,Ter,700.978108536013,1063.49169921875,36.1391868591309,0,0.00225452819499098,344029.846
Afroedura rupestris,2014,Gekkonidae,1,Afrotropic,DD,5.1,Ter,9.99628067275273,730.755554199219,42.2118759155273,0,0.100837094796361,344029.846
Afroedura tembulica,1926,Gekkonidae,0,Afrotropic,LC,4,Ter,9355.0131382714,1052.94482421875,73.025146484375,0,0.000538876659607462,344029.846
Afroedura tirasensis,1965,Gekkonidae,0,Afrotropic,LC,3.7,Ter,9859.37724537354,1447.23315429688,0.226253494620323,0,0.000431713857919534,10768.709
Afroedura transvaalica,1925,Gekkonidae,3,Afrotropic,LC,8,Ter,359996.805361373,875.523315429687,38.9325714111328,13,0.00447635430122182,13471.20875
Afroedura waterbergensis,2014,Gekkonidae,1,Afrotropic,LC,2.2,Ter,9.99628067273717,1006.72332763672,3.236407995224,0,0.100209787646306,344029.846
Afrogecko ansorgii,1907,Gekkonidae,1,Afrotropic,LC,2.1,,2216.25111035111,1359.06274414063,123.42603302002,2,0.000761406921102797,77176.478
Afrogecko porphyreus,1802,Gekkonidae,0,Afrotropic,LC,3,Ter&Arb,79792.8260443743,430.092926025391,89.2562026977539,56,0.00750292596780836,344029.846
Afronatrix anoscopus,1861,Colubridae,7,Afrotropic,LC,109.7,Aqu,2394076.09642303,323.92333984375,120.585479736328,56,1.46783445904505,6967.91271428571
Afrotyphlops angolensis,1866,Typhlopidae,2,Afrotropic,LC,251.5,Fos,4041912.3470894,759.48779296875,45.4609107971191,39,0.317614552569577,3643.64725
Afrotyphlops anomalus,1873,Typhlopidae,0,Afrotropic,LC,119.9,Fos,214593.716748403,1261.77758789063,38.3792572021484,2,0.210605683764488,77176.478
Afrotyphlops bibronii,1846,Typhlopidae,1,Afrotropic,LC,80,Fos,526257.959393205,1218.01037597656,82.0466232299805,89,0.315520657882246,49898.0815
Afrotyphlops blanfordii,1889,Typhlopidae,0,Afrotropic,DD,22.4,Fos,459654.613118084,1891.24914550781,194.50732421875,9,0.253373873917021,42613.383
Afrotyphlops brevis,1929,Typhlopidae,0,Afrotropic,LC,433.9,Fos,107200.625288612,787.608459472656,56.3140983581543,1,0.00522456739964694,15038.261
Madatyphlops calabresii,1965,Typhlopidae,1,Afrotropic,LC,2.5,Fos,26725.20580796,781.293029785156,25.1204605102539,0,0.251587624444348,7129.091
Afrotyphlops congestus,1844,Typhlopidae,1,Afrotropic,LC,433.9,Fos,2337260.74037708,533.946655273438,53.2151298522949,22,0.833689227329354,3307.23475
Madatyphlops cuneirostris,1879,Typhlopidae,0,Afrotropic,,1.3,Fos&Ter,6914.94898896808,90.3310852050781,252.764739990234,1,0.00163192719548905,
Afrotyphlops elegans,1868,Typhlopidae,0,Afrotropic,LC,47.4,Fos,189.540473952014,127.231552124023,50.2868614196777,0,0.193089111791855,343.546
Afrotyphlops fornasinii,1849,Typhlopidae,1,Afrotropic,LC,2.1,Fos,84932.7017212432,155.220443725586,89.9527587890625,5,0.0524633055497271,24347.04
Afrotyphlops gierrai,1897,Typhlopidae,1,Afrotropic,VU,77.6,Fos,9225.97610603378,591.769836425781,9.26784706115723,0,0.512585071214096,22544.968
Afrotyphlops kaimosae,1935,Typhlopidae,0,Afrotropic,DD,4,,763.804880177553,1685.39685058594,689.000793457031,0,0.0014813107042015,56587.36
Afrotyphlops liberiensis,1848,Typhlopidae,0,Afrotropic,LC,511.8,,204399.80078651,292.381317138672,135.187377929688,8,0.0495380101671413,5244.9814
Afrotyphlops lineolatus,1864,Typhlopidae,1,Afrotropic,LC,224.5,Fos,5140312.97819604,709.259948730469,60.479248046875,66,2.01464317006358,2127.10465517241
Afrotyphlops mucruso,1854,Typhlopidae,0,Afrotropic,LC,965.5,Fos,3739201.52726862,872.419311523438,38.9273834228516,51,1.69044166494696,3572.16025
Afrotyphlops nanus,2009,Typhlopidae,0,Afrotropic,DD,0.5,,762.048046615647,197.088104248047,80.6284561157227,0,0.00260490541807291,56587.36
Afrotyphlops nigrocandidus,2000,Typhlopidae,0,Afrotropic,NT,149.2,,3784.85528853671,1263.02221679688,30.7379627227783,4,0.110048984620566,45062.275
Afrotyphlops obtusus,1865,Typhlopidae,0,Afrotropic,LC,30.3,Fos,80605.4736732044,676.679748535156,110.711700439453,7,0.00189271040838596,4899.19966666667
Madatyphlops platyrhynchus,1910,Typhlopidae,0,Afrotropic,DD,9.7,,9.99628067012724,130.716369628906,7.58636999130249,0,0.202705860978625,45062.275
Afrotyphlops punctatus,1819,Typhlopidae,3,Afrotropic,LC,251.5,Fos,3268703.70438554,447.374847412109,65.0594329833984,50,0.254322749361107,3133.6035
Afrotyphlops rondoensis,1942,Typhlopidae,0,Afrotropic,DD,29.7,,5425.915512155,190.672424316406,90.4282608032227,0,0.00197382700776909,45062.275
Afrotyphlops schlegelii,1849,Typhlopidae,0,Afrotropic,LC,790.7,Fos,939530.407805839,903.686096191406,22.0320529937744,15,0.572127435549745,9696.21
Afrotyphlops schmidti,1956,Typhlopidae,0,Afrotropic,,182.4,Fos,1187314.03062298,1121.24658203125,15.1921968460083,2,0.102192991757276,9023.8254
Afrotyphlops steinhausi,1909,Typhlopidae,1,Afrotropic,LC,199.7,Fos,525730.546098004,541.871337890625,27.349157333374,7,0.172571006141977,4336.41083333333
Afrotyphlops tanganicanus,1964,Typhlopidae,0,Afrotropic,LC,36,Fos,42438.6460689324,354.521759033203,42.147590637207,0,0.0523240085940347,45062.275
Afrotyphlops usambaricus,1964,Typhlopidae,0,Afrotropic,EN,182.4,,3352.69443764998,519.976379394531,9.76259803771973,1,0.309437350439746,45062.275
Agama aculeata,1820,Agamidae,13,Afrotropic,LC,54.4,Ter,3142586.01341662,1136.50573730469,20.9846134185791,88,0.595189137690964,13052.6084444444
Agama sylvana,1844,Agamidae,1,Afrotropic,LC,58.9,Ter&Arb,871581.164010833,322.988067626953,155.678665161133,30,1.41136292971602,6285.53541666667
Agama congica,1758,Agamidae,143,Afrotropic,LC,117.7,,,,,,,
Agama anchietae,1896,Agamidae,1,Afrotropic,LC,95,Ter,643478.743457978,1041.44873046875,5.79667234420776,4,0.0759462184711388,13410.627
Agama armata,1855,Agamidae,2,Afrotropic,LC,27.6,Ter&Arb,2001846.91067544,882.970458984375,40.0235176086426,47,0.557200268524031,3013.46966666667
Agama atra,1802,Agamidae,14,Afrotropic,LC,95,Ter,981423.571867998,1082.82373046875,44.5562629699707,145,0.28214520915096,52299.9516666667
Agama bocourti,1884,Agamidae,0,Afrotropic,DD,16.7,,12373.0635468502,39.1389884948731,59.1470222473145,0,0.00357445968662062,7883.177
Agama boensis,1940,Agamidae,0,Afrotropic,LC,17.4,Ter,112888.17476237,274.281219482422,41.5702781677246,0,0.00185187081935719,4212.65925
Agama bottegi,1897,Agamidae,2,Afrotropic,,58.9,,19.9925613452581,155.206069946289,11.3839979171753,0,0.050110312994604,
Agama boueti,1917,Agamidae,2,Afrotropic,LC,44.9,Ter,2343860.04022415,332.272003173828,23.7779960632324,3,0.0506470430296414,2821.99066666667
Agama boulengeri,1886,Agamidae,3,Afrotropic,LC,95,Ter,348310.52684931,228.596969604492,8.77694988250732,0,0.0505051985552628,3012.19066666667
Agama caudospinosa,1910,Agamidae,4,Afrotropic,LC,158.2,Ter,38799.8338963662,1921.09423828125,184.921371459961,3,0.0458248711171647,56587.36
Agama cristata,1905,Agamidae,1,Afrotropic,LC,75.5,Ter&Arb,49563.2428839941,375.800018310547,68.8364334106445,0,0.00068355690605881,6713.2865
Agama doriae,1885,Agamidae,0,Afrotropic,LC,51.6,Ter,2608682.12372386,615.865661621094,62.5281143188477,10,0.240385952719866,7828.64481818182
Agama etoshae,1981,Agamidae,4,Afrotropic,LC,13.7,Ter,69404.7152223493,1155.56811523438,10.9631948471069,0,0.000486379121738812,10768.709
Agama finchi,2005,Agamidae,0,Afrotropic,LC,56.2,Ter&Arb,21801.1564564638,1056.9228515625,260.548889160156,0,0.0014832603159375,6465.09125
Agama gracilimembris,1918,Agamidae,0,Afrotropic,LC,6,Ter,1685571.16257125,401.115325927734,70.061653137207,11,0.0389542908523365,7914.31169230769
Agama hartmanni,1869,Agamidae,0,Afrotropic,LC,25.8,Ter,480579.375237348,386.939575195313,26.4314804077148,4,0.000301630203920293,34161.017
Agama makarikarika,1827,Agamidae,1,Afrotropic,LC,82.9,,,,,,,
Agama hulbertorum,2014,Agamidae,0,Afrotropic,,,,,,,,,
Agama impalearis,1874,Agamidae,21,Paleartic,LC,82.9,Ter,968854.316742679,749.855895996094,48.5380249023438,13,0.00757501705567462,19013.946
Agama insularis,1918,Agamidae,1,Afrotropic,LC,63.6,Ter,55257.6398344368,366.261962890625,110.247314453125,3,0.000533309368302884,7991.615
Agama kaimosae,1935,Agamidae,1,Afrotropic,LC,103.7,Ter,31390.57933774,1828.07568359375,97.2156295776367,1,0.00187693274538769,25386.4775
Agama kirkii,1885,Agamidae,3,Afrotropic,LC,51.6,Ter,1011720.4981053,786.884765625,47.8334541320801,18,0.294873127476346,4111.8598
Agama knobeli,1921,Agamidae,1,Afrotropic,LC,44.9,Ter,76068.4521369306,773.230407714844,0.842509746551514,0,0.00271382216420098,14288.1576666667
Agama lanzai,2013,Agamidae,0,Afrotropic,LC,36.1,Ter,9.99628066850449,338.475067138672,18.3356075286865,0,0.100683493688825,
Agama lebretoni,2009,Agamidae,0,Afrotropic,LC,99.3,Ter&Arb,231131.583066908,596.476623535156,82.7315368652344,8,0.694340363449331,14619.98825
Agama lionotus,1896,Agamidae,4,Afrotropic,LC,105.9,Ter&Arb,742102.990576765,816.751525878906,37.1167869567871,9,1.30976004140308,16838.6996666667
Agama lucyae,2011,Agamidae,0,Afrotropic,,6.3,Ter,19.9925613449324,1565.74206542969,432.111175537109,0,0.0500791177142686,46786.762
Agama montana,1928,Agamidae,1,Afrotropic,VU,27.6,Ter&Arb,22699.3443946144,598.7626953125,7.13898134231567,5,0.451681218060776,45062.275
Agama mossambica,1854,Agamidae,2,Afrotropic,LC,58.9,Ter&Arb,748589.206672763,421.508270263672,46.6628684997559,25,1.53457205105437,5942.16425
Agama mucosoensis,1957,Agamidae,0,Afrotropic,LC,68.5,,39197.6816895756,366.143981933594,124.387092590332,0,0.000546438609568669,77176.478
Agama mwanzae,1923,Agamidae,3,Afrotropic,LC,143.8,Ter,199492.172739524,1262.90747070313,63.9978675842285,0,0.000482694395923479,10984.9935
Agama parafricana,2012,Agamidae,1,Afrotropic,LC,34.5,Arb,68897.8643641332,228.59538269043,170.007354736328,8,0.00979257712962844,7584.4824
Agama paragama,1968,Agamidae,1,Afrotropic,LC,44.9,Ter&Arb,1794462.14652031,529.731262207031,41.6564064025879,11,0.509093541177603,3132.79992857143
Agama persimilis,1942,Agamidae,1,Afrotropic,LC,8.4,Ter,77181.9369261001,382.691589355469,14.3409738540649,0,0.201309361701208,9398.013
Agama picticauda,1877,Agamidae,6,,,,,,,,,,
Agama planiceps,1862,Agamidae,14,Afrotropic,LC,112.9,Ter,563847.458099534,1125.66467285156,19.1026649475098,5,0.213239219056424,25256.8795
Agama robecchii,1891,Agamidae,0,Afrotropic,LC,88.8,Ter,298674.620234789,579.472412109375,11.00377368927,0,0.606195133346965,65.501
Agama rueppelli,1882,Agamidae,1,Afrotropic,LC,28.5,Ter,654479.901465442,915.3447265625,30.3581867218018,2,1.0244757796254,10039.6846
Agama sankaranica,1918,Agamidae,2,Afrotropic,LC,20.2,Ter,1644134.49843411,352.475982666016,96.1227493286133,37,0.143028353445169,7539.27666666667
Agama somalica,2013,Agamidae,0,Afrotropic,LC,36.4,Ter,29.9888420290061,1383.58679199219,199.261642456055,0,0.0337257759817448,
Agama spinosa,1831,Agamidae,2,Afrotropic,LC,68.5,Ter,1314087.63277885,902.145812988281,68.8009948730469,13,0.940431642121713,15699.46175
Agama tassiliensis,2011,Agamidae,1,Paleartic,LC,82.9,Ter,1310051.23568365,746.392272949219,4.22403240203857,0,8.84865098342088e-05,32262.40675
Agama turuensis,1932,Agamidae,1,Afrotropic,LC,95,Ter,5727.80091089311,1501.84802246094,165.557144165039,0,0.00170597679888961,45062.275
Agama weidholzi,1932,Agamidae,0,Afrotropic,LC,8.8,Ter&Arb,532336.519844279,262.3994140625,50.3911056518555,1,0.107192887952982,2428.67742857143
Agamodon anguliceps,1882,Trogonophidae,1,Afrotropic,LC,8.2,Fos,201430.654706288,163.78450012207,19.3245582580566,0,0.408326432409748,198.925
Agamodon arabicus,1901,Trogonophidae,0,Afrotropic,DD,2.3,Fos,16054.3331924032,721.266174316406,166.110687255859,0,0.0644554499400118,45131.313
Agamodon compressus,1888,Trogonophidae,0,Afrotropic,,1.2,Fos,18958.980441282,123.367790222168,99.3347702026367,1,0.00159543416923847,
Agamura persica,1856,Gekkonidae,5,Paleartic,LC,9.3,Ter,1508747.51782492,1212.20227050781,41.7451362609863,39,0.689709844567237,181172.914
Agkistrodon bilineatus,1863,Viperidae,38,Neotropic,NT,1330.6,Ter&Aqu,51762.0263540968,391.910675048828,165.152816772461,8,0.164268130476778,131702.3405
Agkistrodon conanti,1969,Viperidae,20,,,,,,,,,,
Agkistrodon contortrix,1766,Viperidae,375,Neartic,LC,1248.2,Ter,2315960.80921145,252.101226806641,65.0194854736328,905,0.0013571790576623,4738361.226
Agkistrodon howardgloydi,1984,Viperidae,4,Neotropic,,462.8,Ter,19298.5747295015,173.689010620117,173.093292236328,17,0.102463553712313,6447.89
Agkistrodon laticinctus,1934,Viperidae,52,,,,,,,,,,
Agkistrodon piscivorus,1789,Viperidae,288,Neartic,LC,3333,Ter&Aqu,1501972.13772742,145.153793334961,51.8000946044922,416,0.00179893596373971,9588951.986
Agkistrodon russeolus,1972,Viperidae,0,Neotropic,,600.7,Ter,17958.4831657448,102.941329956055,75.5686798095703,5,0.000998638971293036,507438.521
Agkistrodon taylori,1951,Viperidae,6,Neartic,LC,462.8,Aqu,71598.6780987465,315.547119140625,46.1262931823731,5,0.0222456082594434,1021811.997
Ahaetulla anomala,1906,Colubridae,2,,,,Arb,,,,,,
Ahaetulla dispar,1864,Colubridae,0,IndoMalay,NT,64,Arb,29882.7479064165,704.802795410156,514.216857910156,12,1.9152851963272,2126586.379
Ahaetulla fasciolata,1885,Colubridae,0,IndoMalay,LC,444.2,Arb,1378767.52079927,254.980224609375,78.2623443603516,77,7.96494869361595,143806.438
Ahaetulla fronticincta,1858,Colubridae,0,IndoMalay,LC,111.4,Arb,87941.1015720183,401.69287109375,276.341674804688,16,0.827800917365254,117373.0242
Ahaetulla isabellina,1910,Colubridae,0,,,,Arb,,,,,,
Ahaetulla mycterizans,1758,Colubridae,4,IndoMalay,LC,142.5,Arb,331508.66617162,238.373916625977,567.758239746094,88,5.66467732257135,107099.1914
Ahaetulla nasuta,1789,Colubridae,14,IndoMalay,LC,681.3,Arb,2239811.49008943,323.077362060547,489.350311279297,169,7.32689267491307,503259.8555
Ahaetulla oxyrhyncha,1825,Colubridae,0,,,,Arb,,,,,,
Ahaetulla perroteti,1854,Colubridae,1,IndoMalay,EN,30.7,Arb,1694.80388090277,1741.07531738281,329.242736816406,2,0.102660387025082,2126586.379
Ahaetulla prasina,1827,Colubridae,14,IndoMalay,LC,655.6,Arb,4694824.71856037,405.251098632813,233.202575683594,368,78.9667578525791,74815.9210769231
Ahaetulla pulverulenta,1854,Colubridae,3,IndoMalay,LC,471.4,Arb,216672.67214569,567.510681152344,389.187591552734,38,5.85776103752051,893004.0605
Ailuronyx seychellensis,1836,Gekkonidae,2,Afrotropic,LC,28.7,Ter&Arb,232.573461351808,154.920776367188,,0,1.06945312645711,1258.226
Ailuronyx tachyscopaeus,1996,Gekkonidae,2,Afrotropic,NT,12.2,Ter&Arb,228.293377594249,157.784591674805,,0,0.356595658298364,1258.226
Ailuronyx trachygaster,1851,Gekkonidae,1,Afrotropic,CR,85.3,Arb,66.9152479697075,103.703605651855,,0,0.356591722294577,
Aipysurus apraefrontalis,1926,Elapidae,4,,CR,73.8,Aqu,17707.8683641807,0.00196929322555661,,0,,
Aipysurus duboisii,1869,Elapidae,5,,LC,106.9,Aqu,870291.964980995,0.105716489255428,39.800853729248,2,,481368.357
Aipysurus eydouxii,1849,Elapidae,12,,LC,252.3,Aqu,4222477.0560302,0.178918436169624,284.529113769531,8,,62924.0998
Aipysurus foliosquama,1926,Elapidae,3,,CR,73.8,Aqu,17707.8683641807,0.00196929322555661,,0,,
Aipysurus fuscus,1837,Elapidae,4,,EN,73.8,Aqu,52360.5981971779,0.0444288998842239,984.823608398438,0,,893115.816
Aipysurus laevis,1804,Elapidae,46,,LC,1338.4,Aqu,1139479.67187292,0.216904580593109,24.9001312255859,2,2.93755922546085,263550.8225
Aipysurus mosaicus,2012,Elapidae,2,,LC,168.2,Aqu,461304.359354936,0.119552224874496,19.7815036773682,2,,241441.22
Aipysurus pooleorum,1974,Elapidae,0,,,,Aqu,,,,,,
Aipysurus tenuis,1913,Elapidae,1,,DD,264.7,Aqu,65438.9268644882,0.0261215530335903,19.0743732452393,0,,523112.755
Aldabrachelys gigantea,1812,Testudinidae,88,Afrotropic,VU,3e+05,Ter,164.632086894651,0.943374037742615,,0,,1258.226
Alexandresaurus camacan,2007,Gymnophthalmidae,1,Neotropic,NT,8.2,Ter,66269.2715470067,336.029205322266,46.9049644470215,8,0.173737453077067,1167743.273
Algyroides fitzingeri,1834,Lacertidae,6,Paleartic,LC,2.2,Ter,33020.8956635305,396.264282226563,63.9162635803223,11,0.000136248922132941,685701.725
Algyroides marchi,1958,Lacertidae,11,Paleartic,EN,3.5,Ter,3536.87845174917,1233.64831542969,7.2640061378479,0,0.00031433818712423,798147.11
Algyroides moreoticus,1833,Lacertidae,2,Paleartic,NT,3,Ter,22702.0949123202,513.779418945313,55.970760345459,5,0.000285025695389606,179493.04
