Comb_sciname,Year,Family,Npapers,MainBiogRealm,ThreatStatus,BodyMass,Habit,polykm2,elev.avg,humd.avg,bint_counts,range.rarity,W_avgPPP
Placosoma glabellum,1870,Gymnophthalmidae,3,Neotropic,LC,3.3,Ter&Arb,827054.645405329,644.627075195313,99.5136413574219,181,0.406240901840237,1167743.273
Plagiopholis unipostocularis,1893,Colubridae,1,IndoMalay,LC,25.3,,259269.948907512,1715.04724121094,115.851531982422,22,0.152336058022599,1285097.88625
Plagiopholis delacouri,1929,Colubridae,0,IndoMalay,DD,2.6,Ter,13053.0681238237,1038.59191894531,55.974796295166,0,0.104757153760915,25357.115
Plagiopholis nuchalis,1893,Colubridae,0,IndoMalay,LC,27.8,Fos&Ter,622539.39216849,952.338195800781,75.6724548339844,15,1.32447464941445,345656.702
Plagiopholis styani,1899,Colubridae,0,Paleartic,LC,14.7,Fos&Ter,1578206.30296021,502.451141357422,289.885833740234,215,0.889478216051223,1676562.77033333
Platemys platycephala,1792,Chelidae,7,Neotropic,,350,Ter&Aqu,8244337.35153013,441.842590332031,8.19341659545898,123,,95544.6845
Platyceps afarensis,2004,Colubridae,1,Afrotropic,,127.9,,9.99628067264053,583.204406738281,71.179931640625,0,0.100113083685435,2164.924
Platyceps atayevi,1993,Colubridae,1,,,,,,,,,,
Coluber bholanathi,1976,Colubridae,2,IndoMalay,DD,182.3,Ter,9.9962806725813,161.764602661133,24.1623096466065,0,0.100356957910733,2126586.379
Platyceps brevis,1895,Colubridae,1,Afrotropic,LC,47.4,Ter,374393.772114615,764.700622558594,23.0339508056641,3,0.629602423119608,16628.8083333333
Platyceps collaris,1878,Colubridae,7,Paleartic,LC,117.2,Ter,187917.9257075,643.845336914063,280.844177246094,48,0.175070087180987,62986.297875
Platyceps elegantissimus,1878,Colubridae,3,Paleartic,LC,47.4,Ter,604012.188426352,836.404602050781,20.0866146087647,0,0.10169893329976,162952.33875
Platyceps florulentus,1827,Colubridae,2,Afrotropic,LC,117.2,Ter,2135406.23711188,809.07763671875,105.602035522461,39,1.10034535023781,8730.2425
Platyceps gracilis,1862,Colubridae,0,IndoMalay,DD,97.5,Ter,17480.1211924215,597.145629882813,638.635925292969,9,0.0039301912248148,2126586.379
Platyceps insulanus,1965,Colubridae,1,Afrotropic,DD,110.4,Aqu,25.7025793484968,13.6630058288574,,0,0.0389080365134233,
Platyceps karelini,1838,Colubridae,4,Paleartic,LC,117.2,Ter&Arb,2650800.62213828,569.08203125,44.1409339904785,59,0.189559378534433,18461.267
Platyceps ladacensis,1871,Colubridae,0,,,139.9,,5019.85788425721,3675.39135742188,54.3488998413086,0,,317369.129
Platyceps largeni,2001,Colubridae,1,Afrotropic,,40.8,Ter&Arb,21.5843003135067,3.98898100852966,,0,0.192240317655262,
Platyceps messanai,1989,Colubridae,0,Afrotropic,,24.8,Ter,9.99628067264579,517.072204589844,3.47401142120361,0,0.100126851407161,
Platyceps najadum,1831,Colubridae,20,Paleartic,LC,228.2,Ter,2732433.39705506,1118.72717285156,78.7129364013672,210,1.65529282321495,25022.8191052632
Platyceps noeli,2014,Colubridae,0,Paleartic,,,,,,,,,
Platyceps plinii,1820,Colubridae,1,,,,,,,,,,
Platyceps tessellata,1863,Colubridae,20,Paleartic,LC,275.4,,1537444.18638792,541.404418945313,43.1274642944336,22,0.103101666543652,7541.6918
Platyceps rogersi,1893,Colubridae,5,,,,,,,,,,
Platyceps saharicus,2004,Colubridae,4,,,,,,,,,,
Platyceps schmidtleri,2001,Colubridae,0,,,,,,,,,,
Platyceps scortecci,1963,Colubridae,0,Afrotropic,,5.2,,9.99628067262275,254.649536132813,190.769729614258,0,0.100091653838379,
Platyceps sinai,1956,Colubridae,2,Paleartic,NT,47.4,Ter,15203.3063376316,625.782653808594,17.8865756988525,0,0.101251848658709,37181.9008
Platyceps sindhensis,2014,Colubridae,0,Paleartic,,,,,,,,,
Platyceps somalicus,1896,Colubridae,1,Afrotropic,,14.6,,9.99628067315541,865.040588378906,1.10214722156525,0,0.100060909990275,46786.762
Platyceps taylori,1949,Colubridae,0,Afrotropic,LC,47.4,,8736.56650539963,969.498168945313,24.72998046875,0,0.13493951454195,11542.7445
Platyceps thomasi,1931,Colubridae,1,Afrotropic,DD,11.4,,12660.4137555075,704.820861816406,18.7178840637207,0,0.201270084859665,28909.6785
Platyceps variabilis,1905,Colubridae,1,Afrotropic,LC,11.4,Ter,115560.084226179,922.653137207031,217.154693603516,1,0.2656654491262,44716.4056666667
Platyceps ventromaculatus,1834,Colubridae,11,IndoMalay,LC,210.8,Ter&Arb,934122.093715837,386.588714599609,409.994567871094,80,0.776616207992106,283248.0816
Platyplectrurus madurensis,1877,Uropeltidae,0,IndoMalay,EN,43.3,Fos,17.5276152758417,1220.11303710938,1151.97534179688,0,0.0600407361285884,623814.2785
Platyplectrurus trilineatus,1867,Uropeltidae,0,IndoMalay,DD,30.6,Fos,9.99628067256178,1418.85986328125,552.858764648438,0,1.05259347407318,2126586.379
Platysaurus attenboroughi,2015,Cordylidae,1,Afrotropic,,,Ter,,,,,,
Platysaurus broadleyi,1997,Cordylidae,20,Afrotropic,LC,15.7,Ter,13030.6127443291,780.350830078125,1.15495014190674,0,0.00090611405601583,157851.3245
Platysaurus capensis,1844,Cordylidae,7,Afrotropic,LC,17.1,Ter,45524.2493777718,681.670166015625,1.01967298984528,0,0.00292490867289684,54123.796
Platysaurus guttatus,1849,Cordylidae,0,Afrotropic,LC,41.8,Ter,19528.6658764216,1106.46997070312,22.9193477630615,0,0.101034991407704,167659.584
Platysaurus imperator,1962,Cordylidae,1,Afrotropic,NT,104.9,Ter,49347.413886597,713.335754394531,25.7064914703369,0,0.000443908986585749,11006.4325
Platysaurus intermedius,1891,Cordylidae,8,Afrotropic,LC,67.3,Ter,527194.26867006,855.914489746094,39.971851348877,18,0.371050813758778,17127.0264
Platysaurus lebomboensis,1994,Cordylidae,1,Afrotropic,LC,9.6,Ter,11875.3657145297,231.818908691406,43.4361114501953,0,0.00122344589728639,47716.6096666667
Platysaurus maculatus,1965,Cordylidae,2,Afrotropic,LC,10.1,Ter,11783.8497189222,500.644165039063,33.7194442749023,0,0.00150961284683026,7150.161
Platysaurus minor,1930,Cordylidae,3,Afrotropic,LC,8.7,Ter,23388.3213299857,1157.51318359375,18.9385166168213,0,0.100984935520642,344029.846
Platysaurus mitchelli,1953,Cordylidae,1,Afrotropic,LC,2.6,Ter,19.9925613453439,2145.35327148438,25.1132431030273,0,0.0963993781393531,9701.874
Platysaurus monotropis,1994,Cordylidae,1,Afrotropic,NT,10.6,Ter,3449.92314936687,996.942993164063,40.5006370544434,0,0.00161425403965321,344029.846
Platysaurus ocellatus,1962,Cordylidae,0,Afrotropic,LC,21.6,Ter,23479.0694445474,758.184692382813,39.4157981872559,0,0.0003858885926802,13013.8295
Platysaurus orientalis,1941,Cordylidae,1,Afrotropic,LC,19.2,Ter,28276.2677555463,1128.7080078125,87.0939788818359,3,0.204052930969461,344029.846
Platysaurus pungweensis,1959,Cordylidae,1,Afrotropic,LC,19.2,Ter,45955.978823275,643.75439453125,49.5428619384766,3,0.00193005487470639,9198.194
Platysaurus relictus,1976,Cordylidae,1,Afrotropic,LC,8.7,Ter,6580.73456990318,925.64892578125,94.3244476318359,1,0.00226313121726656,344029.846
Platysaurus torquatus,1879,Cordylidae,1,Afrotropic,LC,10.1,Ter,67943.4888239954,551.124755859375,29.904411315918,0,0.00046640586361751,6259.05
Platysternon megacephalum,1831,Platysternidae,45,IndoMalay,CR,366.8,Aqu,1991920.2767972,419.263519287109,252.58561706543,279,,370310.518
Plectrurus aureus,1880,Uropeltidae,1,IndoMalay,DD,32.9,Fos,9.99628067258454,757.138549804688,809.348510742188,0,0.101694809064348,2126586.379
Plectrurus guentheri,1863,Uropeltidae,0,IndoMalay,DD,27.3,Fos,9.99628067257916,1714.60546875,37.1005401611328,0,0.102502292117639,2126586.379
Plectrurus perroteti,1854,Uropeltidae,1,IndoMalay,LC,43.3,Fos,30485.3261741523,686.943786621094,545.028930664063,12,2.11534766233425,2126586.379
Plesiodipsas perijanensis,1953,Colubridae,1,Neotropic,DD,99.5,Arb,11142.6143705403,1305.419921875,57.3080253601074,3,0.255834937604245,120349.1225
Plestiodon anthracinus,1849,Scincidae,5,Neartic,LC,6.8,Ter,728051.626161953,254.373153686523,37.6478500366211,221,0.00070183146299824,9588951.986
Plestiodon barbouri,1912,Scincidae,1,IndoMalay,VU,6.8,Ter,2373.98245481012,115.450813293457,372.876129150391,5,0.141970542444368,2836343.728
Plestiodon bilineatus,1958,Scincidae,0,Neartic,,5.6,Ter,15089.8678271562,2243.25244140625,7.3416314125061,0,0.00213635964210213,1021811.997
Plestiodon brevirostris,1860,Scincidae,5,Neotropic,LC,7.1,Ter,158617.187215982,1677.08361816406,86.6586532592774,15,1.21668021878025,1021811.997
Plestiodon callicephalus,1879,Scincidae,2,Neartic,LC,8.9,Ter,229878.029954912,1216.60107421875,39.064998626709,14,0.165871444682604,750357.5615
Plestiodon capito,1879,Scincidae,1,Paleartic,LC,10.5,Ter,1070540.23965907,1180.72607421875,291.076049804688,140,0.304430934316581,5142910.821
Plestiodon chinensis,1838,Scincidae,28,Paleartic,LC,55.4,Ter,2765798.98449028,911.002807617188,320.664978027344,415,2.69247221158169,980131.458
Plestiodon colimensis,1935,Scincidae,0,Neartic,DD,5.4,Ter,410.97868300539,1085.41076660156,36.5448379516602,0,0.00351074177195165,1021811.997
Plestiodon copei,1933,Scincidae,6,Neotropic,LC,8.9,Ter,5305.10471671275,2856.15673828125,716.726440429688,5,0.0159254112749738,1021811.997
Plestiodon coreensis,1937,Scincidae,0,Paleartic,,37.8,,2750.9150445208,146.069610595703,274.054626464844,0,0.000374612588090737,
Plestiodon dicei,1933,Scincidae,0,Neartic,,5.6,Ter,11445.0010172403,456.952056884766,40.6292304992676,4,0.0131056770360142,1021811.997
Plestiodon dugesii,1883,Scincidae,1,Neotropic,VU,6.5,Ter,10572.8272460976,2002.04089355469,208.112457275391,1,0.00216257095879981,1021811.997
Plestiodon egregius,1858,Scincidae,7,Neartic,LC,1.7,Fos&Ter,271790.016181268,62.6828804016113,90.2476806640625,129,0.0010300750001819,9588951.986
Plestiodon elegans,1887,Scincidae,8,Paleartic,LC,25.2,Ter,2804514.08023023,813.928833007813,342.291900634766,497,2.3907044341925,992218.8492
Plestiodon fasciatus,1758,Scincidae,53,Neartic,LC,13.2,Ter&Arb,2693458.89643305,210.481826782227,78.8028030395508,1126,0.00160261237925423,4632808.228
Plestiodon finitimus,2012,Scincidae,8,Paleartic,LC,15.3,Ter&Arb,250281.338772806,423.012298583984,288.758422851563,118,0.000391872053690105,2836343.728
Plestiodon gilberti,1896,Scincidae,6,Neartic,LC,35.7,Ter,216398.036012429,914.896606445313,71.0868606567383,73,0.0520375406910324,4476206.742
Plestiodon indubitus,1933,Scincidae,0,Neotropic,,7.8,Ter,13270.8191103306,1796.91101074219,162.661697387695,4,0.17174387470358,1021811.997
Plestiodon inexpectatus,1932,Scincidae,20,Neartic,LC,14.8,Ter&Arb,868902.540000402,125.527359008789,70.1897811889648,322,0.00117992013093111,9588951.986
Plestiodon japonicus,1864,Scincidae,8,Paleartic,LC,18.9,Ter&Arb,106656.858468925,326.641448974609,371.536865234375,67,0.000176959352336317,2836343.728
Plestiodon kishinouyei,1901,Scincidae,4,IndoMalay,VU,124,Ter,796.55108226578,85.8450241088867,77.6974487304688,0,0.0312997634119502,2836343.728
Plestiodon kuchinoshimensis,2014,Scincidae,1,IndoMalay,VU,13.2,Ter,4.0123787713511,148.846984863281,,0,0.251204315492265,
Plestiodon lagunensis,1895,Scincidae,2,Neartic,LC,4.1,Ter,10291.3998554382,567.762084960938,0.757793843746185,0,0.00302555007033472,1021811.997
Plestiodon laticeps,1801,Scincidae,56,Neartic,LC,68.3,Ter&Arb,1810429.38251866,165.241104125977,60.9750061035156,671,0.00124592323789498,9588951.986
Plestiodon latiscutatus,1861,Scincidae,25,Paleartic,LC,18.9,Ter,3026.72101551661,401.096893310547,418.723693847656,1,0.000360922462865684,2836343.728
Plestiodon leucostictus,1988,Scincidae,1,,,,,,,,,,
Plestiodon liui,1989,Scincidae,1,Paleartic,DD,5.9,,57785.9595209979,135.946136474609,663.472900390625,39,0.100134114440906,5142910.821
Plestiodon longirostris,1861,Scincidae,7,Neartic,CR,10.1,Ter,63.1967371733015,12.3320484161377,,1,0.0158297712535776,2769.088
Plestiodon lynxe,1834,Scincidae,3,Neartic,LC,8.5,Ter,169906.21696632,2087.65185546875,220.103942871094,80,0.117272143840532,1021811.997
Plestiodon marginatus,1861,Scincidae,5,IndoMalay,NT,21.5,,2712.99323559124,111.116104125977,353.850067138672,5,0.408239920170418,2836343.728
Plestiodon multilineatus,1957,Scincidae,0,Neartic,DD,6.8,Ter,1704.29462374507,2149.55200195313,2.86807608604431,0,0.000888352101753204,1021811.997
Plestiodon multivirgatus,1857,Scincidae,6,Neartic,LC,8.9,Fos&Ter,636997.911193272,1603.48217773438,8.90083408355713,58,0.000442236568561486,9588951.986
Plestiodon nietoi,2012,Scincidae,1,Neotropic,,9.3,Ter,564.641741838299,1893.83251953125,1.79336965084076,1,0.00425215826314164,1021811.997
Plestiodon obsoletus,1852,Scincidae,10,Neartic,LC,68.3,Fos&Ter,1850957.30007799,973.007263183594,19.971586227417,209,0.129767567426859,3670038.869
Plestiodon ochoterenae,1933,Scincidae,1,Neotropic,LC,5.1,Ter,7458.33551197809,1632.90124511719,91.3967514038086,0,0.06543390799854,1021811.997
Plestiodon oshimensis,1912,Scincidae,2,IndoMalay,NT,20.8,,1162.49906498623,154.853546142578,50.8937377929688,0,0.431382383754124,2836343.728
Plestiodon parviauriculatus,1933,Scincidae,1,Neartic,DD,2.8,Ter,12701.6455992202,803.054321289063,6.13038635253906,0,0.0256317956431629,1021811.997
Plestiodon parvulus,1933,Scincidae,1,Neotropic,DD,3.9,Ter,7990.74264604116,763.622863769531,77.0847625732422,1,0.142062918528766,1021811.997
Plestiodon popei,1989,Scincidae,0,IndoMalay,DD,10.81,,9.9962806722185,248.657348632813,576.361511230469,0,0.100203505951541,5142910.821
Plestiodon quadrilineatus,1853,Scincidae,3,IndoMalay,LC,10.5,Ter,416229.989452759,230.19841003418,451.000152587891,85,1.99326888546669,980416.53875
Plestiodon reynoldsi,1910,Scincidae,27,Neartic,VU,5.4,Fos,10350.942923634,35.2219161987305,97.1985855102539,6,0.00032813951057526,9588951.986
Plestiodon septentrionalis,1858,Scincidae,5,Neartic,LC,15.3,Fos&Ter,830434.01612075,332.536437988281,36.0545654296875,197,0.000517311357543353,4739858.505
Plestiodon skiltonianus,1852,Scincidae,15,Neartic,LC,13.2,Fos&Ter,1155736.25947229,1323.11047363281,36.6480369567871,382,0.0500582911262451,3032697.917
Plestiodon stimpsonii,1912,Scincidae,1,IndoMalay,NT,10.5,,554.751756547854,107.591499328613,54.6303558349609,0,0.0147053699902047,2836343.728
Plestiodon sumichrasti,1867,Scincidae,0,Neotropic,LC,21.5,Ter,115181.536608861,288.002624511719,87.1827392578125,13,1.12303494157848,149887.74725
Plestiodon tamdaoensis,1937,Scincidae,0,IndoMalay,LC,49,Ter,51219.1446243749,363.045135498047,350.047302246094,9,0.803235330542715,88104.9543333334
Plestiodon tetragrammus,1859,Scincidae,0,Neartic,LC,8.9,Ter,540027.002447759,503.168212890625,42.4918975830078,102,0.120813064948054,3092185.2775
Plestiodon tunganus,1924,Scincidae,1,Paleartic,NT,10.9,Ter,25194.0608091661,2871.57739257813,86.3427276611328,3,0.150265777954036,5142910.821
Pletholax edelensis,1978,Pygopodidae,0,,,,,,,,,,
Pletholax gracilis,1864,Pygopodidae,1,Australasi,LC,4.4,Fos,40463.9704695683,190.836929321289,12.3758401870728,0,0.00471878301687377,523112.755
Plica caribeana,2013,Tropiduridae,1,Neotropic,,60,Arb,5548.34903554293,74.9673767089844,203.464874267578,5,0.220672534013859,49882.3485
Plica kathleenae,2013,Tropiduridae,0,Neotropic,,64.2,Arb,19.9925613452225,256.703582763672,0,0,0.050067889796464,4456.902
Plica lumaria,1991,Tropiduridae,0,Neotropic,LC,35.8,Ter,118.914192965311,1055.51232910156,0.187807753682137,0,0.00894246905138565,166366.507
Plica medemi,2013,Tropiduridae,0,Neotropic,,48.7,Arb,9.99628067255679,226.96842956543,1.39476549625397,0,0.100069155426006,254751.451
Plica pansticta,2001,Tropiduridae,1,Neotropic,LC,57.4,Arb,19.9925613452145,740.336608886719,0.18386834859848,0,0.0500941731168501,166366.507
Plica plica,1758,Tropiduridae,18,Neotropic,LC,168.8,Ter&Arb,7522906.15410521,304.679534912109,6.62073040008545,101,6.87685596279345,80434.3652222222
Plica rayi,2013,Tropiduridae,0,Neotropic,,41.9,Arb,3838.89636788332,139.696380615234,26.0504398345947,1,0.000400740573428005,90704.8125
Plica umbra,1758,Tropiduridae,15,Neotropic,LC,35.8,Arb,6326385.48132739,245.612701416016,4.61224460601807,74,4.58678086981345,95117.143875
Pliocercus wilmarai,1860,Colubridae,4,Neotropic,LC,40.3,Fos&Ter,1195.4328930497,496.744201660156,38.4167594909668,0,0.0144827774512848,1021811.997
Pliocercus euryzonus,1862,Colubridae,3,Neotropic,LC,65.5,Ter,777159.098890186,694.543090820313,94.4040374755859,211,8.82664711863888,13116.763
Podarcis bocagei,1885,Lacertidae,61,Paleartic,LC,8,Ter,86328.0667129795,694.052612304688,96.9091110229492,27,0.000346517767024178,328047.5555
Podarcis carbonelli,1981,Lacertidae,31,Paleartic,EN,6.4,Ter,59927.7608063469,427.022277832031,139.360122680664,57,0.00484019529862413,154895.6045
Podarcis cretensis,1952,Lacertidae,3,Paleartic,EN,8.5,Ter,4545.46359038996,513.7001953125,97.1189804077149,6,0.000247889598568425,179493.04
Podarcis erhardii,1882,Lacertidae,41,Paleartic,LC,13.7,Ter,157104.595253613,599.439880371094,87.5331344604492,24,0.00383009953119333,21833.1363333333
Podarcis filfolensis,1876,Lacertidae,14,Paleartic,LC,14.6,Ter,337.918497938924,71.9592361450195,1629.75842285156,6,0.00297327511338392,6365.4
Podarcis gaigeae,1930,Lacertidae,17,Paleartic,VU,22.9,Ter,237.010235695772,164.881469726563,49.4938354492188,0,0.00424733510486309,179493.04
Podarcis guadarramae,1916,Lacertidae,11,Paleartic,,6.1,Ter,107593.566921787,756.830871582031,90.7470626831055,25,0.00453544382510764,301312.509
Podarcis hispanicus,1870,Lacertidae,169,Paleartic,LC,9.4,Ter,561352.016664931,659.845153808594,89.7956237792969,265,0.014691847323453,247256.153333333
Podarcis ionicus,1902,Lacertidae,2,,,,Ter,,,,,,
Podarcis latastei,1879,Lacertidae,2,,,,Ter,,,,,,
Podarcis levendis,2008,Lacertidae,3,Paleartic,VU,10.8,Ter,0.62500533277449,2.85312700271606,,0,1.59998634821379,
Podarcis lilfordi,1874,Lacertidae,94,Paleartic,EN,12.3,Ter,4385.98958557642,139.535919189453,213.388580322266,10,0.00159222098316754,798147.11
Podarcis liolepis,1905,Lacertidae,37,Paleartic,,11.8,Ter,192253.893556554,710.579772949219,105.783210754395,119,0.00969411583478997,461003.956
Podarcis melisellensis,1877,Lacertidae,39,Paleartic,LC,9.4,Ter,50978.7491694395,576.27783203125,78.1388244628906,15,0.000573043094004659,8678.064
Podarcis milensis,1882,Lacertidae,10,Paleartic,VU,9.8,Ter,242.859952378224,98.0630722045898,64.8185272216797,0,0.00743814370098951,179493.04
Podarcis muralis,1768,Lacertidae,355,Paleartic,LC,11,Ter&Arb,1836405.50888416,521.983825683594,128.098556518555,926,0.127544770499722,34608.9569565217
Podarcis peloponnesiacus,1833,Lacertidae,10,Paleartic,LC,14.1,Ter&Arb,21830.2845927277,520.965270996094,60.859977722168,3,0.000272720266190043,179493.04
Podarcis pityusensis,1883,Lacertidae,25,Paleartic,NT,12.7,Ter&Arb,741.263042209205,99.5911712646484,301.926086425781,2,0.00164598677843838,798147.11
Podarcis raffoneae,1952,Lacertidae,8,Paleartic,CR,14.1,Ter,71.5116135320868,242.703079223633,,0,0.0139914378770716,
Podarcis siculus,1810,Lacertidae,485,Paleartic,LC,16.7,Ter,275649.368460156,367.328918457031,215.339385986328,222,0.017356502112255,210526.268
Podarcis tauricus,1814,Lacertidae,30,Paleartic,LC,17.3,Ter,557948.788150892,335.265472412109,115.570487976074,143,0.000907004109856132,17149.0811666667
Podarcis tiliguerta,1789,Lacertidae,23,Paleartic,LC,15.2,Ter,32891.7946249283,397.789215087891,63.7824478149414,11,0.000136248922132941,685792.021
Podarcis vaucheri,1905,Lacertidae,23,Paleartic,LC,5.1,Ter,366419.342395898,793.948364257813,138.88948059082,31,0.0070826068031158,63023.29025
Podarcis virescens,2014,Lacertidae,7,Paleartic,,5.8,Ter,170957.460613539,503.892395019531,84.3847427368164,92,0.000868196526657926,304072.67
Podarcis waglerianus,1868,Lacertidae,6,Paleartic,LC,10.2,Ter,23912.4426893878,419.905181884766,203.402282714844,6,0.000111696460750903,1327930.019
Podocnemis erythrocephala,1824,Podocnemididae,22,Neotropic,VU,1412,Ter&Aqu,635086.7349776,89.6295700073242,6.48634624481201,11,,322278.172333333
Podocnemis expansa,1812,Podocnemididae,146,Neotropic,NT,36250,Ter&Aqu,6372793.35952956,220.380035400391,6.27357244491577,115,,85920.0692222222
Podocnemis lewyana,1852,Podocnemididae,27,Neotropic,CR,6700,Ter&Aqu,153250.978731887,523.013061523438,84.00634765625,26,,254751.451
Podocnemis sextuberculata,1849,Podocnemididae,28,Neotropic,VU,3800,Ter&Aqu,1253611.03335814,79.8857345581055,7.52526473999023,22,,340192.163333333
Podocnemis unifilis,1848,Podocnemididae,109,Neotropic,VU,14000,Ter&Aqu,7603035.08359339,223.042999267578,5.2996997833252,117,,96936.25975
Podocnemis vogli,1935,Podocnemididae,8,Neotropic,,1948,Ter&Aqu,622464.277451612,173.59342956543,12.3641223907471,8,,100846.9845
Poecilopholis cameronensis,1903,Atractaspididae,0,Afrotropic,,22.3,Fos,762.838116517708,538.445190429688,22.9273910522461,0,0.00144166418627221,35402.817
Pogona barbata,1829,Agamidae,42,Australasi,LC,574.9,Ter&Arb,1476817.80572744,305.929656982422,14.9894666671753,136,0.778359383154213,523112.755
Pogona henrylawsoni,1985,Agamidae,3,Australasi,LC,122.6,Ter,185599.510848844,312.151184082031,0.0449428707361221,1,0.00118839656071438,523112.755
Pogona microlepidota,1952,Agamidae,1,Australasi,LC,207.3,Ter&Arb,39712.8546767905,224.84782409668,0.011345655657351,0,0.0333631759753009,523112.755
Pogona minima,1919,Agamidae,17,Australasi,LC,173.6,Ter&Arb,638384.960171599,309.310638427734,3.31229186058044,27,0.0092252381421771,523112.755
Pogona mitchelli,1976,Agamidae,2,Australasi,,152.4,Ter&Arb,1064915.10366665,366.19091796875,0.0872232392430306,5,0.263342561496184,523112.755
Pogona nullarbor,1976,Agamidae,0,Australasi,LC,97.1,Ter&Arb,204218.604747487,155.189361572266,0.0025404579937458,0,0.00041688687075604,523112.755
Pogona vitticeps,1926,Agamidae,313,Australasi,LC,574.9,Ter&Arb,1782555.15757745,179.740753173828,0.202142536640167,6,0.102045265931792,523112.755
Polemon acanthias,1860,Atractaspididae,1,Afrotropic,LC,29.3,Fos,312529.603696302,221.435409545898,132.061889648438,16,0.465941074572144,4845.77883333333
Polemon barthii,1858,Atractaspididae,1,Afrotropic,LC,83,Fos,214567.643019331,185.322189331055,95.7794570922852,4,0.46534503476936,7473.00425
Polemon bocourti,1897,Atractaspididae,0,Afrotropic,LC,142,Fos,2013898.68575788,395.616027832031,88.5288314819336,52,1.19130843502309,2798.8132
Polemon christyi,1903,Atractaspididae,1,Afrotropic,LC,91.9,Fos,707488.842836875,1173.87487792969,104.502174377441,14,0.164286212558177,4542.99688888889
Polemon collaris,1881,Atractaspididae,0,Afrotropic,LC,98.2,Fos,2538265.78459915,562.786926269531,51.3447151184082,22,0.82980130233329,4741.4242
Polemon fulvicollis,1887,Atractaspididae,1,Afrotropic,LC,29.3,Fos,1856565.32734349,494.775146484375,30.950704574585,15,0.379649550270196,3269.0105
Polemon gabonensis,1856,Atractaspididae,1,Afrotropic,LC,80.1,Fos,2132175.75061936,503.146240234375,48.4535255432129,16,0.729316426067397,5011.09733333333
Polemon gracilis,1911,Atractaspididae,1,Afrotropic,LC,21.3,Fos,184776.654759998,491.410980224609,79.0400314331055,7,0.204004134581433,7633.8382
Polemon graueri,1908,Atractaspididae,0,,,,Fos,,,,,,
Polemon griseiceps,1947,Atractaspididae,0,Afrotropic,LC,27.8,Fos,392082.798876539,556.593444824219,19.1805362701416,3,0.161254932413939,4004.259
Polemon neuwiedi,1858,Atractaspididae,0,Afrotropic,LC,7.8,Fos,313936.582667148,211.03840637207,131.160598754883,21,0.112647344312589,6156.73957142857
Polemon notatus,1882,Atractaspididae,0,Afrotropic,LC,5.5,Fos,693611.102915076,465.924072265625,53.0497360229492,14,0.275243648700239,3874.10285714286
Polemon robustus,1943,Atractaspididae,0,Afrotropic,LC,48.6,Fos,360224.666674741,400.808624267578,62.2559852600098,9,0.0011733851857632,7755.062
Polychrus acutirostris,1825,Polychrotidae,12,Neotropic,LC,105.7,Arb,6478608.25678176,373.968597412109,20.7982749938965,277,3.78284372036417,256139.3265
Polychrus auduboni,1845,Polychrotidae,1,,,,Arb,,,,,,
Polychrus femoralis,1910,Polychrotidae,0,Neotropic,LC,36.4,Arb,136012.788769882,900.442443847656,76.2106094360352,16,1.21011056758482,32224.979
Polychrus gutturosus,1846,Polychrotidae,5,Neotropic,LC,158.6,Arb,402786.448533822,419.499908447266,48.1190452575684,38,7.0413650085818,16307.2168333333
Polychrus jacquelinae,2011,Polychrotidae,1,Neotropic,DD,92.6,Arb,9.99628067255024,2261.126953125,3.49505496025085,0,0.10028326114094,124394.482
Polychrus liogaster,1908,Polychrotidae,0,Neotropic,LC,110.3,Arb,1512573.48144574,424.673034667969,5.04032278060913,28,0.675197491528936,206937.046333333
Polychrus marmoratus,1758,Polychrotidae,7,Neotropic,LC,101.2,Ter&Arb,9316500.53983296,295.336059570313,9.89884948730469,172,11.3756763616627,87223.8604444445
Polychrus peruvianus,1924,Polychrotidae,2,Neotropic,VU,110.3,Arb,57706.0361748971,803.121459960938,35.569580078125,0,0.355061519161862,61502.3325
Poromera fordii,1857,Lacertidae,0,Afrotropic,LC,6.4,Ter,657795.320960831,408.756958007813,22.2735424041748,6,0.694145938386827,3069.626
Porthidium arcosae,1993,Viperidae,1,Neotropic,EN,205.3,Ter,7969.00525591787,191.74494934082,145.134857177734,0,0.00101917240183709,70104.759
Porthidium dunni,1938,Viperidae,1,Neotropic,LC,87.7,Ter,18074.4416862171,495.739807128906,56.6019248962402,0,0.156158458060374,1021811.997
Porthidium hespere,1976,Viperidae,1,Neotropic,DD,106.3,Ter,42.1128101039011,89.3082733154297,16.3407573699951,0,0.0250616845731008,1021811.997
Porthidium lansbergii,1841,Viperidae,14,Neotropic,LC,383.6,Ter,309871.005904505,389.058685302734,100.826782226563,73,3.30810253412398,72527.1676666667
Porthidium nasutum,1868,Viperidae,24,Neotropic,LC,139,Ter,377550.072316299,369.686798095703,51.5348205566406,54,4.8618289861096,18321.7431111111
Porthidium ophryomegas,1868,Viperidae,13,Neotropic,LC,272.3,Ter,76401.6487084005,270.659149169922,187.943862915039,27,0.408002096075572,3458.78885714286
Porthidium porrasi,2003,Viperidae,2,Neotropic,LC,184.6,Ter,9.99628067255728,120.293334960938,5.83386516571045,0,0.103095349401723,30621.07
Porthidium volcanicum,1995,Viperidae,0,Neotropic,DD,84.9,Ter,19.9925613451073,875.623718261719,18.5549125671387,0,0.0520502225743623,30621.07
